N	2gram	Bakhtin_fo_2	Vladivir
1	и в	46	31
2	не только	11	24
3	но и	9	19
4	то что	7	18
5	и не	9	17
6	и даже	3	15
7	у него	9	15
8	в этом	22	14
9	том что	4	14
10	и с	6	14
11	он был	2	14
12	что в	5	14
13	там же	1	13
14	но в	10	12
15	в его	8	12
16	что он	3	12
17	по поводу	1	12
18	с его	1	11
19	о том	4	11
20	в том	10	11
21	между прочим	1	11
22	потому что	8	11
23	и то	1	10
24	также и	4	10
25	он не	5	10
26	так что	4	10
27	как мы	6	9
28	никогда не	6	9
29	в конце	2	9
30	только в	11	9
31	а в	3	9
32	и по	3	8
33	в то	5	8
34	в дальнейшем	5	8
35	так как	6	8
36	кроме того	3	7
37	мы уже	9	7
38	как это	2	7
39	и его	12	7
40	для него	3	7
41	об этом	1	7
42	уже в	4	7
43	еще и	1	7
44	сказать что	1	7
45	того же	3	6
46	то же	8	6
47	и к	2	6
48	это было	1	6
49	он и	1	6
50	в котором	4	6
51	иной раз	1	6
52	у нас	2	6
53	и сам	1	6
54	так и	7	6
55	и что	1	6
56	его жизни	4	6
57	можно сказать	2	6
58	в качестве	3	6
59	может быть	7	6
60	на этот	1	6
61	и потому	2	6
62	не может	2	6
63	к этому	3	6
64	не был	2	5
65	но как	1	5
66	когда он	1	5
67	которой он	2	5
68	не в	9	5
69	что и	3	5
70	вовсе не	13	5
71	но он	2	5
72	не было	3	5
73	все это	6	5
74	видно что	1	5
75	и от	2	5
76	а также	3	5
77	с ним	4	5
78	жизни и	8	5
79	совсем не	2	4
80	в этой	2	4
81	в истории	4	4
82	в своем	5	4
83	хотя и	3	4
84	и как	3	4
85	в этот	3	4
86	в которой	1	4
87	в нашем	1	4
88	в себе	4	4
89	как он	2	4
90	в нем	5	4
91	как и	8	4
92	несмотря на	1	4
93	ни с	1	4
94	еще в	1	4
95	в своей	1	4
96	и вообще	1	4
97	дело в	1	4
98	же время	4	4
99	во всем	1	4
100	да и	1	4
101	никак не	1	4
102	по своей	1	4
103	один из	2	4
104	себя в	1	4
105	и у	5	4
106	в особенности	6	4
107	после смерти	1	4
108	и все	6	4
109	он как	1	3
110	и он	4	3
111	это время	1	3
112	и на	7	3
113	но не	5	3
114	в общем	1	3
115	отношение к	3	3
116	и речи	1	3
117	за пределы	1	3
118	что они	4	3
119	отнюдь не	4	3
120	как в	4	3
121	все же	6	3
122	все эти	5	3
123	и вот	2	3
124	на его	1	3
125	здесь мы	3	3
126	то есть	10	3
127	со своими	2	3
128	не мог	2	3
129	во время	10	3
130	но это	2	3
131	раз и	1	3
132	в отношении	2	3
133	и притом	1	3
134	на него	1	3
135	но только	1	3
136	и всегда	2	3
137	таким образом	3	3
138	к тому	3	3
139	здесь не	2	3
140	жизнь и	3	3
141	свидетельствует о	1	3
142	и здесь	1	3
143	вся эта	1	3
144	конце концов	1	3
145	тот же	3	3
146	мы увидим	1	3
147	и действительно	1	3
148	и так	2	3
149	уже не	3	3
150	в виде	1	3
151	но что	1	3
152	с другой	2	3
153	него не	1	3
154	под влиянием	1	3
155	если не	2	3
156	в связи	8	3
157	вместе с	9	3
158	по своему	2	3
159	на одной	1	3
160	другой стороны	1	3
161	но этот	1	3
162	и т	14	2
163	тех же	1	2
164	это и	1	2
165	и до	2	2
166	для своего	1	2
167	в полной	1	2
168	ее название	1	2
169	письма к	1	2
170	ему в	3	2
171	беседует с	1	2
172	еще не	6	2
173	он сам	1	2
174	первый план	2	2
175	в чем	1	2
176	мы будем	3	2
177	нет и	3	2
178	его на	1	2
179	его к	1	2
180	конечно не	4	2
181	из этих	4	2
182	учение о	1	2
183	и тот	1	2
184	при этом	6	2
185	в тот	1	2
186	т д	3	2
187	и еще	1	2
188	по всем	2	2
189	на этом	2	2
190	так например	1	2
191	от нее	1	2
192	что все	2	2
193	для характеристики	1	2
194	лишь в	2	2
195	было бы	2	2
196	веры и	1	2
197	ни в	1	2
198	в париже	2	2
199	в них	7	2
200	с тем	2	2
201	бога и	2	2
202	на первый	3	2
203	точки зрения	10	2
204	место в	4	2
205	значение для	2	2
206	в философии	1	2
207	уже сказали	3	2
208	и почти	2	2
209	не по	1	2
210	того чтобы	8	2
211	того и	1	2
212	больше чем	1	2
213	и весь	2	2
214	более что	2	2
215	уже и	1	2
216	что на	3	2
217	для того	8	2
218	где он	1	2
219	для себя	1	2
220	и о	2	2
221	то время	1	2
222	это мы	1	2
223	не столько	1	2
224	связи со	1	2
225	он так	2	2
226	она была	1	2
227	часто и	1	2
228	но мы	1	2
229	времени в	7	2
230	этот момент	1	2
231	того в	1	2
232	того что	3	2
233	всякого рода	1	2
234	по этому	1	2
235	то и	1	2
236	а это	1	2
237	и других	2	2
238	из них	8	2
239	тем что	3	2
240	в очень	1	2
241	не были	2	2
242	тогда же	1	2
243	и затем	2	2
244	вероятно не	1	2
245	и глубоко	1	2
246	чем не	2	2
247	начиная с	1	2
248	к себе	4	2
249	в тех	1	2
250	по существу	5	2
251	в это	3	2
252	своей жизни	2	2
253	оба они	1	2
254	о его	2	2
255	приведем несколько	1	2
256	нисколько не	1	2
257	и для	9	2
258	указать на	1	2
259	в результате	1	2
260	особого рода	1	2
261	и ни	1	2
262	тем более	3	2
263	совершенно не	1	2
264	в самом	1	2
265	ко времени	1	2
266	и это	2	2
267	в частности	5	2
268	как на	2	2
269	во всяком	2	2
270	все что	2	2
271	которых не	1	1
272	всегда в	1	1
273	большим и	1	1
274	на самом	1	1
275	некоторой степени	1	1
276	и есть	2	1
277	значение эти	1	1
278	то в	2	1
279	и живут	1	1
280	чего не	1	1
281	конечно с	1	1
282	можно говорить	1	1
283	он всегда	1	1
284	не имеют	1	1
285	для более	1	1
286	и больше	1	1
287	видеть в	1	1
288	был и	1	1
289	отношения к	4	1
290	в их	3	1
291	в обычном	1	1
292	есть не	1	1
293	человеческой природы	2	1
294	что если	1	1
295	что уже	1	1
296	большую роль	1	1
297	рассказывается о	2	1
298	на место	1	1
299	почти все	3	1
300	есть нечто	1	1
301	время как	1	1
302	веке в	1	1
303	от бога	1	1
304	мы здесь	1	1
305	в ней	1	1
306	не знал	1	1
307	значительной мере	1	1
308	столько же	2	1
309	сам а	1	1
310	в различных	1	1
311	во всех	11	1
312	бы она	2	1
313	а следовательно	3	1
