N	2gram	Potebnia_M_1	Freidism
1	таким образом	13	24
2	и не	18	23
3	не может	22	20
4	точки зрения	8	19
5	прежде всего	4	18
6	в этом	15	15
7	в его	5	15
8	в душе	11	13
9	мы можем	2	13
10	может быть	27	13
11	и его	5	12
12	все эти	1	11
13	как и	9	11
14	с точки	3	11
15	как бы	6	11
16	то что	10	11
17	самом деле	1	10
18	но в	9	10
19	его в	1	10
20	жизни человека	2	10
21	с ним	3	10
22	как мы	2	10
23	так и	13	10
24	и потому	5	10
25	с его	1	9
26	во всех	5	9
27	по отношению	13	9
28	и в	39	9
29	то же	6	8
30	не только	21	8
31	он не	3	8
32	в своей	3	8
33	еще не	6	8
34	оно и	3	8
35	что он	1	8
36	только в	25	8
37	так как	21	8
38	все это	1	8
39	и все	3	8
40	отношению к	13	8
41	все что	2	8
42	в самом	3	7
43	ни в	1	7
44	мы видели	4	7
45	те же	1	7
46	к нему	1	7
47	один из	1	7
48	всяком случае	1	7
49	что же	2	7
50	сказать что	3	7
51	во всяком	3	7
52	в ней	7	6
53	за пределы	2	6
54	так сказать	2	6
55	и с	3	6
56	и ее	1	6
57	того что	8	6
58	для него	4	6
59	вовсе не	5	6
60	никогда не	4	6
61	хотя бы	2	6
62	совершенно не	1	6
63	на самом	1	5
64	и на	1	5
65	в чем	1	5
66	в этой	3	5
67	что такое	1	5
68	обыденной жизни	1	5
69	не в	15	5
70	мы должны	3	5
71	в то	4	5
72	сознанием и	1	5
73	в каком	6	5
74	могут быть	9	5
75	для этого	2	5
76	для того	3	5
77	по мнению	3	5
78	а в	5	5
79	но и	20	5
80	связь с	2	5
81	с этим	7	5
82	в свою	4	5
83	что в	22	5
84	в зависимости	1	4
85	той же	3	4
86	мы не	10	4
87	в которой	2	4
88	зависимости от	1	4
89	но не	8	4
90	в собственном	2	4
91	все же	6	4
92	не было	4	4
93	из этих	4	4
94	с их	1	4
95	в нем	20	4
96	на этом	1	4
97	то ни	3	4
98	связанные с	1	4
99	при этом	6	4
100	с другими	1	4
101	в жизни	3	4
102	на основании	2	4
103	во время	1	4
104	не менее	6	4
105	же время	4	4
106	таким путем	1	4
107	потому что	52	4
108	и для	5	4
109	к тому	4	4
110	если мы	3	4
111	того чтобы	2	4
112	с самого	3	4
113	которой мы	1	4
114	внутреннего опыта	1	4
115	с ними	1	4
116	не имеющие	1	4
117	уже не	2	4
118	в котором	1	4
119	мы находим	1	4
120	от того	4	4
121	себя и	1	4
122	в данном	1	4
123	в мир	1	4
124	и о	2	4
125	в более	4	4
126	сознания и	1	4
127	в этих	7	4
128	этот вопрос	2	4
129	между ними	1	4
130	в последнем	1	4
131	в таком	5	4
132	таком случае	2	3
133	человека и	1	3
134	и есть	2	3
135	собственном смысле	1	3
136	на себя	1	3
137	не найдем	1	3
138	а только	4	3
139	него только	1	3
140	как в	10	3
141	и той	3	3
142	и как	6	3
143	этой теории	4	3
144	сказать о	1	3
145	в себе	13	3
146	этот процесс	1	3
147	одной и	3	3
148	и по	6	3
149	что все	3	3
150	и может	2	3
151	не сможет	1	3
152	зрения на	1	3
153	может стать	1	3
154	было бы	12	3
155	мы имеем	1	3
156	нисколько не	2	3
157	мысли и	9	3
158	случае не	1	3
159	тому что	3	3
160	нет никакого	1	3
161	самого начала	3	3
162	на него	3	3
163	в сознании	3	3
164	не могут	4	3
165	она не	3	3
166	ничего общего	2	3
167	с ее	2	3
168	свою очередь	4	3
169	только то	2	3
170	приводит к	1	3
171	если бы	14	3
172	развития как	1	3
173	и что	10	3
174	бы то	2	3
175	во втором	5	3
176	на другие	1	3
177	себя в	1	3
178	из которого	3	3
179	у него	1	3
180	в них	3	3
181	со стороны	8	3
182	на этот	2	3
183	и оно	1	3
184	вместе с	8	3
185	слова и	4	3
186	и от	3	3
187	но это	5	3
188	в голову	1	3
189	когда он	1	3
190	жизни и	2	3
191	по поводу	3	3
192	ли мы	1	2
193	отношения к	1	2
194	чтобы не	2	2
195	в такой	1	2
196	и то	3	2
197	тем же	2	2
198	в первом	5	2
199	высшей степени	1	2
200	объясняется и	1	2
201	как не	1	2
202	того же	3	2
203	не без	1	2
204	в ее	1	2
