N	2gram	Tiupa_Vved_1	Literetu
1	уединенного сознания	1	50
2	не только	20	24
3	при этом	26	19
4	в качестве	8	17
5	но и	19	17
6	в том	10	16
7	а не	15	16
8	в частности	13	15
9	том что	7	14
10	тогда как	10	13
11	может быть	18	13
12	сознания в	3	12
13	и не	12	12
14	в этом	21	12
15	в своем	5	11
16	состоит в	10	11
17	своего рода	10	11
18	прежде всего	7	11
19	такого рода	16	10
20	то что	6	10
21	художественного письма	7	9
22	или иначе	2	9
23	эстетического субъекта	1	9
24	в целом	3	8
25	неклассической художественности	1	8
26	не в	6	8
27	в тексте	10	8
28	и в	13	8
29	только в	6	8
30	как это	1	8
31	как бы	4	7
32	в себе	5	7
33	не менее	4	7
34	коммуникативного события	5	7
35	в его	4	7
36	уже не	5	7
37	в рамках	4	6
38	то есть	8	6
39	как и	11	6
40	точки зрения	1	6
41	и сам	1	6
42	того что	6	6
43	связи с	1	6
44	в жизни	4	6
45	себя в	1	6
46	на смену	2	6
47	одним из	5	5
48	то же	5	5
49	отличие от	2	5
50	как в	4	5
51	не столько	4	5
52	в отличие	2	5
53	в то	4	5
54	для себя	1	5
55	а также	8	5
56	же время	3	5
57	в конечном	1	5
58	же в	1	5
59	что он	1	5
60	уже в	1	5
61	не может	7	5
62	в данном	13	5
63	тем самым	5	5
64	в своей	5	4
65	еще не	7	4
66	столь же	1	4
67	но не	5	4
68	конечном счете	1	4
69	в этой	1	4
70	в художественном	1	4
71	все же	6	4
72	всего лишь	5	4
73	представляет собой	15	4
74	в случае	2	4
75	перестает быть	1	4
76	не как	2	4
77	в силу	2	4
78	с собой	1	4
79	[] в	1	4
80	лишь в	2	4
81	литературного произведения	1	4
82	в чужом	1	4
83	и его	5	4
84	данном случае	6	4
85	никогда не	4	4
86	так и	8	4
87	чужого сознания	1	4
88	еще в	2	4
89	и адресата	2	4
90	другого сознания	1	4
91	коммуникативное событие	6	4
92	в формах	1	4
93	креативного сознания	1	4
94	и тем	2	4
95	из них	1	4
96	мир в	1	4
97	в конце	1	4
98	как раз	2	4
99	и т.п	9	4
100	в связи	1	4
101	со стороны	5	4
102	это не	6	4
103	культуры в	1	4
104	в своих	2	4
105	например в	2	3
106	в сфере	1	3
107	тех же	1	3
108	тем же	1	3
109	также и	4	3
110	эстетический субъект	1	3
111	по отношению	7	3
112	xix столетия	2	3
113	субъекта и	1	3
114	в самом	2	3
115	бы не	2	3
116	с их	1	3
117	в лирике	1	3
118	же году	1	3
119	в принципе	1	3
120	таким образом	4	3
121	исходя из	2	3
122	той же	1	3
123	далеко не	4	3
124	русской культуры	1	3
125	он и	2	3
126	несмотря на	1	3
127	не мог	1	3
128	в их	1	3
129	но в	6	3
130	том же	1	3
131	одна из	4	3
132	в основе	3	3
133	не должен	1	3
134	в области	3	3
135	к себе	1	3
136	ли не	2	3
137	в виду	1	3
138	в пределах	2	3
139	приводит к	2	3
140	по аналогии	1	3
141	одного из	3	3
142	сводится к	4	3
143	другого в	1	3
144	не сводится	4	3
145	по своей	3	3
146	один из	3	3
147	и прежде	1	3
148	потому что	5	3
149	этом в	1	3
150	при всей	2	3
151	у него	1	3
152	и даже	1	3
153	с другой	5	3
154	еще и	1	3
155	и др	1	3
156	не было	2	3
157	мира в	8	3
158	да и	1	3
159	аналогии с	1	3
160	в культуре	1	3
161	при всем	1	3
162	жизни и	7	3
163	что в	3	3
164	а в	6	3
165	во всяком	1	3
166	того же	1	2
167	самом деле	3	2
168	е годы	1	2
169	к своей	1	2
170	должна быть	2	2
171	и само	1	2
172	та же	1	2
173	в сущности	1	2
174	на себя	1	2
175	из того	1	2
176	и самого	1	2
177	от текста	2	2
178	как правило	6	2
179	могло быть	1	2
180	то он	2	2
181	а только	1	2
182	в е	2	2
183	относится к	1	2
184	отнюдь не	7	2
185	и нет	1	2
186	бы я	1	2
187	адресата в	1	2
188	действительного мира	1	2
189	как некий	1	2
190	все эти	1	2
191	из этих	3	2
192	тому же	4	2
193	как он	2	2
194	в нем	5	2
195	окружающей его	1	2
196	в нашей	1	2
197	не к	4	2
198	нашего времени	2	2
199	в коммуникативном	1	2
200	подобно тому	2	2
201	на этом	1	2
202	различие между	1	2
203	сознания к	1	2
204	здесь как	1	2
205	было бы	4	2
206	по мысли	5	2
207	для них	3	2
208	на второй	1	2
209	в слове	3	2
210	и читателем	1	2
211	в москве	1	2
212	как сказано	1	2
213	и того	2	2
214	бы на	1	2
215	от своего	1	2
216	что такое	18	2
217	а как	1	2
218	всяком случае	1	2
219	с позиции	2	2
220	это точка	1	2
221	в авторском	2	2
222	от себя	1	2
223	что я	1	2
224	войне и	2	2
225	тем не	3	2
226	акт коммуникации	1	2
227	однако в	4	2
228	даже в	1	2
229	вплоть до	1	2
230	дело не	1	2
231	жизни не	1	2
232	по терминологии	1	2
233	с читателем	1	2
234	в сознании	4	2
235	как будто	4	2
236	этом отношении	4	2
237	искусства это	1	2
238	коммуникативном событии	2	2
239	могут быть	4	2
240	и вполне	1	2
241	к тому	6	2
242	в поле	1	2
243	культурной парадигмы	1	2
244	должен быть	1	2
245	но при	5	2
246	своем составе	1	2
247	классического реализма	1	2
248	сказано в	1	2
249	роль в	1	2
250	читателя в	1	2
251	на том	1	2
252	в мире	8	2
253	различного рода	3	2
254	или иной	3	2
255	о том	5	2
256	с одной	5	2
257	не могло	2	2
258	мир и	1	2
259	между тем	1	2
260	во втором	2	2
261	и только	1	2
262	текст как	1	2
263	хотя бы	1	2
264	их не	1	2
265	в текст	1	2
266	только на	1	2
267	то и	2	2
268	что не	1	2
269	так называемый	1	2
270	по выражению	2	2
271	обнаруживаются в	1	2
272	что для	1	2
273	не сам	1	2
274	для него	3	2
275	себе в	1	2
276	от сознания	1	2
277	с легкой	2	2
278	как носитель	1	2
279	тем что	2	2
280	на роль	1	2
281	одной стороны	5	2
282	нового времени	3	2
283	превращается в	1	2
284	этого не	1	2
285	не на	1	2
286	не тот	1	2
287	художественного целого	1	2
288	нет ничего	1	2
289	или нет?	1	2
290	автора в	5	2
291	тому как	2	2
292	легкой руки	2	2
293	текста как	1	2
294	произведение в	2	2
295	можно было	2	2
296	но одновременно	1	2
297	это уже	1	2
298	не является	3	2
299	лев толстой	1	2
300	и рецептивного	2	2
301	объекта и	1	2
302	этого рода	1	2
303	которая в	3	2
304	все они	2	2
305	в равной	1	2
306	полагал что	1	2
307	отношению к	7	2
308	в искусстве	1	2
309	по поводу	2	2
310	которая не	2	2
311	как известно	1	1
312	человеческой речи	1	1
313	как замечает	1	1
314	это онтологическое	1	1
315	на самом	4	1
316	и описана	1	1
317	диалоге с	1	1
318	идет о	1	1
319	креативного и	1	1
320	но речь	1	1
321	перед лицом	1	1
322	его кругозор	1	1
323	между двумя	3	1
324	разделяется на	1	1
325	мать и	1	1
326	неявным образом	1	1
327	жизни для	1	1
328	который в	2	1
329	другому сознанию	1	1
330	в историю	2	1
331	событие это	3	1
332	значимости для	1	1
333	в предсмертном	1	1
334	же следует	1	1
335	мы не	4	1
336	этом значимость	1	1
337	оставляя за	1	1
338	говоря и	1	1
339	нам в	1	1
340	двумя или	2	1
341	в становлении	1	1
342	на глазах	1	1
343	в полной	1	1
344	и чужого	2	1
345	жизни как	1	1
346	зависимости от	1	1
347	отступление от	1	1
348	и он	1	1
349	это время	2	1
350	субъекта объекта	1	1
351	отсылает к	2	1
352	радикально меняется	1	1
353	столько же	1	1
354	человеческого опыта	6	1
355	характерную для	1	1
356	он сам	1	1
357	жизни однако	1	1
358	у чехова	1	1
359	совершенно особое	1	1
360	появляется и	1	1
361	но как	1	1
362	к которой	1	1
363	два варианта	1	1
364	в сторону	1	1
365	воле автора	1	1
366	ответ на	1	1
367	отношение к	2	1
368	в наиболее	2	1
369	тут же	1	1
370	что они	1	1
371	этом есть	1	1
372	в настоящем	2	1
373	из таких	1	1
374	один и	1	1
375	это мир	2	1
376	рода можно	1	1
377	становится одним	2	1
378	писателя в	1	1
379	в центре	2	1
380	первый взгляд	1	1
381	в одной	2	1
382	поскольку его	1	1
383	между писателем	1	1
384	его на	1	1
385	без другого	1	1
386	чужого слова	3	1
387	внутри себя	1	1
388	например для	1	1
389	как к	1	1
390	о жизни	2	1
391	в некую	1	1
392	сам же	1	1
393	однако не	1	1
394	перед нами	6	1
395	всему свету	1	1
396	мы можем	2	1
397	и слова	1	1
398	могли бы	1	1
399	как уже	1	1
400	имеет в	1	1
401	в противоположность	1	1
402	на какой	1	1
403	в концовке	2	1
404	то в	1	1
405	за собой	1	1
406	со своей	1	1
407	как то	1	1
408	в учебниках	1	1
409	он в	1	1
410	повествование в	1	1
411	в нашем	6	1
412	если мы	1	1
413	большей части	3	1
414	что к	1	1
415	и событие	2	1
416	мира представляет	1	1
417	культуры поэтому	1	1
418	на территории	1	1
419	на то	1	1
420	за рамки	1	1
421	время у	1	1
422	вследствие этого	3	1
423	так сказать	2	1
424	личности автора	1	1
425	это свобода	1	1
426	задний план	1	1
427	он не	3	1
428	которой не	1	1
429	ключ к	1	1
430	первобытного человека	2	1
431	едва ли	3	1
432	к одному	1	1
433	в начале	3	1
434	развития при	1	1
435	и вот	1	1
436	уже говорилось	1	1
437	и более	3	1
438	области художественной	1	1
439	в зависимости	1	1
440	чтобы в	1	1
441	очевидным что	1	1
442	целом как	1	1
443	и по	3	1
444	так например	1	1
445	человека в	1	1
446	значительной степени	1	1
447	этом последнем	1	1
448	оно и	1	1
449	а то	2	1
450	и с	2	1
451	времени если	1	1
452	бы быть	1	1
453	полной мере	1	1
454	картиной мира	9	1
455	первой главе	1	1
456	как полагал	1	1
457	схождения сознаний	1	1
458	и мы	1	1
459	сознания вследствие	1	1
460	новой жизни	1	1
461	практически не	1	1
462	в воспринимающем	1	1
463	и служат	1	1
464	в итоге	3	1
465	смерть и	1	1
466	субъект его	1	1
467	остается неизвестен	1	1
468	произведение как	1	1
469	в них	2	1
470	текста а	1	1
471	соответствии с	6	1
472	этого персонажа	1	1
473	в ее	1	1
474	мы имеем	5	1
475	с тем	1	1
476	не всегда	2	1
477	основывается на	2	1
478	которая может	2	1
479	иначе говоря	6	1
480	автора и	1	1
481	одного и	1	1
482	на первый	1	1
483	что просто	1	1
484	в этих	3	1
485	выявлена и	1	1
486	представить себе	2	1
487	в следующем	1	1
488	это делает	1	1
489	в отношении	1	1
490	которого является	1	1
491	ключевая для	1	1
492	литературы хх	1	1
493	занимающего нас	1	1
494	в которых	1	1
495	тот кто	2	1
496	что печорин	1	1
497	господин прохарчин	1	1
498	фигуры автора	1	1
499	остается вне	1	1
500	или несколькими	2	1
501	который всегда	1	1
502	по крайней	1	1
503	если бы	7	1
504	быть не	4	1
505	тому чтобы	1	1
506	искусство слова	1	1
507	из ключевых	1	1
508	того кто	1	1
509	всем многообразии	1	1
510	вовсе не	1	1
