N	3gram	Bakhtin_Pr_1	Istorich
1	и т д	1	15
2	с другой стороны	3	7
3	в этом случае	1	5
4	до сих пор	2	5
5	в том что	6	5
6	как мы видели	1	5
7	в данном случае	2	3
8	другой стороны и	1	3
9	по отношению к	8	2
10	и в других	1	2
11	точно так же	1	2
12	что и в	1	2
13	таким образом и	1	2
14	то и здесь	1	2
15	то время как	1	2
16	во всяком случае	3	2
17	в то время	1	2
18	о том что	1	2
19	в одном из	1	2
20	не только не	1	2
21	но все же	2	2
22	мы имеем в	1	2
23	не знает не	1	1
24	мы видим не	1	1
25	хотя и не	1	1
26	точки зрения нашего	1	1
27	из этих трех	1	1
28	мы должны были	1	1
29	подобно тому как	3	1
30	он все же	1	1
31	т е не	2	1
32	он видел и	1	1
33	как если бы	1	1
34	с точки зрения	13	1
35	сами по себе	3	1
36	а в этом	1	1
37	только то что	2	1
38	независимо от того	1	1
39	что в нем	1	1
40	можно было бы	2	1
41	может быть и	1	1
42	то что было	3	1
43	не только в	2	1
44	заключается в том	1	1
45	мы увидим дальше	1	1
46	миру подобно тому	1	1
47	все же не	2	1
48	мы уже говорили	1	1
49	так же как	1	1
50	но уже не	1	1
51	этой точки зрения	1	1
52	а так как	1	1
53	на ней и	1	1
54	они и не	1	1
55	между героем и	1	1
56	в свою очередь	1	1
57	это и есть	1	1
58	на самом деле	4	1
59	из возможных форм	1	1
60	так как в	1	1
61	он и говорит	1	1
62	не может быть	4	1
63	с самого начала	1	1
64	и даже не	1	1
65	можно сказать что	1	1
66	но и не	2	1
67	объясняется не только	1	1
68	в большинстве случаев	2	1
69	друг с другом	1	1
70	если бы это	1	1
71	на этот вопрос	1	1
72	и входит в	2	1
73	она не может	1	1
