N	3gram	Tiupa_Narr_1	Formalny
1	с точки зрения	1	14
2	не может быть	4	14
3	на самом деле	1	12
4	в то же	4	7
5	то же время	4	7
6	во всяком случае	2	6
7	и т д	1	6
8	в зависимости от	2	5
9	с другой стороны	1	5
10	в самом деле	2	4
11	подобно тому как	3	4
12	и не может	1	4
13	в данном случае	8	4
14	в связи с	2	4
15	бы то ни	1	4
16	то ни было	1	4
17	для того чтобы	3	4
18	а не в	1	3
19	по отношению к	3	3
20	то же самое	2	3
21	в этом отношении	3	3
22	в том что	5	3
23	с установкой на	2	2
24	как и все	1	2
25	и в то	1	2
26	до известной степени	1	2
27	и со стороны	1	2
28	сами по себе	2	2
29	в отличие от	2	2
30	как со стороны	1	2
31	только то что	1	2
32	дело в том	2	2
33	в следующей главе	1	2
34	так и со	1	2
35	мы не можем	1	2
36	в окружающей действительности	1	2
37	к тому что	1	2
38	тем не менее	3	2
39	мы уже знаем	1	2
40	внешнего и внутреннего	1	2
41	как мы видели	1	2
42	и того же	1	1
43	так и не	2	1
44	и столь же	1	1
45	какой бы то	1	1
46	один и тот	1	1
47	так и его	1	1
48	того чтобы создать	1	1
49	сам по себе	1	1
50	но в данном	1	1
51	друг на друга	2	1
52	из того что	1	1
53	но и здесь	1	1
54	одна из них	1	1
55	именно в этом	1	1
56	мы еще вернемся	1	1
57	в предыдущей главе	1	1
58	до сих пор	2	1
59	и в жизни	1	1
60	не два а	1	1
61	в значительной степени	1	1
62	первого и второго	1	1
63	между ними не	1	1
64	не только в	6	1
65	с одной стороны	1	1
66	и тот же	1	1
67	вопроса о том	1	1
68	но при этом	1	1
69	оно не только	1	1
70	связаны между собой	1	1
71	мере того как	1	1
72	так сказать изнутри	1	1
73	событие самого рассказывания	2	1
74	он и не	1	1
75	слова с его	1	1
76	о том что	2	1
77	в той же	1	1
78	в частности в	1	1
79	и все же	2	1
80	иной идеологической сферой	1	1
81	с той или	1	1
82	входит в жизнь	1	1
83	и в самом	1	1
84	не только на	2	1
85	той или иной	4	1
86	но все же	1	1
87	можно сказать что	2	1
88	на то что	2	1
89	одного и того	1	1
90	или иной идеологической	1	1
91	в этих случаях	1	1
92	в литературе же	1	1
93	не сводится к	2	1
94	в том числе	1	1
95	той же мере	1	1
96	становится очевидным что	1	1
97	друг с другом	1	1
98	как и в	1	1
99	по мере того	1	1
100	том числе и	1	1
