N	3gram	Vinokur_Ku_2	Istorich
1	с другой стороны	7	8
2	и т д	14	8
3	с одной стороны	1	7
4	в этом случае	2	6
5	в том что	10	5
6	до сих пор	1	4
7	не только в	4	4
8	о том что	1	4
9	вместе с тем	2	3
10	в данном случае	1	3
11	то время как	1	3
12	в то время	1	3
13	не может быть	4	3
14	потому что он	2	2
15	том что в	1	2
16	влечет за собой	1	2
17	только то что	1	2
18	точно так же	3	2
19	т е в	1	2
20	во всяком случае	5	2
21	но все же	2	2
22	после того как	1	2
23	можно было бы	9	2
24	как и в	1	2
25	как мы видели	1	2
26	что иное как	1	1
27	другой стороны эта	1	1
28	только потому что	6	1
29	уже не может	3	1
30	это мы имеем	1	1
31	новые и новые	1	1
32	ли сказать что	1	1
33	знает что он	1	1
34	можно ли сказать	1	1
35	о котором говорилось	1	1
36	не только свое	1	1
37	в зависимости от	4	1
38	мне кажется что	1	1
39	для этой цели	1	1
40	что все эти	3	1
41	таким образом в	1	1
42	от того какое	1	1
43	совершенно ясно что	1	1
44	к тому чтобы	1	1
45	но это не	1	1
46	на этот вопрос	2	1
47	на первом месте	1	1
48	не случайно что	1	1
49	с этой точки	2	1
50	то или иное	2	1
51	и тем не	4	1
52	и то что	1	1
53	для борьбы с	1	1
54	так же как	2	1
55	не потому что	1	1
56	отличается тем что	1	1
57	потому что оно	1	1
58	а также и	1	1
59	котором говорилось выше	1	1
60	так или иначе	2	1
61	она сводится к	1	1
62	в достаточной степени	1	1
63	так что между	1	1
64	т е тех	1	1
65	и в том	2	1
66	есть вместе с	2	1
67	и на более	1	1
68	в том смысле	1	1
69	в свое время	2	1
70	о которых речь	1	1
71	и вот почему	1	1
72	этой точки зрения	2	1
73	что оно имеет	1	1
74	есть не что	1	1
75	и некоторые другие	1	1
76	не забудем что	1	1
77	он был бы	1	1
78	точно таким же	1	1
79	речь идет о	1	1
80	несмотря на все	1	1
81	можно сказать что	2	1
82	здесь можно было	1	1
83	случае если бы	1	1
84	на то что	2	1
85	сказывается и в	1	1
86	с полным правом	1	1
87	и где он	1	1
88	не значит что	1	1
89	не что иное	1	1
90	тем не менее	5	1
91	каким же образом	1	1
92	для того чтобы	8	1
93	т д в	1	1
94	смысле этого слова	1	1
95	и с другой	1	1
