N	3gram	Trubetskoy_1	Psycholo
1	совершенно ясно что	1	14
2	в том что	7	9
3	не может быть	4	8
4	на то что	4	8
5	в самом деле	1	7
6	в том чтобы	1	7
7	о том что	2	7
8	во всяком случае	6	6
9	заключается в том	1	6
10	для того чтобы	6	5
11	так же как	1	4
12	только в том	2	3
13	до сих пор	5	3
14	к тому чтобы	4	3
15	точно так же	2	3
16	указывает на то	1	3
17	в конце концов	3	3
18	состоит в том	1	2
19	заключается не в	1	2
20	более или менее	4	2
21	в настоящее время	2	2
22	в том и	2	2
23	то же самое	1	2
24	с точки зрения	9	2
25	в этом отношении	1	2
26	несмотря на то	1	2
27	вместе с тем	3	2
28	в том случае	4	2
29	в применении к	1	2
30	в противоречие с	2	2
31	из которых каждая	1	2
32	тех или иных	1	2
33	и таким образом	1	2
34	а в том	1	2
35	от того что	1	2
36	смысле этого слова	1	2
37	совершенно очевидно что	1	2
38	сама по себе	2	2
39	на самом деле	6	2
40	тем не менее	1	2
41	даже тогда когда	1	1
42	и того же	1	1
43	друг к другу	1	1
44	то совершенно ясно	1	1
45	не может не	3	1
46	ним в том	1	1
47	таким образом оказывается	1	1
48	а следовательно и	2	1
49	дело в том	1	1
50	во всяком другом	3	1
51	может быть признан	3	1
52	в том числе	1	1
53	во многих случаях	1	1
54	в том же	1	1
55	точки зрения в	1	1
56	он не может	1	1
57	обе точки зрения	1	1
58	что с точки	1	1
59	том случае если	3	1
60	на точку зрения	1	1
61	самом деле для	1	1
62	с тем чтобы	3	1
63	и не будет	2	1
64	заключает в себе	1	1
65	стороны и в	1	1
66	в значительной мере	2	1
67	и то что	3	1
68	отнюдь не является	1	1
69	речь идет не	1	1
70	чтобы понять что	2	1
71	и более или	1	1
72	этого вопроса необходимо	1	1
73	мы не знаем	1	1
74	ни от какого	1	1
75	но она не	2	1
76	так как это	1	1
77	и в этом	1	1
78	можно ли представить	1	1
79	это зависит от	1	1
80	ли представить себе	1	1
81	это и есть	1	1
82	в связи с	1	1
83	эта точка зрения	1	1
84	не знаем и	1	1
85	в полной мере	1	1
86	в совершенно ином	1	1
87	речь идет о	1	1
88	образом оказывается что	1	1
89	и во всяком	2	1
90	только то что	1	1
91	тогда когда они	2	1
92	того и другого	1	1
93	что оно есть	1	1
94	и вместе с	2	1
95	в свою очередь	1	1
96	с самого начала	1	1
97	вопрос о том	1	1
98	если признать что	1	1
99	в этом вопросе	1	1
100	несмотря на все	1	1
101	одного и того	1	1
102	так же и	1	1
103	и в частности	1	1
104	и ту же	1	1
105	именно в силу	1	1
106	с совершенной ясностью	1	1
107	и в том	2	1
108	одну и ту	1	1
109	в согласии с	1	1
110	том случае когда	1	1
111	в результате этого	1	1
112	к тому же	1	1
113	том числе и	1	1
