N	3gram	Bakhtin_Pr_3	Tvorches
1	в то же	12	13
2	в романах достоевского	3	13
3	то же время	12	12
4	записки из подполья	1	6
5	в том что	1	6
6	в бедных людях	1	5
7	о том что	2	5
8	но в то	3	4
9	в творчестве достоевского	3	4
10	записок из подполья	3	3
11	что все это	2	3
12	с самого начала	8	3
13	это как бы	1	3
14	в записках из	2	3
15	на первом плане	1	2
16	на самом деле	10	2
17	и т п	6	2
18	по крайней мере	3	2
19	записках из подполья	2	2
20	в данном случае	1	2
21	же время он	1	2
22	на протяжении всего	4	2
23	можно сказать что	1	2
24	и в то	5	2
25	тем не менее	2	2
26	мне надо было	1	1
27	как и его	1	1
28	связи с его	1	1
29	не верит что	1	1
30	хотя и не	1	1
31	однако уже в	1	1
32	все это из	1	1
33	еще далеко не	2	1
34	но она не	1	1
35	иду босой и	1	1
36	он на самом	1	1
37	потому что не	1	1
38	и того же	1	1
39	и наконец в	2	1
40	из подполья и	1	1
41	протяжении всего романа	2	1
42	в том же	1	1
43	что же касается	1	1
44	плачут и целуют	1	1
45	он в сущности	3	1
46	по отношению к	5	1
47	босой и голодный	1	1
48	до сих пор	1	1
49	всю жизнь и	1	1
50	и в других	1	1
51	хотя бы и	2	1
52	все плачут и	1	1
53	что он не	1	1
54	в отличие от	2	1
55	друг на друга	2	1
56	а может быть	2	1
57	на самом же	1	1
58	но все это	2	1
59	то что в	1	1
60	а вместе с	1	1
61	бы то ни	4	1
62	за то что	1	1
63	заключает в себе	1	1
64	это вовсе не	1	1
65	с самим собой	6	1
66	в раннем творчестве	1	1
67	художественного мира достоевского	1	1
68	он не выдержал	1	1
69	я иду босой	1	1
70	вместе с тем	2	1
71	в других романах	1	1
72	перед тем как	1	1
73	все более и	1	1
74	уже говорили что	2	1
75	у достоевского очень	1	1
76	и со всеми	1	1
77	в мире достоевского	3	1
78	то ни было	4	1
79	достоевского никогда не	1	1
80	а я иду	1	1
81	очень любят и	1	1
82	в конце концов	3	1
83	уже в бедных	1	1
84	так быстро что	1	1
85	но при этом	1	1
86	и разбиваю ретроградов	1	1
87	и как бы	1	1
88	не только для	1	1
89	разбиваю ретроградов под	1	1
90	что он сам	2	1
91	в этот момент	1	1
92	от чужого сознания	1	1
93	из подполья с	1	1
94	новые идеи и	1	1
95	из них он	1	1
96	мы уже говорили	3	1
97	голодный проповедывать новые	1	1
98	ты сам себе	1	1
99	не может и	1	1
100	самом же деле	1	1
101	самом деле рассказ	1	1
102	потому что я	1	1
103	идеи и разбиваю	1	1
104	самого достоевского в	1	1
105	имел в виду	1	1
106	что может быть	1	1
107	в бесах в	1	1
108	и голодный проповедывать	1	1
109	в свою очередь	1	1
110	ретроградов под аустерлицем	1	1
111	но у достоевского	1	1
112	не все же	1	1
113	и в самом	3	1
114	более и более	1	1
115	а что если	1	1
116	он не может	3	1
117	с другой стороны	3	1
118	одного и того	1	1
119	бы он ни	3	1
120	у достоевского нет	2	1
121	проповедывать новые идеи	1	1
122	к тому что	1	1
123	в отношении к	7	1
124	на род человеческий	1	1
125	как и в	1	1
126	друг для друга	1	1
127	к тому же	2	1
128	в глубине души	1	1
129	и т д	2	1
