N	2gram	Vygotskiy__5	Narrotol
1	не только	16	31
2	но и	6	27
3	и не	6	23
4	при этом	8	19
5	может быть	11	15
6	в качестве	2	14
7	в частности	4	14
8	как и	6	13
9	а не	8	13
10	а в	4	13
11	в этом	14	12
12	только в	5	12
13	и в	30	11
14	в данном	3	11
15	состоит в	3	10
16	и его	6	10
17	то есть	13	9
18	времени и	3	9
19	во времени	1	9
20	то что	37	9
21	то же	7	8
22	представляет собой	1	8
23	иначе говоря	1	8
24	не может	9	8
25	данном случае	3	8
26	в том	27	8
27	уже не	1	8
28	со стороны	3	8
29	и т.п	1	8
30	в рассказе	2	8
31	но в	5	7
32	том что	21	7
33	если бы	11	7
34	на протяжении	1	7
35	у него	3	7
36	и он	2	6
37	в самом	14	6
38	не в	8	6
39	в этой	5	6
40	в себе	5	6
41	тому же	1	6
42	об этом	3	6
43	не мог	1	6
44	к тому	8	6
45	и т.д	1	6
46	в его	4	6
47	как бы	19	6
48	один из	5	6
49	как раз	13	6
50	или в	6	6
51	жизни и	6	6
52	и на	3	5
53	той или	2	5
54	перед нами	2	5
55	так и	3	5
56	точки зрения	7	5
57	в своей	4	5
58	потому что	23	5
59	на другой	1	5
60	можно сказать	2	5
61	точка зрения	1	5
62	действующих лиц	7	5
63	столь же	1	5
64	то в	1	4
65	еще не	5	4
66	с его	2	4
67	но не	7	4
68	как в	3	4
69	все же	7	4
70	хотя и	1	4
71	из этих	3	4
72	в нем	7	4
73	из них	2	4
74	по себе	7	4
75	и тем	6	4
76	в одном	2	4
77	вплоть до	1	4
78	в то	2	4
79	одна из	3	4
80	того чтобы	20	4
81	никогда не	9	4
82	в сознании	1	4
83	что на	3	4
84	к себе	1	4
85	в ней	4	4
86	так в	3	4
87	что у	3	4
88	о том	10	4
89	внимание на	4	4
90	к нему	1	4
91	того что	8	4
92	для него	3	4
93	событие и	1	4
94	слова в	1	4
95	у нее	1	4
96	или иной	2	4
97	прежде всего	4	4
98	о чем	4	4
99	в речи	1	4
100	имеет место	3	4
101	речь идет	1	3
102	и то	9	3
103	самом деле	8	3
104	идет о	1	3
105	едва ли	2	3
106	мы имеем	8	3
107	мы не	3	3
108	но как	1	3
109	в центре	2	3
110	в своем	6	3
111	и как	7	3
112	в целом	5	3
113	в нашем	2	3
114	большей части	1	3
115	но именно	1	3
116	он не	3	3
117	для того	20	3
118	и с	2	3
119	в глазах	2	3
120	это не	3	3
121	в жизни	1	3
122	и ее	1	3
123	стало быть	1	3
124	их в	1	3
125	однако в	1	3
126	не менее	1	3
127	но они	1	3
128	в русской	1	3
129	как будто	6	3
130	этом отношении	3	3
131	у нас	4	3
132	и о	3	3
133	еще в	2	3
134	когда в	2	3
135	сводится к	5	3
136	о нем	1	3
137	его жизни	1	3
138	в конечном	1	3
139	между тем	1	3
140	что он	17	3
141	в состав	3	3
142	по отношению	2	3
143	могло бы	1	3
144	может служить	1	3
145	представляют собой	2	3
146	именно в	6	3
147	не было	1	3
148	как это	7	3
149	тому как	1	3
150	исходя из	2	3
151	в начале	1	3
152	но для	1	3
153	не является	2	3
154	в следующей	1	3
155	не существует	3	3
156	и все	4	3
157	жизни а	1	3
158	отношению к	1	3
159	героя в	3	3
160	что в	24	3
161	в сфере	1	2
162	именно эта	2	2
163	тем же	3	2
164	в зависимости	6	2
165	всех его	1	2
166	героя но	1	2
167	и для	6	2
168	в сущности	12	2
169	более не	1	2
170	зависимости от	7	2
171	между собой	2	2
172	в чем	1	2
173	события в	3	2
174	действующее лицо	2	2
175	как если	1	2
176	чем это	3	2
177	если в	1	2
178	отличие от	2	2
179	один и	1	2
180	в той	3	2
181	что касается	2	2
182	них как	1	2
183	та же	1	2
184	он идет	1	2
185	в известном	1	2
186	нам как	1	2
187	на две	1	2
188	на то	17	2
189	так сказать	1	2
190	слово это	1	2
191	о смерти	5	2
192	и вот	2	2
193	заключает в	4	2
194	одно и	3	2
195	человека в	3	2
196	я в	1	2
197	все равно	2	2
198	жизни но	1	2
199	и того	2	2
200	в этих	3	2
201	в отличие	2	2
202	сих пор	5	2
203	говорит с	1	2
204	двумя или	1	2
205	того кто	1	2
206	из нас	1	2
207	она не	1	2
208	не имеет	1	2
209	дело в	2	2
210	не могло	1	2
211	казалось бы	4	2
212	ничего не	2	2
213	этих двух	7	2
214	как она	4	2
215	и является	1	2
216	связи с	2	2
217	ни о	1	2
218	т.п и	1	2
219	ли не	2	2
220	же самое	5	2
221	состоят в	1	2
222	как мы	5	2
223	в театре	1	2
224	с ее	1	2
225	свою очередь	1	2
226	здесь не	1	2
227	другой стороны	5	2
228	в произведении	1	2
229	имеем дело	1	2
230	со словами	2	2
231	за пределами	1	2
232	никак не	6	2
233	до сих	5	2
234	с другой	9	2
235	это была	1	2
236	нас в	1	2
237	в форме	2	2
238	и только	3	2
239	же в	2	2
240	такова природа	1	2
241	чем он	1	2
242	с ними	1	2
243	дело с	5	2
244	который в	1	2
245	себя в	1	2
246	только на	4	2
247	до конца	2	2
248	его и	1	2
249	сами по	2	2
250	в конце	4	2
251	не о	1	2
252	мы можем	7	2
253	каждый из	1	2
254	и даже	2	2
255	в области	1	2
256	в результате	4	2
257	она в	1	2
258	как у	1	2
259	на ее	1	2
260	что не	1	2
261	героя и	7	2
262	и составляет	3	2
263	что мы	11	2
264	если не	1	2
265	вместе с	12	2
266	к его	1	2
267	по своему	1	2
268	да и	1	2
269	в первой	1	2
270	быть и	2	2
271	о его	1	2
272	и от	1	2
273	она может	1	2
274	которая в	1	2
275	хотя бы	3	2
276	только что	4	2
277	исключительно в	1	2
278	к ее	1	2
279	в романе	2	2
280	между ними	2	2
281	сказать что	9	2
282	в свою	3	2
283	все что	1	2
284	в таком	3	2
285	во всяком	1	2
286	бы перед	1	1
287	как все	2	1
288	и т	7	1
289	одним из	1	1
290	же как	2	1
291	в следующем	1	1
292	сам по	3	1
293	на самом	2	1
294	только потому	1	1
295	в стороне	1	1
296	это и	2	1
297	и есть	5	1
298	ему что	1	1
299	и до	2	1
300	он указывает	1	1
301	выражается в	1	1
302	за границей	1	1
303	по его	3	1
304	конструктивный принцип	2	1
305	мы уже	6	1
306	из всех	1	1
307	например в	1	1
308	полагает что	3	1
309	что между	2	1
310	от первой	1	1
311	говоря и	1	1
312	он как	2	1
313	в каждый	1	1
314	что иное	2	1
315	события так	1	1
316	из того	3	1
317	событий и	2	1
318	мы и	1	1
319	из которых	4	1
320	прибегает к	1	1
321	основное условие	1	1
322	он был	2	1
323	на втором	1	1
324	иное как	2	1
325	в последних	2	1
326	ответы на	1	1
327	как конструктивного	1	1
328	тем как	1	1
329	различия между	2	1
330	могло быть	1	1
331	и три	1	1
332	мы будем	1	1
333	а только	1	1
334	не то	1	1
335	которую она	1	1
336	не все	1	1
337	ответ на	5	1
338	отношение к	1	1
339	важное для	1	1
340	тут же	1	1
341	образ смерти	1	1
342	вызывает в	4	1
343	его на	2	1
344	что именно	5	1
345	с этим	2	1
346	в герои	1	1
347	что ее	1	1
348	еще и	1	1
349	когда он	5	1
350	целый ряд	3	1
351	и наконец	3	1
352	и к	4	1
353	в действительности	1	1
354	следующим образом	2	1
355	это их	1	1
356	в противоположность	2	1
357	что слово	1	1
358	за собой	1	1
359	шире и	1	1
360	еще на	1	1
361	действия и	4	1
362	в которой	3	1
363	в литературном	1	1
364	что это	8	1
365	ни один	2	1
366	тут и	1	1
367	во многих	1	1
368	ни одна	1	1
369	приводит к	2	1
370	и тот	1	1
371	что даже	2	1
372	не годится	1	1
373	как он	2	1
374	именно этим	1	1
375	что она	6	1
376	задний план	1	1
377	главным образом	1	1
378	т д	3	1
379	к герою	1	1
380	оно в	2	1
381	не как	3	1
382	в силу	3	1
383	в корне	1	1
384	нам только	3	1
385	евгения онегина	1	1
386	он прямо	1	1
387	на земле	1	1
388	друг с	3	1
389	его от	1	1
390	так например	3	1
391	в нее	2	1
392	именно это	4	1
393	таким образом	20	1
394	но все	2	1
395	этом последнем	1	1
396	в одну	1	1
397	могла бы	1	1
398	во внешнем	2	1
399	к полноте	1	1
400	значение в	1	1
401	том случае	1	1
402	той же	3	1
403	чего в	1	1
404	говорить не	1	1
405	первой главе	1	1
406	том именно	1	1
