N	3gram	Propp_Isto_6	FransuaR
1	до сих пор	4	4
2	в том числе	1	3
3	его связь с	1	3
4	а также и	1	3
5	не было ни	1	3
6	мы уже говорили	1	3
7	в других местах	1	3
8	жизнью и смертью	1	3
9	для того чтобы	1	3
10	по отношению к	2	2
11	но и в	2	2
12	том числе и	1	2
13	можно было бы	2	2
14	не может быть	3	2
15	в данном случае	3	2
16	о том что	4	2
17	можно сказать что	1	2
18	как и в	2	2
19	как мы видели	2	2
20	смысле этого слова	1	1
21	в другом месте	1	1
22	на том что	1	1
23	что иное как	1	1
24	при встрече с	1	1
25	том что в	2	1
26	так как в	1	1
27	и в особенности	1	1
28	подобно тому как	1	1
29	играют большую роль	1	1
30	о том как	3	1
31	в этом случае	6	1
32	на первый план	2	1
33	и не может	1	1
34	вместе с ними	1	1
35	для этой цели	1	1
36	и др с	1	1
37	что в нем	2	1
38	и с другой	1	1
39	приведем еще несколько	1	1
40	это может быть	1	1
41	не что иное	1	1
42	что между ними	1	1
43	в книге о	1	1
44	между ними нельзя	1	1
45	как он говорит	1	1
46	мире как о	1	1
47	в связи со	1	1
48	во всяком случае	2	1
49	с другой стороны	8	1
50	мы видели что	3	1
51	в свое время	1	1
52	по ту сторону	1	1
53	только то что	2	1
54	сих пор не	1	1
55	есть не что	1	1
56	между этими двумя	1	1
57	так например в	1	1
58	и вместе с	1	1
59	что в ней	1	1
60	после чего он	1	1
61	данном случае у	1	1
62	кроме того что	1	1
63	мы имеем в	4	1
64	как мы видим	1	1
65	таким образом и	2	1
66	с полным правом	1	1
67	и др в	1	1
68	но все же	2	1
69	в них не	1	1
70	в том что	5	1
71	также и с	1	1
72	что и в	2	1
