N	2gram	Vinokur_Vv_1	Myslijsy
1	потому что	14	49
2	и в	27	24
3	может быть	24	23
4	то что	17	20
5	и не	13	19
6	в том	31	18
7	а не	3	18
8	что в	11	16
9	не только	21	15
10	по себе	9	15
11	того же	3	14
12	при этом	3	13
13	не в	8	13
14	было бы	5	13
15	то же	8	12
16	но не	7	12
17	мы можем	2	12
18	не может	13	12
19	мы не	2	11
20	таким образом	19	11
21	вместе с	6	11
22	если бы	2	11
23	что и	3	11
24	что мы	2	11
25	только в	13	11
26	тогда как	2	10
27	как в	1	10
28	в себе	4	10
29	для него	1	10
30	тогда когда	3	10
31	так что	5	10
32	так как	13	10
33	независимо от	3	9
34	в нем	13	9
35	вовсе не	6	9
36	но и	5	9
37	как бы	5	9
38	точно так	2	9
39	и на	3	8
40	а только	8	8
41	в этом	34	8
42	том что	26	8
43	в одно	1	8
44	могут быть	4	8
45	а в	5	8
46	в чем	4	7
47	во всех	2	7
48	с этим	2	7
49	как и	5	7
50	всяком случае	3	7
51	того как	3	7
52	или же	3	7
53	не могут	5	7
54	прежде всего	8	7
55	тем что	6	7
56	того что	12	7
57	во всяком	3	7
58	и т	43	6
59	что если	2	6
60	и как	9	6
61	и того	2	6
62	одного и	2	6
63	тем не	8	6
64	в то	5	6
65	не имеет	4	6
66	связи с	3	6
67	есть только	2	6
68	свою очередь	1	6
69	между тем	8	6
70	в одном	4	6
71	заметить что	1	6
72	с другой	8	6
73	не было	1	6
74	в ряду	1	6
75	этого слова	2	6
76	не есть	4	6
77	в свою	1	6
78	только как	6	6
79	по поводу	1	6
80	а и	1	5
81	все же	8	5
82	уже в	5	5
83	на то	1	5
84	есть не	3	5
85	и уже	3	5
86	не от	1	5
87	не менее	8	5
88	по крайней	4	5
89	и наоборот	2	5
90	с ним	1	5
91	судя по	1	5
92	так и	1	5
93	по мере	4	5
94	о том	15	5
95	с другими	1	5
96	а потому	3	5
97	крайней мере	4	5
98	тот же	1	5
99	слова в	1	5
100	из них	3	5
101	от того	3	5
102	в них	4	5
103	для того	21	5
104	что не	5	5
105	или не	1	5
106	же в	1	5
107	в которой	1	5
108	а между	1	4
109	сам по	1	4
110	в самом	12	4
111	еще не	4	4
112	но в	10	4
113	уже не	5	4
114	из этих	5	4
115	только один	1	4
116	как он	6	4
117	так сказать	1	4
118	главным образом	1	4
119	одно целое	2	4
120	заключает в	1	4
121	то все	1	4
122	с тем	6	4
123	в котором	4	4
124	сих пор	5	4
125	они не	1	4
126	образом в	1	4
127	подобно тому	1	4
128	одна из	2	4
129	таким путем	1	4
130	должны быть	1	4
131	никогда не	3	4
132	к языку	1	4
133	и что	4	4
134	что он	4	4
135	с одной	4	4
136	до сих	5	4
137	если не	1	4
138	тому как	1	4
139	что оно	2	4
140	во время	1	4
141	себе не	1	4
142	вряд ли	2	3
143	например в	2	3
144	человека и	1	3
145	и то	5	3
146	на деле	1	3
147	той же	4	3
148	мы называем	2	3
149	есть нечто	1	3
150	то это	3	3
151	что его	1	3
152	в создании	2	3
153	только тогда	1	3
154	очевидно что	1	3
155	со стороны	12	3
156	которые не	1	3
157	помнить что	1	3
158	хотя и	3	3
159	что это	3	3
160	в целом	5	3
161	во многих	1	3
162	с чем	2	3
163	что она	3	3
164	т д	37	3
165	о которой	2	3
166	слова а	1	3
167	не как	3	3
168	отношений между	3	3
169	так например	6	3
170	них не	1	3
171	его в	6	3
172	это не	8	3
173	и тем	5	3
174	о которых	2	3
175	рядом с	2	3
176	и тогда	3	3
177	в эту	1	3
178	в этих	3	3
179	и при	2	3
180	но во	1	3
181	ни было	1	3
182	быть не	1	3
183	в ней	3	3
184	мысли в	1	3
185	которых мы	1	3
186	в каком	1	3
187	оно не	1	3
188	как не	1	3
189	языка и	12	3
190	не с	2	3
191	мог бы	2	3
192	том как	1	3
193	и вообще	3	3
194	на вопрос	6	3
195	в языке	1	3
196	как например	5	3
197	по времени	2	3
198	и у	1	3
199	одно из	5	3
200	т п	5	3
201	входят в	1	3
202	что на	1	3
203	только по	3	3
204	одной стороны	4	3
205	а от	1	3
206	в самой	1	3
207	мы говорим	2	3
208	смысле этого	8	3
209	слова и	1	3
210	но это	1	3
211	и для	4	3
212	и от	1	3
213	и все	1	3
214	или нет	1	3
215	только что	4	3
216	с ними	1	3
217	все что	1	3
218	как на	11	3
219	также что	1	2
220	самом деле	6	2
221	на самом	1	2
222	и есть	3	2
223	на две	1	2
224	отношения к	1	2
225	этот взгляд	1	2
226	человеческой природы	1	2
227	вопрос о	8	2
228	изменение в	1	2
229	только после	2	2
230	то мы	1	2
231	совсем не	3	2
232	не то	1	2
233	только потому	1	2
234	значение и	2	2
235	с которыми	1	2
236	по отношению	4	2
237	в общем	12	2
238	сама по	3	2
239	общего с	1	2
240	от нашего	1	2
241	или без	1	2
242	в действительности	1	2
243	отношения между	1	2
244	все эти	3	2
245	и тот	1	2
246	как оно	3	2
247	выражается в	1	2
248	время и	1	2
249	перестает быть	1	2
250	обширном смысле	1	2
251	состоит в	2	2
252	как увидим	2	2
253	но вместе	2	2
254	одной и	2	2
255	что ни	1	2
256	нужные для	1	2
257	смысле как	3	2
258	на этом	3	2
259	одно и	1	2
260	но все	3	2
261	такого же	2	2
262	в каждом	4	2
263	факт что	1	2
264	в другом	3	2
265	разница между	1	2
266	нам по	1	2
267	в жизни	1	2
268	этого не	2	2
269	ни с	2	2
270	мы знаем	1	2
271	должно быть	2	2
272	к мысли	1	2
273	что такое	10	2
274	не столько	2	2
275	как совокупность	2	2
276	от себя	3	2
277	на такие	1	2
278	и той	2	2
279	мы находим	1	2
280	но он	1	2
281	не должно	1	2
282	для нее	1	2
283	тому что	2	2
284	если и	1	2
285	своего появления	1	2
286	и его	5	2
287	что с	3	2
288	с теми	2	2
289	сказать что	5	2
290	самого начала	1	2
291	знать что	1	2
292	например что	2	2
293	того чтобы	21	2
294	вытекает из	1	2
295	невозможно но	2	2
296	же время	5	2
297	во всем	2	2
298	и чувства	1	2
299	у нас	2	2
300	к таким	1	2
301	превращается в	1	2
302	когда мы	2	2
303	и это	6	2
304	что все	1	2
305	степени силы	1	2
306	с каким	1	2
307	в собственном	2	2
308	в себя	1	2
309	с самого	1	2
310	что у	1	2
311	что может	3	2
312	видно из	1	2
313	после того	2	2
314	внимание на	4	2
315	это было	1	2
316	связь между	4	2
317	различие в	1	2
318	вообще и	3	2
319	слова для	1	2
320	если это	2	2
321	как вообще	1	2
322	этом смысле	11	2
323	один из	6	2
324	мы видим	1	2
325	в какой	4	2
326	есть в	1	2
327	а это	1	2
328	не дает	1	2
329	и других	3	2
330	нужно знать	2	2
331	но что	3	2
332	у него	1	2
333	само по	3	2
334	связано с	1	2
335	указание на	1	2
336	с известным	1	2
337	к которому	1	2
338	между ними	2	2
339	быть названо	4	2
340	не на	1	2
341	зависит от	3	2
342	которые нам	1	2
343	в связи	2	2
344	как именно	1	2
345	имея в	1	2
346	так же	3	2
347	сделать его	1	2
348	как это	5	2
349	его содержание	1	2
350	или по	1	2
351	она есть	5	2
352	сравнении с	1	2
353	все это	6	2
354	слова но	1	2
355	из себя	1	2
356	в его	10	2
357	или в	1	2
358	что нет	2	2
359	о котором	8	2
360	другого рода	2	2
361	а к	1	2
362	бы в	1	2
363	мы должны	1	2
364	хотя бы	5	2
365	что вообще	1	2
366	отношении к	2	2
367	нами не	2	2
368	нам не	1	2
369	но если	3	2
370	другой стороны	5	2
371	взгляда на	4	2
372	в сравнении	1	2
373	мысли но	1	2
374	даже и	3	2
375	к этому	3	2
376	можно назвать	1	2
377	которых не	3	1
378	я и	1	1
379	не иначе	2	1
380	как говорят	2	1
381	одним из	5	1
382	отношение к	3	1
383	чтобы не	1	1
384	языку и	1	1
385	и объясняется	1	1
386	связи между	4	1
387	но тогда	1	1
388	значении этого	1	1
389	тех же	1	1
390	к сказанному	1	1
391	мере в	4	1
392	языков но	1	1
393	и так	1	1
394	отношениями в	1	1
395	и до	2	1
396	должна быть	2	1
397	собственном смысле	2	1
398	видеть в	1	1
399	и за	1	1
400	в самое	1	1
401	которыми он	1	1
402	мы уже	1	1
403	смотреть на	4	1
404	его предметом	1	1
405	что между	1	1
406	уже более	1	1
407	не была	1	1
408	можно различить	1	1
409	которых теперь	1	1
410	которой как	1	1
411	из того	2	1
412	для нашей	1	1
413	так а	1	1
414	себе что	3	1
415	и совсем	1	1
416	в отличие	3	1
417	быть в	4	1
418	бы то	1	1
419	этим не	1	1
420	ними в	1	1
421	в ее	11	1
422	необходимых условий	1	1
423	понятно почему	1	1
424	могло быть	1	1
425	относительно поздно	1	1
426	но как	2	1
427	сверх этого	1	1
428	в сторону	1	1
429	одном и	1	1
430	ответ на	3	1
431	должны были	1	1
432	себе и	2	1
433	отличие от	3	1
434	стороны языка	2	1
435	и чем	1	1
436	в истории	9	1
437	самое понятие	1	1
438	в одной	1	1
439	что именно	2	1
440	с чисто	2	1
441	дает нам	1	1
442	на которое	1	1
443	стороны и	3	1
444	как к	1	1
445	однако не	4	1
446	применении к	6	1
447	и понимания	1	1
448	что по	1	1
449	ясно и	1	1
450	от этого	5	1
451	в этот	2	1
452	то в	1	1
453	сливается с	3	1
454	бы и	2	1
455	себе содержание	1	1
456	одном случае	1	1
457	что так	1	1
458	в известном	3	1
459	только на	3	1
460	что к	1	1
461	с их	5	1
462	остановиться на	1	1
463	человеке и	1	1
464	находящееся в	2	1
465	его и	1	1
466	имеем в	1	1
467	тому же	1	1
468	первой по	1	1
469	восстановить в	1	1
470	бы с	1	1
471	не следует	2	1
472	создании новых	1	1
473	на том	3	1
474	он должен	1	1
475	без чего	1	1
476	какие именно	1	1
477	не к	2	1
478	именно из	1	1
479	ко вторым	1	1
480	том чтобы	6	1
481	чтобы в	1	1
482	из него	1	1
483	хотя все	1	1
484	приходим к	3	1
485	его от	1	1
486	объяснить его	2	1
487	значительной степени	1	1
488	всех отношениях	1	1
489	том же	2	1
490	то ни	1	1
491	как они	1	1
492	им как	1	1
493	различие между	1	1
494	же касается	2	1
495	об этом	5	1
496	и с	2	1
497	случае словом	1	1
498	лишь в	1	1
499	входит в	2	1
500	отчет в	3	1
501	этих чувственных	1	1
502	он есть	1	1
503	известно что	1	1
504	возрастает по	1	1
505	из необходимых	1	1
506	между отдельными	1	1
507	как язык	1	1
