N	3gram	Vygotskiy__1	Literetu
1	то же время	2	7
2	в то же	2	7
3	в этом отношении	4	5
4	в отличие от	1	5
5	по отношению к	7	4
6	в данном случае	2	4
7	с одной стороны	8	4
8	о том что	6	4
9	в том что	15	4
10	в том числе	1	3
11	в соответствии с	1	3
12	с точки зрения	18	3
13	не может быть	5	3
14	то что я	1	2
15	состоит в том	1	2
16	в самом деле	2	2
17	то же самое	3	2
18	одной стороны и	1	2
19	но и в	1	2
20	из того что	5	2
21	том числе и	1	2
22	и в частности	2	2
23	в целом и	5	2
24	в том чтобы	3	2
25	не только в	1	2
26	с другой стороны	9	2
27	и вместе с	1	2
28	и тем самым	3	2
29	в одном из	2	2
30	той или иной	1	2
31	на то что	3	2
32	в другом месте	6	1
33	раз в том	1	1
34	в чистом виде	1	1
35	хотя и не	1	1
36	может быть выражено	1	1
37	нас в данном	1	1
38	на самом деле	1	1
39	вмешивается в ход	1	1
40	друг от друга	3	1
41	не вмешивается в	1	1
42	вместе с тем	5	1
43	вместе с ней	1	1
44	так как мы	1	1
45	в этой связи	1	1
46	в первую очередь	3	1
47	в себе и	1	1
48	то что в	1	1
49	именно в этом	2	1
50	и то что	1	1
51	ту или иную	1	1
52	как раз в	1	1
53	в значительной степени	2	1
54	которые могли бы	1	1
55	едва ли не	1	1
56	содержит в себе	1	1
57	если говорить о	1	1
58	в себе как	1	1
59	живой жизни от	1	1
60	и при этом	1	1
61	первую очередь на	1	1
62	аналогично тому как	1	1
63	в этих словах	1	1
64	автора и его	1	1
65	я не могу	2	1
66	в целом ряде	1	1
67	для того чтобы	15	1
68	даже по отношению	1	1
69	этой точки зрения	1	1
70	в ряду других	1	1
71	и вот в	1	1
72	в свою очередь	3	1
73	содержат в себе	1	1
74	не только не	1	1
75	в конечном счете	1	1
76	с этой точки	1	1
77	к тому что	3	1
78	в силу своей	1	1
79	сама по себе	1	1
80	тем не менее	1	1
81	того чтобы стать	1	1
