N	4gram	Bakhtin_Pr_5	KulturaY
1	в большей или меньшей	1	3
2	в то же время	10	3
3	большей или меньшей степени	1	3
4	и в самом деле	1	2
5	можно было бы привести	1	2
6	уже с самого начала	1	1
7	в том или ином	1	1
8	бы то ни было	3	1
9	до сих пор еще	1	1
10	том и в другом	1	1
11	в том и в	1	1
12	сих пор еще не	1	1
13	дело в том что	1	1
14	в то время как	1	1
15	может и не должен	1	1
16	не может и не	1	1
17	и в том и	1	1
18	все более и более	1	1
19	мы должны признать что	1	1
20	из уст в уста	1	1
21	что на самом деле	1	1
22	по себе и не	1	1
