N	3gram	Propp_Morf_1	Problemy
1	на самом деле	4	9
2	с самого начала	1	8
3	по отношению к	4	6
4	во всяком случае	2	4
5	друг с другом	1	4
6	бы то ни	3	3
7	одно и то	1	3
8	то ни было	2	3
9	в высшей степени	1	3
10	и то же	1	3
11	друг к другу	2	3
12	с другой стороны	4	3
13	не может быть	9	3
14	с точки зрения	2	2
15	друг на друга	2	2
16	подобно тому как	5	2
17	но все же	3	2
18	в большинстве случаев	3	2
19	в том что	3	2
20	мы увидим что	1	2
21	все более и	1	1
22	но кроме того	1	1
23	в форме диалога	1	1
24	с ними и	1	1
25	в чем же	1	1
26	потому что в	1	1
27	а вовсе не	1	1
28	и выдает себя	1	1
29	том что он	1	1
30	самого начала в	1	1
31	того или другого	1	1
32	как в начале	1	1
33	в этом случае	8	1
34	что же касается	1	1
35	до сих пор	1	1
36	и в других	1	1
37	есть они и	1	1
38	отношении друг к	1	1
39	не входит в	1	1
40	то что в	2	1
41	с другим что	1	1
42	во всей своей	1	1
43	выдает себя за	1	1
44	что он может	1	1
45	может быть и	2	1
46	к тому что	3	1
47	о том как	1	1
48	то время как	3	1
49	в том или	1	1
50	герой не может	1	1
51	в данном случае	1	1
52	и заставляет его	1	1
53	в которой есть	2	1
54	все же очень	1	1
55	так же не	1	1
56	но как бы	1	1
57	то что он	1	1
58	в то время	3	1
59	это еще не	1	1
60	из которых каждый	1	1
61	как и в	2	1
62	действующих лиц в	2	1
63	о том что	1	1
64	они и в	1	1
65	более и более	1	1
66	можно сказать что	1	1
67	или во всяком	1	1
68	бы они ни	1	1
69	они ни были	1	1
70	тем не менее	4	1
71	какого бы то	1	1
72	на друга что	1	1
73	для того чтобы	2	1
74	и как будто	1	1
75	что и в	1	1
76	тому что они	1	1
77	в этом отношении	1	1
