N	2gram	Voloshinov_1	Myshleni
1	и в	38	28
2	в том	2	28
3	то что	8	28
4	в этом	10	27
5	в развитии	1	24
6	того что	4	24
7	потому что	5	22
8	том что	3	19
9	не может	12	19
10	таким образом	7	18
11	что он	2	18
12	только в	6	18
13	в силу	1	17
14	что в	1	17
15	не только	27	16
16	по сравнению	1	15
17	так же	4	15
18	сравнению с	1	14
19	точки зрения	10	13
20	может быть	13	13
21	с помощью	6	13
22	сказать что	3	13
23	тому что	5	11
24	и не	14	11
25	что мы	11	11
26	как бы	28	11
27	но не	2	10
28	с точки	5	10
29	в отношении	2	10
30	того чтобы	7	10
31	к тому	4	10
32	как мы	9	10
33	так как	7	10
34	от того	3	10
35	но и	13	10
36	было бы	7	9
37	в процессе	6	9
38	мы можем	7	9
39	между собой	2	9
40	в самом	4	8
41	мы видели	5	8
42	тем самым	7	8
43	никогда не	7	8
44	тем что	2	8
45	для того	9	8
46	еще не	3	8
47	того же	1	7
48	то же	14	7
49	в сущности	1	7
50	отношение к	2	7
51	в своем	1	7
52	в которой	7	7
53	с самого	4	7
54	он не	2	7
55	в нем	4	7
56	самого начала	4	7
57	путь развития	1	7
58	можно было	4	7
59	если бы	4	7
60	мы видим	3	7
61	там где	1	7
62	вместе с	5	7
63	что оно	3	7
64	между ними	3	7
65	же как	1	6
66	мы не	9	6
67	в чем	1	6
68	и как	9	6
69	и к	4	6
70	как и	10	6
71	для него	3	6
72	тогда когда	1	6
73	когда мы	6	6
74	же самое	5	6
75	с развитием	2	6
76	так и	6	6
77	и что	1	6
78	можно сказать	4	6
79	его в	4	6
80	так что	1	6
81	как раз	1	6
82	развития в	2	6
83	в области	5	6
84	и развития	3	6
85	вообще не	1	6
86	в то	9	6
87	том же	1	5
88	в зависимости	5	5
89	вопрос о	2	5
90	зависимости от	5	5
91	и на	6	5
92	но в	5	5
93	то в	1	5
94	в этой	6	5
95	и тем	6	5
96	нашего исследования	2	5
97	с тем	8	5
98	значений слов	2	5
99	того как	1	5
100	в разных	3	5
101	не могут	1	5
102	языка и	4	5
103	это не	3	5
104	на развитие	1	5
105	иначе как	1	5
106	и все	4	5
107	по самой	1	5
108	речи и	6	5
109	не иначе	1	4
110	и развитие	1	4
111	например в	1	4
112	и то	3	4
113	переход от	1	4
114	той же	5	4
115	если я	1	4
116	мы имеем	2	4
117	я не	1	4
118	в каждой	1	4
119	возможность перехода	1	4
120	во всех	6	4
121	только тогда	2	4
122	относится к	2	4
123	в одной	1	4
124	в той	5	4
125	с этим	2	4
126	в мысли	1	4
127	целый ряд	3	4
128	показали что	1	4
129	в себе	9	4
130	в нашем	5	4
131	на то	1	4
132	в наших	1	4
133	своем развитии	1	4
134	на этом	1	4
135	и того	1	4
136	одного и	1	4
137	но если	1	4
138	он должен	3	4
139	не в	6	4
140	в сознании	3	4
141	что при	1	4
142	самой своей	1	4
143	ясно что	2	4
144	связь между	2	4
145	что и	3	4
146	именно в	1	4
147	между этими	1	4
148	в качестве	4	4
149	которые в	2	4
150	в состоянии	1	4
151	друг друга	2	4
152	но что	3	4
153	на этот	1	4
154	и следовательно	5	4
155	в частности	3	4
156	который мы	2	4
157	отношения к	3	3
158	это и	1	3
159	которые существуют	1	3
160	за собой	1	3
161	чего не	1	3
162	оба эти	1	3
163	иное отношение	1	3
164	с его	7	3
165	из этих	1	3
166	видели что	3	3
167	одном и	1	3
168	очевидно что	2	3
169	значение для	1	3
170	связи и	1	3
171	независимо от	5	3
172	как в	2	3
173	хотя и	3	3
174	от этого	1	3
175	представляет собой	2	3
176	и отношения	1	3
177	остановиться на	1	3
178	движение и	1	3
179	на его	5	3
180	связанные с	2	3
181	при этом	9	3
182	с ней	2	3
183	одной и	2	3
184	должен был	1	3
185	между отдельными	1	3
186	что такое	4	3
187	в их	1	3
188	и той	5	3
189	движение в	1	3
190	по себе	1	3
191	является как	1	3
192	каждого отдельного	1	3
193	в основе	2	3
194	только не	1	3
195	это мы	1	3
196	по своей	2	3
197	связи с	3	3
198	до того	3	3
199	этом отношении	2	3
200	совершается в	1	3
201	только то	1	3
202	в себя	1	3
203	но мы	2	3
204	те же	4	3
205	мог бы	1	3
206	по мере	1	3
207	и здесь	3	3
208	и т.д	21	3
209	до сих	1	3
210	в его	6	3
211	к установлению	1	3
212	значений в	1	3
213	слов и	7	3
214	все время	5	3
215	один из	4	3
216	этот вопрос	2	3
217	и его	7	3
218	есть в	1	3
219	в нашей	1	3
220	представить себе	3	3
221	нуждается в	2	3
222	связано с	2	3
223	зависит от	2	3
224	а не	6	3
225	же точно	1	3
226	но как	2	3
227	как это	5	3
228	и которое	1	3
229	сих пор	2	3
230	в целом	4	3
231	тем и	2	3
232	в другой	1	3
233	бы в	5	3
234	мы должны	10	3
235	не знает	3	3
236	это на	1	3
237	нашей мысли	1	3
238	что то	2	3
239	в своих	2	3
240	одним из	1	2
241	увидим ниже	1	2
242	и житейского	1	2
243	самом деле	4	2
244	он может	1	2
245	мы уже	10	2
246	с более	1	2
247	до крайности	1	2
248	что нам	1	2
249	принадлежит к	1	2
250	вся система	1	2
251	всего сказанного	1	2
252	себе что	1	2
253	слово не	4	2
254	которые он	1	2
255	к которой	1	2
256	себе и	2	2
257	мы обязаны	1	2
258	что именно	3	2
259	прежде всего	21	2
260	существуют между	1	2
261	не хватает	1	2
262	все же	7	2
263	является тем	1	2
264	когда он	1	2
265	и наконец	5	2
266	не являются	1	2
267	между двумя	2	2
268	как таковое	2	2
269	понятия о	1	2
270	все эти	2	2
271	если он	3	2
272	мысли и	1	2
273	ключ к	1	2
274	к одному	1	2
275	этого вопроса	1	2
276	с этой	1	2
277	от общего	1	2
278	этим самым	1	2
279	в другом	1	2
280	нам остается	1	2
281	с другими	2	2
282	во внимание	1	2
283	несмотря на	2	2
284	раз и	1	2
285	в этих	2	2
286	в своей	2	2
287	в котором	3	2
288	и том	1	2
289	мы называем	4	2
290	в которых	2	2
291	что я	1	2
292	точку зрения	3	2
293	но это	2	2
294	друг другу	2	2
295	речи в	1	2
296	необходимо чтобы	3	2
297	и вообще	2	2
298	что эта	1	2
299	не менее	1	2
300	она не	1	2
301	для каждого	2	2
302	исследования мы	1	2
303	правда мы	1	2
304	и оказывается	1	2
305	именно потому	1	2
306	у нас	4	2
307	языка в	2	2
308	к таким	1	2
309	перейти к	2	2
310	приходит к	1	2
311	всем этим	1	2
312	и от	7	2
313	как с	2	2
314	поэтому мы	1	2
315	этой стадии	1	2
316	не с	3	2
317	что у	3	2
318	о связи	1	2
319	еще в	1	2
320	для этого	1	2
321	с ним	2	2
322	на вопрос	1	2
323	мысли мы	1	2
324	в значительной	2	2
325	образом мы	1	2
326	языке и	1	2
327	ступенях развития	1	2
328	выражено только	1	2
329	представления о	1	2
330	от развития	1	2
331	с ними	1	2
332	дело с	1	2
333	и является	5	2
334	где они	1	2
335	из которого	1	2
336	для всех	2	2
337	первостепенное значение	1	2
338	само собой	4	2
339	если мы	4	2
340	только на	3	2
341	является не	1	2
342	не из	1	2
343	каким образом	1	2
344	речь в	1	2
345	за ним	1	2
346	в новом	1	2
347	на одном	1	2
348	из них	3	2
349	в одном	3	2
350	в конце	6	2
351	у него	1	2
352	были бы	4	2
353	ориентироваться на	1	2
354	с другой	1	2
355	к которому	1	2
356	во второй	3	2
357	которых мы	1	2
358	была бы	1	2
359	процесс их	1	2
360	в связи	2	2
361	в иной	1	2
362	к более	1	2
363	в меру	1	2
364	этого процесса	1	2
365	по своему	3	2
366	что всякое	3	2
367	для возникновения	1	2
368	этого слова	3	2
369	как только	4	2
370	этом случае	3	2
371	в любом	1	2
372	действительность в	1	2
373	все это	4	2
374	вне которой	2	2
375	форм и	1	2
376	эту точку	1	2
377	для нас	3	2
378	у них	2	2
379	именно поэтому	1	2
380	а в	5	2
381	другой стороны	1	2
382	мы начинаем	1	2
383	и другие	1	2
384	равным образом	1	1
385	из внешней	1	1
386	смысле слова	1	1
387	и своеобразным	1	1
388	если б	4	1
389	взгляд на	1	1
390	языка с	1	1
391	расширение круга	1	1
392	он произносит	1	1
393	самым не	1	1
394	не остается	1	1
395	речи во	2	1
396	другому человеку	1	1
397	мы имели	2	1
398	в определенный	1	1
399	нас на	1	1
400	и до	1	1
401	в конкретном	1	1
402	что эти	2	1
403	встречаются на	1	1
404	собственном смысле	1	1
405	своего высказывания	1	1
406	которое может	3	1
407	сливается с	1	1
408	есть не	2	1
409	первой и	1	1
410	для своего	1	1
411	и само	3	1
412	при анализе	1	1
413	в словесном	1	1
414	бы что	1	1
415	ситуации мы	1	1
416	ответить на	2	1
417	из главнейших	1	1
418	язык как	1	1
419	нам в	3	1
420	противоречащих друг	1	1
421	является необходимым	1	1
422	которой как	1	1
423	еще до	1	1
424	что иное	2	1
425	но даже	2	1
426	ему в	1	1
427	сам собой	1	1
428	и он	2	1
429	свою очередь	4	1
430	быть понято	2	1
431	и сами	1	1
432	не нужно	2	1
433	имеет первостепенное	1	1
434	это возможно	1	1
435	иное как	2	1
436	быть в	1	1
437	но этого	1	1
438	частной собственности	1	1
439	появляется и	1	1
440	речи так	1	1
441	итак мы	2	1
442	на самом	3	1
443	не то	1	1
444	классовая борьба	1	1
445	одного типа	1	1
446	ответ на	2	1
447	уже как	1	1
448	не просто	2	1
449	для следующих	1	1
450	нет и	3	1
451	за пределы	1	1
452	отнюдь не	10	1
453	главнейших предметов	1	1
454	стороны развитие	1	1
455	речи именно	1	1
456	словами на	1	1
457	как к	1	1
458	перед нами	3	1
459	кроме того	2	1
460	и понимания	1	1
461	связанный с	2	1
462	тем же	3	1
463	все возможные	1	1
464	помощью которого	1	1
465	не можем	1	1
466	точкой зрения	5	1
467	что это	4	1
468	мы сразу	1	1
469	он в	1	1
470	речи но	2	1
471	с их	1	1
472	развития мы	1	1
473	другом случае	1	1
474	только один	1	1
475	предметов и	1	1
476	как он	1	1
477	его исследования	1	1
478	он ни	1	1
479	эту задачу	1	1
480	не значит	1	1
481	нее и	1	1
482	два противоречащих	1	1
483	не как	1	1
484	стоять в	1	1
485	широком смысле	1	1
486	характер в	1	1
487	но вместе	1	1
488	прежде чем	2	1
489	одному и	1	1
490	или иных	3	1
491	т.е от	2	1
492	одно и	4	1
493	но все	4	1
494	факт что	1	1
495	два независимых	1	1
496	об этом	3	1
497	всех указанных	1	1
498	связанных с	3	1
499	и с	5	1
500	сложившихся и	1	1
501	в ход	1	1
502	на все	1	1
503	или даже	2	1
504	знает что	1	1
505	речью и	1	1
506	т.е если	1	1
507	может стать	2	1
508	т.д то	1	1
509	но то	1	1
510	ведь в	3	1
511	ни в	1	1
512	но уже	1	1
513	что представляет	1	1
514	все равно	1	1
515	присутствуем при	1	1
516	которой он	1	1
517	являются как	1	1
518	не смогли	2	1
519	раз что	1	1
520	движется в	1	1
521	протекает в	1	1
522	или иными	1	1
523	и тогда	2	1
524	т.д и	5	1
525	всех этих	1	1
526	вопроса об	1	1
527	мы попытаемся	1	1
528	мы как	2	1
529	и при	2	1
530	в гораздо	1	1
531	таким же	1	1
532	ведь когда	1	1
533	заключать в	1	1
534	мы приходим	1	1
535	теми или	1	1
536	и без	4	1
537	на каждом	1	1
538	большей степени	1	1
539	оказывается что	1	1
540	не путем	1	1
541	приблизительно так	1	1
542	других как	1	1
543	совершенно иначе	2	1
544	однако не	1	1
545	тем не	1	1
546	их умственного	1	1
547	их в	3	1
548	том и	1	1
549	не должно	2	1
550	т.е на	1	1
551	мы встречаемся	1	1
552	заставляет его	1	1
553	различные отношения	1	1
554	вопрос если	1	1
555	содержит в	1	1
556	на один	1	1
557	но они	1	1
558	как можно	1	1
559	с теми	1	1
560	и перейти	1	1
561	имеет и	1	1
