N	2gram	Vinokur_St_3	Myslijsy
1	то есть	2	34
2	потому что	5	33
3	то что	12	29
4	может быть	19	26
5	таким образом	10	24
6	в этом	24	23
7	в том	20	23
8	и в	25	23
9	и не	10	18
10	что в	19	17
11	в языке	8	16
12	только в	6	15
13	то же	5	14
14	как и	4	14
15	того что	5	14
16	так как	3	14
17	для нас	1	14
18	если бы	4	13
19	не было	4	12
20	а не	5	12
21	том что	15	12
22	что я	3	11
23	не в	6	11
24	по себе	1	11
25	но и	9	11
26	не может	7	11
27	не только	12	10
28	тем что	19	10
29	что мы	3	10
30	между тем	6	9
31	мы не	2	8
32	то это	1	8
33	в своем	1	8
34	но в	5	8
35	было бы	7	8
36	тогда когда	2	8
37	о том	8	8
38	сказать что	4	8
39	и т	8	7
40	поэзии и	1	7
41	очевидно что	1	7
42	как в	6	7
43	с этим	7	7
44	что это	16	7
45	на то	5	7
46	в нем	1	7
47	что такое	7	7
48	это не	7	7
49	по мере	1	7
50	и что	3	7
51	что и	1	7
52	вовсе не	2	7
53	с тем	4	7
54	могут быть	2	7
55	этого слова	2	7
56	что если	2	6
57	независимо от	5	6
58	и к	4	6
59	в которой	4	6
60	известно что	2	6
61	того как	1	6
62	когда мы	1	6
63	так и	5	6
64	что не	2	6
65	заметить что	2	6
66	для того	2	6
67	вместе с	2	6
68	тем и	1	6
69	и то	1	5
70	говорить о	3	5
71	как бы	6	5
72	так сказать	2	5
73	должно быть	1	5
74	по крайней	4	5
75	не менее	2	5
76	с ним	1	5
77	не имеет	2	5
78	образом в	1	5
79	внимание на	2	5
80	находится в	1	5
81	к нему	4	5
82	крайней мере	4	5
83	так что	11	5
84	есть в	2	5
85	не можем	1	5
86	уже в	3	5
87	только тогда	2	5
88	в его	12	5
89	для него	3	5
90	не из	1	5
91	что же	1	5
92	все это	8	5
93	тем более	3	5
94	а в	6	5
95	во всяком	4	5
96	сам по	1	4
97	есть не	1	4
98	и о	1	4
99	в истории	1	4
100	что как	1	4
101	думать что	1	4
102	что все	3	4
103	и с	4	4
104	его в	1	4
105	и тем	4	4
106	мы имеем	5	4
107	между собою	2	4
108	точки зрения	7	4
109	в котором	5	4
110	сих пор	2	4
111	тем не	2	4
112	т п	6	4
113	и более	3	4
114	в то	7	4
115	на котором	2	4
116	того чтобы	1	4
117	это слово	3	4
118	со своим	1	4
119	в каком	4	4
120	же самое	1	4
121	и может	2	4
122	каждый раз	2	4
123	на вопрос	3	4
124	можно сказать	4	4
125	и значением	1	4
126	что он	19	4
127	хотя бы	1	4
128	то и	2	4
129	в одном	1	4
130	от того	2	4
131	до сих	2	4
132	а именно	1	4
133	но есть	2	4
134	так же	1	4
135	в данном	1	4
136	в той	1	4
137	и все	1	4
138	слово в	2	4
