N	2gram	Losev_Vesc_1	Dialekti
1	не есть	49	47
2	и не	29	30
3	т е	55	30
4	это –	25	23
5	может быть	16	20
6	не только	36	19
7	и в	21	19
8	по себе	13	18
9	и т	19	17
10	а не	19	16
11	в себе	14	15
12	т д	19	15
13	что она	15	14
14	потому что	16	14
15	то что	27	14
16	в том	8	14
17	так как	7	14
18	и даже	6	14
19	как бы	12	14
20	вовсе не	10	13
21	то же	6	12
22	точки зрения	5	12
23	не просто	19	12
24	но и	18	12
25	значит что	24	12
26	и все	5	12
27	есть всегда	4	11
28	и как	8	10
29	что это	13	10
30	в нем	2	10
31	ни в	1	10
32	как и	8	10
33	том что	8	10
34	стало быть	1	10
35	сказать что	17	10
36	так и	3	10
37	это не	5	10
38	по крайней	4	9
39	никогда не	2	9
40	времени и	1	9
41	крайней мере	4	9
42	же и	1	9
43	не может	17	9
44	– не	9	9
45	она есть	8	9
46	мы уже	3	8
47	она –	2	8
48	в этом	4	8
49	в своей	5	8
50	с точки	3	8
51	не в	5	8
52	есть нечто	6	8
53	личности в	1	8
54	она не	4	8
55	прежде всего	9	8
56	– в	5	8
57	это есть	7	8
58	это значит	24	8
59	и то	10	7
60	есть не	14	7
61	время как	1	7
62	сама по	3	7
63	так что	5	7
64	и к	1	7
65	тут –	6	7
66	должно быть	6	7
67	как это	2	7
68	и притом	3	7
69	только тогда	3	7
70	но что	2	7
71	как будто	1	7
72	совершенно не	5	7
73	но это	10	7
74	что в	9	7
75	чтобы не	1	6
76	я не	4	6
77	но не	5	6
78	что они	6	6
79	отнюдь не	5	6
80	тогда когда	5	6
81	в то	3	6
82	что он	1	6
83	есть ни	3	6
84	конечно не	1	6
85	не потому	6	6
86	что не	5	6
87	– это	1	6
88	того что	8	6
89	да и	3	6
90	и может	2	6
91	он –	1	6
92	личности и	1	6
93	есть и	4	6
94	жизни и	2	6
95	и потому	5	5
96	и это	14	5
97	но –	2	5
98	должна быть	4	5
99	говорить о	6	5
100	есть ли	6	5
101	и стало	1	5
102	в силу	3	5
103	все равно	2	5
104	жизнь и	1	5
105	иной раз	1	5
106	и его	2	5
107	и с	8	5
108	в виду	2	5
109	сознания и	1	5
110	о том	6	5
111	и что	15	5
112	можно сказать	6	5
113	не мешает	4	5
114	не то	4	5
115	что и	3	5
116	тела и	1	5
117	с другой	6	5
118	не обязательно	1	5
119	а именно	1	5
120	и пр	6	5
121	и следовательно	7	5
122	в одно	1	5
123	в смысле	12	5
124	как раз	9	5
125	только что	2	5
126	в самом	9	5
127	только в	14	5
128	и есть	26	4
129	еще не	8	4
130	быть в	1	4
131	самом деле	4	4
132	тут же	2	4
133	независимо от	5	4
134	же –	2	4
135	в своем	6	4
136	все же	4	4
137	в каком-то	2	4
138	нет никакой	2	4
139	только то	2	4
140	та же	1	4
141	и если	2	4
142	при этом	1	4
143	же это	4	4
144	и вот	2	4
145	содержит в	4	4
146	что тут	6	4
147	и по	1	4
148	одно и	5	4
149	таким образом	8	4
150	заключается в	1	4
151	а потом	2	4
152	не больше	1	4
153	нисколько не	4	4
154	вещи в	9	4
155	в одном	2	4
156	но он	2	4
157	все это	5	4
158	с ним	8	4
159	по своей	2	4
160	есть только	7	4
161	это конечно	1	4
162	что оно	8	4
163	той или	2	4
164	без всякого	4	4
165	в ее	7	4
166	то или	2	4
167	и когда	4	4
168	ясно что	8	4
169	в другом	2	4
170	может не	2	4
171	к нему	1	4
172	и только	3	4
173	есть сама	3	4
174	как нечто	2	4
175	без этого	2	4
176	уже в	1	4
177	ни с	6	4
178	одно из	1	4
179	то время	1	4
180	от того	3	4
181	в меру	1	4
182	могут быть	1	4
183	том смысле	1	4
184	быть и	1	4
185	и –	10	4
186	хотя бы	6	4
187	а в	4	4
188	другой стороны	2	4
189	же как	1	3
190	сам по	3	3
191	это и	6	3
192	как мы	4	3
193	что если	1	3
194	и тут	3	3
195	вопрос о	1	3
196	и бытия	2	3
197	что иное	7	3
198	оно есть	9	3
199	думаю что	1	3
200	иное как	7	3
201	в чем	6	3
202	а только	3	3
203	себе и	1	3
204	есть просто	5	3
205	в этой	3	3
206	она сама	5	3
207	с этим	3	3
208	кроме того	4	3
209	и где	1	3
210	что всякая	1	3
211	от этого	2	3
212	себе как	2	3
213	эти вопросы	1	3
214	но без	1	3
215	больше как	1	3
216	всех этих	1	3
217	не значит	7	3
218	может существовать	1	3
219	же не	1	3
220	об этом	3	3
221	его в	2	3
222	это было	1	3
223	и мы	1	3
224	было бы	14	3
225	в один	1	3
226	мы имеем	7	3
227	и уже	1	3
228	между собою	6	3
229	форма и	1	3
230	и тогда	1	3
231	в этих	1	3
232	тут собственно	1	3
233	что такое	12	3
234	но тут	2	3
235	сами по	3	3
236	и более	1	3
237	вещей и	4	3
238	можно ли	7	3
239	не менее	3	3
240	– мы	2	3
241	ничего не	3	3
242	в разных	4	3
243	или как	2	3
244	как только	4	3
245	должны быть	4	3
246	тут не	5	3
247	но только	3	3
248	то как	2	3
249	вещи и	20	3
250	– совершенно	3	3
251	общения с	23	3
252	– и	2	3
253	это только	1	3
254	религия всегда	1	3
255	уже не	9	3
256	нуждается в	1	3
257	все время	1	3
258	тех пор	1	3
259	как вещи	3	3
260	же мы	1	3
261	будто бы	1	3
262	с нею	18	3
263	у меня	3	3
264	из них	4	3
265	мы находим	2	3
266	есть выражение	1	3
267	бы это	1	3
268	но потому	1	3
269	о котором	1	3
270	как же	3	3
271	и их	7	3
