N	2gram	Vinokur_St_2	Problemy
1	и в	29	43
2	и не	9	29
3	т е	10	26
4	может быть	2	23
5	как бы	5	22
6	не может	2	18
7	в пределах	1	16
8	как и	2	14
9	но и	19	14
10	и т	9	13
11	в этом	21	13
12	точки зрения	5	13
13	что он	13	13
14	в нем	4	12
15	в одном	6	12
16	не только	19	11
17	в каждом	1	11
18	не в	4	11
19	по себе	3	11
20	и на	6	10
21	но в	8	10
22	как мы	1	10
23	в его	13	10
24	прежде всего	5	10
25	в сущности	1	9
26	еще не	1	9
27	он не	9	9
28	никогда не	3	9
29	т п	3	9
30	то же	2	8
31	для него	4	8
32	с точки	2	8
33	и его	6	8
34	с самим	1	8
35	или в	1	8
36	в самом	7	7
37	в то	2	7
38	слова с	1	7
39	и сам	2	7
40	в другом	4	7
41	до сих	6	7
42	а не	5	7
43	о себе	1	7
44	что же	1	7
45	сих пор	5	7
46	то что	11	7
47	при этом	2	6
48	к одному	1	6
49	не как	1	6
50	в этих	3	6
51	что я	2	6
52	здесь не	1	6
53	в том	27	6
54	в котором	7	6
55	у него	1	6
56	и все	1	6
57	сам по	1	5
58	самом деле	3	5
59	к другому	1	5
60	и он	3	5
61	но не	3	5
62	по отношению	1	5
63	слова на	1	5
64	хотя и	4	5
65	в себе	2	5
66	все эти	2	5
67	на то	2	5
68	да и	1	5
69	таким образом	10	5
70	и с	4	5
71	было бы	5	5
72	это слово	3	5
73	у меня	3	5
74	в речи	4	5
75	о том	17	5
76	никак не	2	5
77	и что	6	5
78	же время	1	5
79	так что	3	5
80	вовсе не	6	5
81	в той	5	5
82	все это	11	5
83	а что	1	5
84	бы в	1	5
85	а в	1	5
86	отношению к	1	5
87	и до	1	4
88	а как	4	4
89	мы не	1	4
90	я не	7	4
91	с его	2	4
92	себе и	1	4
93	отличие от	2	4
94	там где	2	4
95	вот как	1	4
96	в своем	9	4
97	т д	6	4
98	в них	2	4
99	во время	2	4
100	в своей	7	4
101	в отличие	2	4
102	но он	3	4
103	том же	2	4
104	как его	1	4
105	к тому	10	4
106	и это	2	4
107	с собой	1	4
108	этот вопрос	2	4
109	только в	2	4
110	в стиле	1	4
111	ни одного	3	4
112	так как	2	4
113	как раз	8	4
114	с другой	4	4
115	при чем	1	4
116	на этот	2	4
117	до конца	3	4
118	не на	2	4
119	не могут	1	4
120	но это	3	4
121	в результате	2	4
122	между ними	1	4
123	совершенно не	2	4
124	что в	19	4
125	но эти	1	4
126	также и	2	3
127	в приведенном	1	3
128	в конкретном	1	3
129	той же	1	3
130	в виду	7	3
131	здесь нет	1	3
132	он был	2	3
133	он сам	1	3
134	за пределы	1	3
135	в одной	2	3
136	кроме того	4	3
137	когда он	1	3
138	и к	4	3
139	более или	2	3
140	только на	1	3
141	тому же	3	3
142	кажется что	3	3
143	а за	1	3
144	такой же	1	3
145	или менее	2	3
146	и их	1	3
147	в их	3	3
148	даже в	2	3
149	в отношении	2	3
150	она не	1	3
151	на два	1	3
152	на него	1	3
153	ничего не	4	3
154	не менее	3	3
155	он с	1	3
156	можно было	1	3
157	так и	9	3
158	не за	1	3
159	со всею	1	3
160	даны в	2	3
161	если бы	2	3
162	и даже	3	3
163	говорят что	2	3
164	и здесь	3	3
165	между тем	5	3
166	что и	2	3
167	наконец в	3	3
168	его в	2	3
169	тот же	1	3
170	тем что	3	3
171	к самому	1	3
172	не укладывается	1	3
173	о своей	2	3
174	по своим	1	3
175	себя и	1	3
176	он и	1	3
177	ни на	1	3
178	по существу	2	3
179	но для	1	3
180	все же	6	3
181	и для	1	3
182	в эту	3	3
183	это ничего	1	3
184	в романе	4	3
185	другой стороны	3	3
186	того же	2	3
187	в последнем	1	3
188	героя в	1	3
189	а между	1	2
190	ту же	1	2
191	тем же	2	2
192	из его	2	2
193	на материале	1	2
194	и о	4	2
195	вопрос о	6	2
196	на себя	3	2
197	бы ни	2	2
198	мы и	1	2
199	в каждой	1	2
200	и сами	1	2
201	друг к	1	2
202	в голове	1	2
203	в сторону	1	2
204	отношение к	1	2
205	как в	3	2
206	с этим	3	2
207	как нам	1	2
208	целый ряд	1	2
209	и как	2	2
210	в первом	1	2
211	что это	3	2
212	из этих	1	2
213	с их	1	2
214	им в	1	2
215	как он	2	2
216	и еще	1	2
217	на том	1	2
218	одно и	1	2
219	но все	7	2
220	а затем	2	2
221	конечно в	2	2
222	об этом	6	2
223	из них	3	2
224	к другу	1	2
225	на почве	2	2
226	известно что	1	2
227	лишь на	1	2
228	ни в	3	2
229	двух реплик	1	2
230	для чего	1	2
231	не место	1	2
232	в тоне	1	2
233	том что	27	2
234	которую он	2	2
235	что такое	2	2
236	два слова	2	2
237	значение для	1	2
238	что было	2	2
239	что этот	2	2
240	и то	1	2
241	и очень	1	2
242	иной раз	1	2
243	дело в	4	2
244	того как	7	2
245	одна из	1	2
246	в процессе	2	2
247	и всегда	2	2
248	и без	1	2
249	тем не	2	2
250	для осуществления	1	2
251	из истории	1	2
252	что на	3	2
253	у нас	3	2
254	главный мотив	1	2
255	его служить	1	2
256	отличается от	1	2
257	должны быть	1	2
258	в письме	5	2
259	но к	1	2
260	в конце	2	2
261	не могу	1	2
262	без всякого	1	2
263	настоящее время	1	2
264	особенно в	2	2
265	то время	1	2
266	что у	4	2
267	в образе	3	2
268	времени и	4	2
269	форме в	1	2
270	не был	3	2
271	со словами	1	2
272	от них	1	2
273	в форме	1	2
274	того что	5	2
275	этом смысле	1	2
276	конечно не	1	2
277	уже в	1	2
278	то и	1	2
279	в поэзии	1	2
280	а то	1	2
281	речь в	1	2
282	ведь это	1	2
283	может служить	1	2
284	мы можем	1	2
285	на меня	2	2
286	и речь	1	2
287	именно как	1	2
288	и кто	1	2
289	а с	3	2
290	и др	2	2
291	и пр	8	2
292	в руках	1	2
293	в творчестве	1	2
294	так же	3	2
295	по своему	2	2
296	если оно	1	2
297	этого самосознания	1	2
298	слов в	1	2
299	для понимания	1	2
300	человек с	1	2
301	например в	3	2
302	чтобы сделать	2	2
303	никому в	1	2
304	письме к	8	2
305	служить своим	1	2
306	и среди	1	2
307	в настоящее	1	2
308	для нас	1	2
309	бы он	1	2
310	еще более	4	2
311	конце концов	1	2
312	хотя бы	3	2
313	укладывается в	1	2
314	ни было	2	2
315	очень хорошо	2	2
316	отношении к	3	2
317	с теми	1	2
318	с ними	1	2
319	сказать что	2	2
320	была бы	5	2
321	их с	1	2
322	но этот	1	2
323	ее в	2	2
324	как слово	1	2
325	в своих	1	2
326	уже после	2	2
327	каждое слово	1	2
328	который не	1	2
329	значение в	1	2
330	в таком	1	2
331	во всяком	3	2
332	смысле слова	1	1
333	кроме одного	1	1
334	если б	4	1
335	от вас	1	1
336	не признать	1	1
337	на самом	3	1
338	это и	1	1
339	в чисто	2	1
340	с выражением	1	1
341	чтобы эта	1	1
342	одним из	6	1
343	их и	1	1
344	бы уже	1	1
345	нуждаются в	1	1
346	же как	3	1
347	конкретном и	1	1
348	есть нечто	1	1
349	и тем	1	1
350	на тему	1	1
351	вместо того	1	1
352	конечно и	2	1
353	к брату	1	1
354	требуют совершенно	1	1
355	литературы и	1	1
356	романтизма не	1	1
357	на них	1	1
358	бы то	2	1
359	этой почве	1	1
360	это имеет	1	1
361	но как	1	1
362	точка зрения	1	1
363	повторение слов	1	1
364	перед глазами	1	1
365	в общем	3	1
366	на речь	1	1
367	нет и	2	1
368	из важнейших	1	1
369	и речи	2	1
370	его романа	1	1
371	к сожалению	2	1
372	идет о	3	1
373	под его	1	1
374	одном из	3	1
375	этом его	1	1
376	что как	1	1
377	и положений	2	1
378	что этим	1	1
379	стиля и	1	1
380	о самом	1	1
381	чего же	1	1
382	роман а	1	1
383	точкой зрения	1	1
384	так или	1	1
385	в ответ	1	1
386	в этой	2	1
387	важна не	1	1
388	будто и	1	1
389	иначе и	1	1
390	все они	1	1
391	и если	1	1
392	вообще не	3	1
393	что она	1	1
394	одному из	1	1
395	из этой	2	1
396	формы но	1	1
397	эта последняя	1	1
398	свою собственную	1	1
399	не к	2	1
400	полемики с	2	1
401	говорите что	1	1
402	у пушкина	12	1
403	и по	3	1
404	на этом	1	1
405	значительной степени	2	1
406	не следует	1	1
407	то ни	2	1
408	что все	1	1
409	совершенно пассивно	1	1
410	и характер	1	1
411	они должны	1	1
412	иных положительных	1	1
413	об этой	1	1
414	связанных с	1	1
415	с другими	1	1
416	форму и	1	1
417	должен был	4	1
418	из нее	3	1
419	нет в	1	1
420	это положение	1	1
421	в прямом	1	1
422	к которым	1	1
423	в ее	2	1
424	и уже	1	1
425	несмотря на	2	1
426	нигде не	2	1
427	о чем	5	1
428	произведении но	1	1
429	не мог	3	1
430	в еще	1	1
431	в г	7	1
432	во второй	1	1
433	от своего	1	1
434	собеседника в	1	1
435	в книге	1	1
436	что вся	1	1
437	что до	1	1
438	в последней	1	1
439	от его	2	1
440	самый диалог	1	1
441	и эти	1	1
442	с величайшим	1	1
443	чем самый	1	1
444	что есть	1	1
445	весь в	1	1
446	своего социального	1	1
447	нею и	1	1
448	власть в	1	1
449	при всех	1	1
450	не раз	2	1
451	но они	2	1
452	в таких	1	1
453	что с	2	1
454	виду что	1	1
