N	2gram	Medvedev_F_1	DiskursI
1	в себе	3	19
2	при этом	5	17
3	в этом	15	16
4	как и	11	16
5	состоит в	1	16
6	и в	24	16
7	может быть	14	16
8	и не	20	15
9	а не	10	14
10	отличие от	1	12
11	в отличие	1	12
12	в частности	4	12
13	тогда как	1	11
14	но в	5	11
15	в мире	4	11
16	но и	7	11
17	со стороны	5	10
18	не только	7	10
19	том что	1	10
20	своего рода	1	10
21	так и	18	9
22	не может	16	9
23	как в	8	8
24	в том	6	8
25	а также	1	8
26	но не	3	7
27	в данном	1	7
28	в нем	14	7
29	ни в	2	7
30	не менее	11	7
31	прежде всего	22	7
32	то же	10	6
33	еще не	6	6
34	с его	4	6
35	данном случае	1	6
36	себя в	1	6
37	отнюдь не	6	6
38	все же	3	6
39	в своей	11	6
40	тем самым	3	6
41	по своей	1	6
42	в своих	2	6
43	и на	8	5
44	в противовес	2	5
45	в своем	11	5
46	в то	9	5
47	с другой	5	5
48	же время	8	5
49	что в	4	5
50	для него	3	5
51	то что	8	5
52	данного жанра	1	5
53	а с	1	5
54	ни к	1	5
55	по отношению	4	4
56	в этой	6	4
57	роль в	1	4
58	в основе	3	4
59	потому что	1	4
60	этом отношении	1	4
61	в пределах	6	4
62	одного из	1	4
63	с одной	4	4
64	в одном	2	4
65	не сводится	2	4
66	одной стороны	4	4
67	художественного целого	2	4
68	как бы	6	4
69	не является	1	4
70	мира и	1	4
71	точки зрения	16	4
72	к его	1	4
73	к этому	1	4
74	отношению к	4	4
75	также и	1	3
76	например в	1	3
77	чего не	1	3
78	в строгом	2	3
79	и ее	10	3
80	в становлении	1	3
81	проявляется в	1	3
82	перед нами	1	3
83	и как	3	3
84	и наконец	3	3
85	все эти	6	3
86	из этих	1	3
87	он не	3	3
88	внутренней речи	1	3
89	из виду	2	3
90	не следует	1	3
91	подход к	2	3
92	и может	4	3
93	в другом	1	3
94	его в	3	3
95	это не	2	3
96	жизни но	2	3
97	в этих	1	3
98	в котором	1	3
99	не столько	1	3
100	не в	8	3
101	в русской	1	3
102	мире и	1	3
103	могут быть	1	3
104	приводит к	2	3
105	еще в	2	3
106	мире в	1	3
107	в его	23	3
108	только в	2	3
109	и его	10	3
110	уже не	2	3
111	из них	1	3
112	в них	3	3
113	или иной	1	3
114	здесь в	2	3
115	не было	3	3
116	не знает	1	3
117	мира в	2	3
118	было в	1	3
119	в контексте	1	3
120	можно сказать	1	3
121	но это	3	3
122	и все	6	3
123	жизни в	2	3
124	становления и	3	3
125	жизни а	1	3
126	жизни и	7	3
127	как на	4	3
128	же как	2	2
129	и это	2	2
130	идет о	2	2
131	по преимуществу	1	2
132	той же	1	2
133	место в	7	2
134	говорить о	1	2
135	жизни как	1	2
136	в ней	10	2
137	к своему	1	2
138	время в	3	2
139	к которой	1	2
140	уже как	2	2
141	отношение к	3	2
142	из важнейших	2	2
143	стороны и	4	2
144	что как	1	2
145	в целом	6	2
146	должна быть	7	2
147	этого жанра	1	2
148	и с	8	2
149	входит в	6	2
150	на почве	13	2
151	но уже	1	2
152	должно быть	11	2
153	такой же	1	2
154	все это	9	2
155	с точки	13	2
156	в обоих	1	2
157	непосредственно и	1	2
158	никогда не	4	2
159	жизни не	2	2
160	сводится к	3	2
161	что на	1	2
162	в области	3	2
163	указать на	2	2
164	с их	1	2
165	с ее	7	2
166	ни одно	1	2
167	здесь не	3	2
168	не с	2	2
169	в результате	2	2
170	но здесь	1	2
171	произведения как	2	2
172	между тем	2	2
173	в языке	1	2
174	что и	2	2
175	и всякое	3	2
176	романа и	1	2
177	в большинстве	3	2
178	не о	3	2
179	общения и	2	2
180	не подлежит	1	2
181	именно в	8	2
182	далеко не	1	2
183	а сам	1	2
184	не на	2	2
185	воззрения на	1	2
186	вместе с	2	2
187	художественное целое	1	2
188	в той	1	2
189	или иного	3	2
190	что же	1	2
191	в ряду	2	2
192	в формах	4	2
193	и для	1	2
194	по природе	1	2
195	на языке	2	2
196	а в	6	2
197	может и	2	2
198	с ней	1	2
199	исторической поэтики	3	2
200	другой стороны	1	2
201	что он	3	2
202	значение не	1	2
203	и состоит	1	2
204	это в	1	2
205	себя как	1	1
206	и развитие	2	1
207	для этих	1	1
208	является для	2	1
209	чтобы не	2	1
210	художественного произведения	23	1
211	а между	1	1
212	самом деле	6	1
213	сил и	1	1
214	тех же	2	1
215	это и	3	1
216	изображения и	3	1
217	и есть	1	1
218	в первом	1	1
219	можно говорить	1	1
220	в году	2	1
221	на материале	1	1
222	и само	1	1
223	мы не	3	1
224	вопрос о	2	1
225	этом не	1	1
226	целого это	1	1
227	а для	1	1
228	сама в	1	1
229	они были	2	1
230	действительности с	1	1
231	но даже	1	1
232	ему в	1	1
233	и со	2	1
234	для литературы	1	1
235	общения в	1	1
236	из ее	1	1
237	это время	1	1
238	нет а	1	1
239	его по-своему	1	1
240	непосредственное общение	1	1
241	и определяется	1	1
242	людей в	1	1
243	на их	2	1
244	бы то	3	1
245	в чем	1	1
246	характер и	1	1
247	роман и	2	1
248	во всех	5	1
249	в сюжете	1	1
250	тем как	1	1
251	сохраняет свое	1	1
252	во внешнем	2	1
253	в ее	8	1
254	это бывает	1	1
255	чем это	1	1
256	точка зрения	2	1
257	в сторону	1	1
258	если в	1	1
259	эта особенность	1	1
260	вхождения в	1	1
261	а через	1	1
262	произведение не	1	1
263	друг от	2	1
264	за пределы	2	1
265	связи и	1	1
266	в истории	4	1
267	вследствие чего	1	1
268	экспрессивной интонации	1	1
269	и выражения	1	1
270	вот как	1	1
271	своем творчестве	1	1
272	ней в	1	1
273	такова же	1	1
274	однако не	2	1
275	и точность	1	1
276	хотя и	1	1
277	ценностей в	1	1
278	себе не	1	1
279	в этот	1	1
280	то в	1	1
281	в самом	5	1
282	в которой	4	1
283	ни один	1	1
284	в нашем	2	1
285	так в	1	1
286	жизнь как	3	1
287	не приводит	3	1
288	как у	1	1
289	человек не	3	1
290	роли в	3	1
291	в поэтике	1	1
292	к миру	2	1
293	так сказать	3	1
294	он должен	3	1
295	не определяет	1	1
296	не изучены	1	1
297	к одному	1	1
298	не как	4	1
299	в силу	1	1
300	ибо она	1	1
301	нашего времени	1	1
302	не исчерпывают	1	1
303	его от	1	1
304	на этом	1	1
305	с этой	4	1
306	таким образом	13	1
307	что является	1	1
308	то ни	3	1
309	то чтобы	1	1
310	лишь в	8	1
311	того или	2	1
312	время и	1	1
313	лишь на	1	1
314	сам этот	1	1
315	своей основе	1	1
316	в жизни	3	1
