N	3gram	Tiupa_Anal_2	Problema
1	по отношению к	4	19
2	не может быть	1	11
3	но отнюдь не	1	7
4	с точки зрения	2	6
5	в отличие от	2	5
6	между тем как	1	5
7	в данном случае	5	4
8	с другой стороны	2	4
9	в конечном счете	2	4
10	в противном случае	1	3
11	в самом деле	1	3
12	в этом смысле	2	3
13	можно было бы	2	3
14	в применении к	1	3
15	с одной стороны	4	3
16	то же время	2	3
17	в том что	6	3
18	в то же	2	3
19	тем не менее	3	3
20	можно сказать что	1	2
21	имеет место в	1	2
22	то же самое	1	2
23	со всех сторон	1	2
24	но и в	1	2
25	и во всех	1	2
26	не только в	2	2
27	мы имеем дело	3	2
28	не совпадает с	1	2
29	того или иного	3	2
30	сказать и о	1	2
31	и тем самым	2	2
32	той или иной	3	2
33	и должны быть	1	2
34	в этом отношении	3	2
35	также и на	1	1
36	а между тем	1	1
37	что иное как	1	1
38	и если он	1	1
39	его можно было	1	1
40	а не с	1	1
41	в свою очередь	1	1
42	подобно тому как	3	1
43	могут и должны	1	1
44	может быть признано	1	1
45	имеют место в	1	1
46	имеется в виду	1	1
47	выглядит в глазах	1	1
48	языка то есть	1	1
49	хотя бы и	1	1
50	до известной степени	1	1
51	в таких случаях	1	1
52	сами по себе	1	1
53	то есть вне	1	1
54	как это ни	1	1
55	с самим собою	1	1
56	и за пределы	1	1
57	на то что	2	1
58	несмотря на то	1	1
59	произведения в ее	1	1
60	впечатления то есть	1	1
61	отнюдь не является	1	1
62	в равной мере	1	1
63	бы и в	1	1
64	в значительной степени	2	1
65	не что иное	1	1
66	факторы художественного впечатления	1	1
67	не только его	1	1
68	как бы уже	1	1
69	не о том	1	1
70	художественного восприятия как	1	1
71	как мы это	1	1
72	и в этом	4	1
73	это имеет место	1	1
74	имеем дело с	1	1
75	в нашем случае	1	1
76	в связи с	1	1
77	в том смысле	1	1
78	в мире в	1	1
79	уже не к	1	1
80	в свое время	1	1
81	факторов художественного впечатления	6	1
82	а в том	1	1
83	есть не что	1	1
84	могут быть только	1	1
85	том смысле что	1	1
86	и нисколько не	1	1
87	то есть в	2	1
88	и в самом	2	1
89	которые могут быть	1	1
90	к тому что	1	1
91	как и в	3	1
92	выходят за пределы	1	1
93	на этот вопрос	1	1
94	они могут быть	1	1
