1	все это	4	7
2	в том	7	5
3	в этом	11	5
4	и в	29	3
5	в его	8	3
6	не только	10	3
7	для нас	1	3
8	должна быть	1	2
9	том что	3	2
10	как бы	8	2
11	главным образом	1	2
12	далеко не	5	2
13	только в	2	2
14	то же	10	2
15	может быть	2	2
16	и что	1	2
17	исторического развития	1	2
18	это и	5	2
19	как будто	2	2
20	что в	1	2
21	в конце	9	2
22	в частности	3	2
23	то что	4	2
24	за пределы	1	2
25	литературы и	1	2
26	еще не	4	2
27	в результате	4	2
28	ведь это	3	2
29	по природе	1	2
30	дело не	1	2
31	конце концов	4	2
32	к которому	2	2
33	но и	9	2
34	или даже	1	2
35	и мы	2	2
36	таким образом	20	2
37	голова его	1	1
38	но не	2	1
39	бы он	1	1
40	не дает	1	1
41	в данном	1	1
42	него и	1	1
43	еще и	7	1
44	и не	16	1
45	в конечном	1	1
46	его в	9	1
47	в него	1	1
48	со своими	2	1
49	в котором	2	1
50	частности так	1	1
51	одной стороны	2	1
52	один из	4	1
53	тем что	4	1
54	они не	2	1
55	кто не	1	1
56	те же	1	1
57	у него	5	1
58	прежде всего	8	1
59	только для	4	1
60	в серьезных	1	1
61	а тем	1	1
62	и как	3	1
63	но только	2	1
64	с другой	4	1
65	что он	4	1
66	о том	2	1
67	далее автор	1	1
68	эти два	1	1
69	с одной	2	1
70	и голова	1	1
71	так и	11	1
72	что это	5	1
73	образом в	3	1
74	связи с	2	1
75	тогда и	1	1
76	новое и	2	1
77	в целом	1	1
78	и его	8	1
79	в то	10	1
80	что все	1	1
81	в строгом	1	1
82	и по	5	1
83	место в	2	1
84	это же	2	1
85	именно в	2	1
86	на отдельные	1	1
87	это как	1	1
88	все же	3	1
89	в мире	1	1
90	мы еще	1	1
91	перед нами	4	1
92	и о	5	1
93	быть строго	1	1
94	не может	2	1
95	же самое	1	1
96	на первый	2	1
97	но она	2	1
98	дает нам	2	1
99	и самые	1	1
100	благодаря этому	1	1
101	в этой	13	1
102	и куда	1	1
103	как и	12	1
104	и есть	4	1
105	но как	3	1
106	в силу	1	1
107	же по	1	1
108	первый план	1	1
109	ничего не	1	1
110	и должны	1	1
111	в этих	2	1
112	конечно не	4	1
113	что эти	1	1
114	остается в	1	1
115	в связи	1	1
116	между ними	2	1
117	и должно	1	1
118	тех кто	2	1
119	в сущности	6	1
120	правда он	1	1
121	никогда не	2	1
122	что она	1	1
123	нам право	1	1
124	право на	1	1
125	мы не	1	1
126	а с	1	1
127	конечном счете	1	1
128	на этот	1	1
129	даже в	1	1
130	не без	1	1
131	вряд ли	1	1
132	все эти	9	1
133	слишком много	1	1
134	с помощью	4	1
135	вовсе не	9	1
136	это не	5	1
137	что на	1	1
138	именно на	1	1
139	в чем	3	1
140	перейти к	1	1
141	же не	2	1
142	в них	7	1
143	вот в	1	1
144	же время	8	1
145	и наконец	2	1
146	в своей	5	1
147	какие же	1	1
148	и потому	1	1
149	с ним	2	1
150	в виде	1	1
