N	2gram	Voloshinov_1	StatiiOP
1	и в	15	44
2	в том	4	36
3	и т	1	30
4	что в	6	30
5	том что	5	29
6	в этом	13	21
7	т д	1	21
8	вовсе не	2	19
9	не только	5	18
10	то что	10	18
11	было бы	6	17
12	о том	1	17
13	а в	6	17
14	а не	2	16
15	и не	16	16
16	может быть	13	15
17	в области	3	14
18	в данном	3	14
19	как в	3	13
20	не в	4	12
21	в первой	1	12
22	самом деле	7	11
23	в этой	5	11
24	того чтобы	2	11
25	у нас	3	11
26	точки зрения	13	11
27	но в	9	10
28	ясно что	1	10
29	для того	1	10
30	что он	8	10
31	только в	6	10
32	но и	4	10
33	также и	1	9
34	как и	6	9
35	в отношении	2	9
36	в то	6	9
37	так и	10	9
38	во второй	5	9
39	если бы	3	9
40	того что	2	9
41	в его	9	9
42	с другой	1	9
43	например в	1	8
44	во всех	8	8
45	все же	5	8
46	это не	2	8
47	из них	1	8
48	с точки	10	8
49	и его	15	8
50	не может	13	8
51	я не	3	7
52	что они	1	7
53	в самом	6	7
54	таким образом	21	7
55	и об	1	7
56	этом отношении	2	7
57	до сих	3	7
58	прежде всего	11	7
59	сих пор	3	7
60	сказать что	6	7
61	по поводу	2	7
62	на самом	2	6
63	со стороны	2	6
64	из этих	4	6
65	в своей	9	6
66	потому что	4	6
67	данном случае	3	6
68	что и	2	6
69	всяком случае	3	6
70	для него	5	6
71	именно в	3	6
72	дело в	2	6
73	что же	4	6
74	но это	2	6
75	хотя бы	7	6
76	во всяком	4	6
77	и то	2	5
78	то же	7	5
79	той же	2	5
80	в целом	2	5
81	все эти	9	5
82	в нем	4	5
83	и по	5	5
84	г в	1	5
85	в котором	1	5
86	этой области	3	5
87	не менее	3	5
88	никогда не	7	5
89	могут быть	6	5
90	так как	9	5
91	тем что	1	5
92	и даже	2	5
93	нужно сказать	1	5
94	что мы	2	5
95	все это	5	5
96	была бы	1	5
97	совершенно не	2	5
98	жизни и	5	5
99	так же	1	5
100	как это	1	4
101	это и	1	4
102	в которой	1	4
103	вопрос о	1	4
104	в основу	2	4
105	бы и	2	4
106	что это	3	4
107	на то	1	4
108	что она	2	4
109	но все	2	4
110	но если	2	4
111	случае в	2	4
112	и очень	2	4
113	можно ли	1	4
114	же время	5	4
115	как будто	1	4
116	в ее	4	4
117	на вопрос	1	4
118	и что	3	4
119	заключается в	1	4
120	во втором	3	4
121	этот вопрос	1	4
122	в качестве	2	4
123	мы находим	1	4
124	как раз	2	4
125	не было	4	4
126	даже не	1	4
127	к которому	1	4
128	как бы	11	4
129	тем более	1	4
130	еще более	2	4
131	гораздо более	1	4
132	же как	1	3
133	того же	1	3
134	и без	1	3
135	тем же	1	3
136	должна быть	1	3
137	и за	2	3
138	то это	1	3
139	конечно и	3	3
140	в ней	5	3
141	еще не	7	3
142	он был	3	3
143	в чем	4	3
144	но не	5	3
145	не все	1	3
146	ответ на	2	3
147	по отношению	11	3
148	или иное	2	3
149	к сожалению	1	3
150	в истории	3	3
151	общего с	1	3
152	с этим	6	3
153	так называемая	1	3
154	человек к	1	3
155	то в	1	3
156	точку зрения	4	3
157	во многих	1	3
158	ведь и	2	3
159	же это	1	3
160	эпохи не	1	3
161	связанные с	2	3
162	же касается	1	3
163	в другом	1	3
164	и с	7	3
165	и тем	1	3
166	даже в	1	3
167	кажется что	1	3
168	ни в	6	3
169	чем в	1	3
170	о которой	2	3
171	тому что	3	3
172	в г	3	3
173	во время	5	3
174	в основе	3	3
175	этих двух	2	3
176	а во	1	3
177	стремление к	2	3
178	в каком	3	3
179	обстоятельство что	1	3
180	должны быть	3	3
181	что оно	2	3
182	должен быть	2	3
183	то или	2	3
184	об этом	4	3
185	поэтому в	1	3
186	и вообще	1	3
187	его жизни	6	3
188	между тем	2	3
189	и только	4	3
190	в двух	1	3
191	в какой	1	3
192	и так	1	3
193	по мнению	6	3
194	по этому	1	3
195	с одной	1	3
196	если это	1	3
197	в начале	1	3
198	без всякой	1	3
199	а с	1	3
200	говорит о	1	3
201	на этот	1	3
202	этой главы	1	3
203	материал для	2	3
204	эти вопросы	1	3
205	не является	3	3
206	и для	2	3
207	не существует	3	3
208	будто бы	2	3
209	отношению к	9	3
210	в таком	3	3
211	ничего общего	2	3
212	отношения к	2	2
213	в первом	2	2
214	а как	1	2
215	мы имеем	1	2
216	мы не	4	2
217	или же	1	2
218	время как	1	2
219	из того	2	2
220	совсем не	5	2
221	отношение к	7	2
222	иногда и	1	2
223	большое значение	2	2
224	за пределы	2	2
225	что как	1	2
226	в своем	2	2
227	от этого	1	2
228	ни один	2	2
229	бы не	1	2
230	думать что	2	2
231	то обстоятельство	1	2
232	в себе	4	2
233	в наших	1	2
234	вообще не	1	2
235	при этом	7	2
236	но именно	1	2
237	он не	4	2
238	всех этих	5	2
239	он должен	2	2
240	свое время	1	2
241	что все	5	2
242	при помощи	1	2
243	его в	8	2
244	это вовсе	1	2
245	в свой	2	2
246	должен был	1	2
247	и творчества	2	2
248	не всегда	4	2
249	и уже	1	2
250	в такой	1	2
251	которые в	1	2
252	их в	2	2
253	рода в	1	2
254	а иногда	1	2
255	она не	2	2
256	что с	1	2
257	на него	4	2
258	вытекает из	1	2
259	ничего не	2	2
260	тем не	2	2
261	в сознании	3	2
262	что на	1	2
263	есть только	1	2
264	что при	2	2
265	о них	2	2
266	и это	1	2
267	без всякого	1	2
268	свои силы	1	2
269	говорит об	1	2
270	то время	1	2
271	системе в	1	2
272	каждого из	1	2
273	в эпоху	3	2
274	для этого	4	2
275	то есть	1	2
276	а также	1	2
277	отчета в	1	2
278	в пользу	1	2
279	и все	4	2
280	все в	1	2
281	и во	1	2
282	а потому	2	2
283	отметить что	2	2
284	крайней мере	1	2
285	также в	1	2
286	к нему	7	2
287	быть и	2	2
288	на которой	1	2
289	со всеми	3	2
290	с которыми	2	2
291	из которого	1	2
292	конечно не	3	2
293	и у	6	2
294	уже в	1	2
295	ведь если	2	2
296	который как	1	2
297	одно из	3	2
298	у него	3	2
299	превращается в	1	2
300	одной стороны	1	2
301	это прежде	1	2
302	однако и	2	2
303	по крайней	1	2
304	так называемой	1	2
305	который не	1	2
306	ни на	2	2
307	и потому	8	2
308	по существу	1	2
309	в свое	1	2
310	этом случае	1	2
311	точно и	1	2
312	и тогда	1	2
313	при таком	1	2
314	которой можно	1	2
315	зрения в	1	2
316	в этих	2	2
317	что этот	1	2
318	не знает	3	2
319	занимает в	1	2
320	в своих	4	2
321	молодой человек	1	2
322	в вопросе	1	1
323	а между	1	1
324	не должны	1	1
325	не сомневаюсь	1	1
326	до него	1	1
327	чтобы не	2	1
328	должно стать	1	1
329	многих отношениях	1	1
330	и есть	2	1
331	почти не	1	1
332	на две	3	1
333	от которых	1	1
334	этого он	1	1
335	объясняется и	2	1
336	в зависимости	2	1
337	в прежних	1	1
338	и этот	1	1
339	образом последнее	1	1
340	мы называем	1	1
341	их и	1	1
342	полагает что	1	1
343	уже его	1	1
344	каком случае	1	1
345	один пример	1	1
346	работе над	1	1
347	ясными и	1	1
348	зависимости от	2	1
349	так а	1	1
350	и самого	1	1
351	свободный доступ	1	1
352	и на	3	1
353	на них	1	1
354	между собой	4	1
355	внимание и	1	1
356	время в	2	1
357	бы то	1	1
358	с его	8	1
359	общие вопросы	1	1
360	отказ от	1	1
361	но как	1	1
362	а только	1	1
363	тех же	1	1
364	могут и	1	1
365	с собою	1	1
366	нет и	1	1
367	в свои	1	1
368	в настоящем	1	1
369	и таким	2	1
370	конечно совершенно	1	1
371	во что	1	1
372	как говорит	1	1
373	в одной	2	1
374	это был	1	1
375	перед нами	1	1
376	странах европы	1	1
377	хотя и	1	1
378	что по	1	1
379	работает в	1	1
380	и к	7	1
381	себе как	1	1
382	лежит на	1	1
383	не приходится	1	1
384	он в	1	1
385	в нашем	3	1
386	или во	1	1
387	многое в	1	1
388	с их	3	1
