N	2gram	Savitsky_E_1	Myshleni
1	в развитии	2	28
2	то что	6	26
3	в этом	12	25
4	потому что	3	21
5	таким образом	2	19
6	точки зрения	23	18
7	в том	11	18
8	не может	9	18
9	того чтобы	6	17
10	не только	18	16
11	и в	37	16
12	того что	7	16
13	так как	7	16
14	что в	21	16
15	том что	6	15
16	так же	9	15
17	для того	6	14
18	между собой	2	13
19	в процессе	4	13
20	сказать что	4	13
21	вопрос о	4	12
22	по отношению	1	12
23	в области	11	12
24	и что	2	12
25	и не	14	12
26	из того	2	11
27	в его	2	11
28	но не	5	10
29	в силу	2	10
30	было бы	8	10
31	к осознанию	1	10
32	как мы	5	10
33	только в	9	10
34	а не	2	10
35	с точки	17	9
36	в отношении	32	9
37	может быть	6	9
38	то же	15	8
39	в известном	3	8
40	должно быть	1	8
41	как и	7	8
42	если бы	2	8
43	тем самым	5	8
44	в основе	1	8
45	о том	3	8
46	он не	2	8
47	точка зрения	2	8
48	как это	4	8
49	мы должны	2	8
50	же как	5	7
51	того же	3	7
52	представляет собой	3	7
53	в нем	1	7
54	по себе	4	7
55	так и	10	7
56	известном смысле	3	7
57	если мы	1	7
58	с другом	3	7
59	друг с	3	7
60	и на	6	6
61	могли бы	1	6
62	но в	14	6
63	в этой	2	6
64	состоит в	1	6
65	но если	5	6
66	не в	5	6
67	для развития	1	6
68	что оно	1	6
69	своего развития	1	6
70	что все	2	6
71	и следовательно	1	6
72	этот вопрос	2	6
73	мы можем	3	6
74	но и	14	6
75	в той	5	6
76	в какой	2	6
77	к тому	8	6
78	в сфере	3	5
79	в такой	1	5
80	должна быть	2	5
81	как в	3	5
82	в своем	14	5
83	своем развитии	1	5
84	тому что	1	5
85	с ним	1	5
86	что с	1	5
87	в то	16	5
88	тогда когда	2	5
89	никогда не	3	5
90	этом отношении	3	5
91	можно было	3	5
92	по сравнению	2	5
93	на вопрос	1	5
94	можно сказать	4	5
95	заключается в	2	5
96	значит что	1	5
97	тот же	1	5
98	хотя бы	15	5
99	для него	1	5
100	тем что	3	5
101	сравнению с	2	5
102	как бы	6	5
103	это значит	2	5
104	не является	3	5
105	еще более	2	5
106	как известно	1	4
107	и то	2	4
108	той же	1	4
109	что между	1	4
110	что если	2	4
111	ответить на	1	4
112	время как	1	4
113	друг от	2	4
114	за пределы	1	4
115	в самом	4	4
116	все эти	1	4
117	с их	1	4
118	вообще не	3	4
119	при этом	1	4
120	и по	5	4
121	такой же	2	4
122	лучшем случае	1	4
123	тому чтобы	2	4
124	проистекает из	1	4
125	и другое	1	4
126	не имеет	4	4
127	казалось бы	1	4
128	могут быть	2	4
129	не есть	2	4
130	от друга	2	4
131	в пределах	25	4
132	не означает	2	4
133	развития но	1	4
134	в новой	1	4
135	в качестве	14	4
136	и их	1	4
137	то время	1	4
138	не могут	2	4
139	с другой	7	4
140	именно в	4	4
141	к которому	1	4
142	на этот	2	4
143	зависит от	1	4
144	что мы	1	4
145	вместе с	2	4
146	это есть	1	4
147	в состоянии	1	4
148	с этой	6	4
149	мы видим	2	4
150	в результате	3	4
151	бы в	2	4
152	тем более	4	4
153	по самой	1	4
154	потребность в	3	4
155	в свою	3	4
156	этой точки	5	4
157	с таким	1	3
158	мы не	4	3
159	говорить о	1	3
160	вместо того	1	3
161	по своему	7	3
162	но как	2	3
163	если в	2	3
164	с этим	2	3
165	все же	1	3
166	и как	2	3
167	то в	4	3
168	он в	1	3
169	и тот	1	3
170	как с	1	3
171	на этом	1	3
172	как они	1	3
173	и тем	3	3
174	с тем	3	3
175	мы видели	3	3
176	и того	2	3
177	в этих	2	3
178	в их	11	3
179	и более	2	3
180	нас к	2	3
181	не менее	1	3
182	что эта	1	3
183	в смысле	9	3
184	больше чем	1	3
185	по своей	2	3
186	и его	1	3
187	связи с	1	3
188	приходит к	1	3
189	свою очередь	2	3
190	то как	1	3
191	еще в	1	3
192	и с	2	3
193	к нему	2	3
194	что и	3	3
195	способность к	1	3
196	в лучшем	1	3
197	одной из	5	3
198	между тем	8	3
199	с одной	8	3
200	мы знаем	1	3
201	в известной	3	3
202	в одном	2	3
