N	2gram	Vygotskiy__5	Hudozhes
1	том что	21	16
2	и в	30	14
3	так и	3	13
4	не только	16	12
5	при этом	8	12
6	о том	10	12
7	в том	27	12
8	а не	8	12
9	и т	7	11
10	в себе	5	11
11	в этом	14	11
12	прежде всего	4	11
13	в рассказе	2	11
14	в своей	4	10
15	для него	3	10
16	то же	7	9
17	как и	6	9
18	что он	17	9
19	в качестве	2	9
20	у него	3	9
21	по отношению	2	8
22	в этой	5	8
23	как в	3	8
24	то что	37	8
25	т п	3	8
26	ничего не	2	8
27	в его	4	8
28	между тем	1	8
29	отношению к	1	8
30	в то	2	8
31	еще не	5	7
32	это не	3	7
33	не в	8	7
34	казалось бы	4	7
35	к тому	8	7
36	быть может	1	7
37	уже не	1	7
38	именно в	6	7
39	не может	9	7
40	как бы	19	7
41	а в	4	7
42	в первой	1	6
43	человека в	3	6
44	в глазах	2	6
45	было бы	5	6
46	никогда не	9	6
47	что в	24	6
48	самом деле	8	5
49	с его	2	5
50	перед нами	2	5
51	но в	5	5
52	об этом	3	5
53	ни в	3	5
54	точки зрения	7	5
55	не менее	1	5
56	и его	6	5
57	потому что	23	5
58	к себе	1	5
59	и он	2	5
60	можно было	3	5
61	только в	5	5
62	по мнению	6	5
63	может быть	11	5
64	но и	6	5
65	в частности	4	5
66	в этих	3	5
67	героя и	7	5
68	жизни и	6	5
69	с с	1	4
70	к другому	2	4
71	мы уже	6	4
72	и о	3	4
73	в ней	4	4
74	столь же	1	4
75	а только	1	4
76	в центре	2	4
77	в своем	6	4
78	и к	4	4
79	в действительности	1	4
80	то в	1	4
81	в самом	14	4
82	та же	1	4
83	на то	17	4
84	что она	6	4
85	он не	3	4
86	и с	2	4
87	несмотря на	5	4
88	тому что	8	4
89	она не	1	4
90	в русской	1	4
91	связи с	2	4
92	как будто	6	4
93	и это	8	4
94	можно сказать	2	4
95	того что	8	4
96	один из	5	4
97	себя в	1	4
98	из них	2	4
99	в конце	4	4
100	как раз	13	4
101	не было	1	4
102	и все	4	4
103	только что	4	4
104	и от	1	4
105	речь идет	1	3
106	по преимуществу	2	3
107	с точки	2	3
108	едва ли	2	3
109	и на	3	3
110	в ее	3	3
111	идет о	1	3
112	как к	1	3
113	все же	7	3
114	но он	3	3
115	в нем	7	3
116	т д	3	3
117	на этом	6	3
118	первой главе	1	3
119	с этим	2	3
120	даже в	1	3
121	и смерти	1	3
122	в своих	5	3
123	она в	1	3
124	все эти	2	3
125	из нас	1	3
126	тем что	6	3
127	этом отношении	3	3
128	что при	3	3
129	в театре	1	3
130	как мы	5	3
131	того чтобы	20	3
132	приводит к	2	3
133	и когда	9	3
134	что у	3	3
135	еще в	2	3
136	если бы	11	3
137	о нем	1	3
138	это в	3	3
139	русской литературе	1	3
140	романа в	1	3
141	же в	2	3
142	но не	7	3
143	будто бы	1	3
144	и даже	2	3
145	со стороны	3	3
146	превращается в	1	3
147	по своему	1	3
148	в следующей	1	3
149	и для	6	3
150	от него	4	3
151	может и	1	3
152	в таком	3	3
153	например в	1	2
154	же как	2	2
155	на самом	2	2
156	только потому	1	2
157	что когда	2	2
158	в их	3	2
159	той же	3	2
160	для своего	1	2
161	мы не	3	2
162	вопрос о	3	2
163	вместо того	1	2
164	но как	1	2
165	для других	1	2
166	если в	1	2
167	конечном счете	1	2
168	себе и	2	2
169	в одной	2	2
170	в художественном	1	2
171	как нам	1	2
172	характеры действующих	2	2
173	хотя и	1	2
174	в литературном	1	2
175	в целом	5	2
176	в ответ	2	2
177	так в	3	2
178	только на	4	2
179	как он	2	2
180	так сказать	1	2
181	именно этим	1	2
182	на его	3	2
183	характер в	1	2
184	заключает в	4	2
185	однако в	1	2
186	не бывает	1	2
187	в героя	1	2
188	речь в	2	2
189	в другом	3	2
190	ясно что	6	2
191	того или	1	2
192	по себе	7	2
193	одной из	1	2
194	все равно	2	2
195	должно быть	2	2
196	иначе говоря	1	2
197	в следующем	1	2
198	в такой	1	2
199	наше внимание	2	2
200	состоит в	3	2
201	прибегает к	1	2
202	от себя	1	2
203	сих пор	5	2
204	главы и	1	2
205	все это	2	2
206	как все	2	2
207	и герой	2	2
208	бы на	2	2
209	не раз	1	2
210	что художественное	1	2
211	и другое	2	2
212	не о	1	2
213	не имеет	1	2
214	одна из	3	2
215	с и	5	2
216	действующие лица	4	2
217	она из	1	2
218	заметить что	1	2
219	со своим	2	2
220	на него	1	2
221	что на	3	2
222	с ее	1	2
223	здесь не	1	2
224	в землю	1	2
225	как по	1	2
226	в себя	2	2
227	произведения с	1	2
228	и каждый	1	2
229	произведения не	1	2
230	остановимся на	3	2
231	в речи	1	2
232	и поэтому	3	2
233	внимание на	4	2
234	никак не	6	2
235	и что	23	2
236	его жизни	1	2
237	до сих	5	2
238	там же	1	2
239	в значительной	1	2
240	в конечном	1	2
241	в форме	2	2
242	как она	4	2
243	в него	4	2
244	с ними	1	2
245	и потому	5	2
246	и так	2	2
247	поэтому и	1	2
248	жизнь была	1	2
249	так что	3	2
250	характер ее	1	2
251	слова в	1	2
252	в начале	1	2
253	по выражению	1	2
254	за ним	1	2
255	мы знаем	2	2
256	героев как	1	2
257	у нее	1	2
258	на том	2	2
259	представляют собой	2	2
260	нашей жизни	1	2
261	ему не	1	2
262	с той	2	2
263	действующих лиц	7	2
264	а с	5	2
265	себя и	2	2
266	что не	1	2
267	до конца	2	2
268	или с	2	2
269	за нею	1	2
270	ближе к	1	2
271	и ему	1	2
272	говорится о	2	2
273	характера и	2	2
274	что же	1	2
275	да и	1	2
276	и не	6	2
277	с этой	2	2
278	каждого из	1	2
279	только для	1	2
280	нет ничего	1	2
281	отказ от	1	2
282	пока еще	1	2
283	его характер	1	2
284	в результате	4	2
285	о котором	6	2
286	то о	2	2
287	своих героев	1	2
288	ни к	1	2
289	его жизнь	1	2
290	не знает	2	2
291	или иного	1	2
292	героя в	3	2
293	но еще	2	2
294	говорили о	1	1
295	смысле слова	1	1
296	ли мы	2	1
297	конструктивный принцип	2	1
298	в сфере	1	1
299	характер героя	1	1
300	связана с	1	1
301	и то	9	1
302	и др	1	1
303	это и	2	1
304	нам кажется	2	1
305	ему что	1	1
306	за собой	1	1
307	смысл этого	3	1
308	и до	2	1
309	не принимая	1	1
310	существенное различие	1	1
311	на две	1	1
312	из его	1	1
313	исходит из	4	1
314	то самое	1	1
315	и за	1	1
316	по его	3	1
317	из области	1	1
318	героя но	1	1
319	есть нечто	3	1
