N	4gram	Losev_Dial_2	Problema
1	и с точки зрения	1	3
2	ни в каком случае	2	3
3	в каком случае не	1	3
4	или по крайней мере	2	2
5	не что иное как	3	2
6	на самом же деле	1	2
7	в то время как	3	2
8	ни в каком смысле	1	2
9	в каком смысле не	1	2
10	есть не что иное	2	2
11	должны сказать и о	1	1
12	т д и т	2	1
13	по крайней мере в	2	1
14	в том смысле как	1	1
15	только они и являются	1	1
16	но в зависимости от	1	1
17	сам по себе а	1	1
18	д и т д	2	1
19	мы должны сказать и	1	1
20	же самое мы должны	1	1
21	на очень высокой ноте	1	1
22	и т д и	2	1
23	и в то же	1	1
24	взятые сами по себе	1	1
25	интереснее всего то что	1	1
26	говорить о том что	1	1
27	это значит что всякий	1	1
28	то же самое мы	1	1
29	в том смысле что	3	1
30	по самой своей природе	1	1
31	и вместе с тем	1	1
32	нечего и говорить о	1	1
33	и говорить о том	1	1
34	тем не менее в	1	1
35	это не значит что	2	1
36	до сих пор мы	1	1
37	заключается в том что	1	1
38	не содержит в себе	1	1
39	так же как и	1	1
40	и т д мы	1	1
41	же в таком случае	1	1
42	в жизни и в	1	1
43	миф может существовать вне	1	1
44	поэтому чтобы не сбиться	1	1
45	то это значит что	1	1
46	это нисколько не мешает	1	1
47	если принять во внимание	2	1
48	можно ли сказать что	1	1
49	самое мы должны сказать	1	1
50	не говоря уже о	2	1
51	важно только то что	1	1
52	несмотря ни на какие	1	1
