N	2gram	Bakhtin_sl_1	Psycholo
1	и в	41	33
2	в этом	12	28
3	и что	1	25
4	как бы	12	25
5	все время	3	24
6	потому что	2	24
7	для того	2	23
8	том что	2	22
9	того чтобы	1	22
10	может быть	14	22
11	в том	3	21
12	о том	3	20
13	таким образом	9	13
14	то есть	26	13
15	так же	2	13
16	и не	16	13
17	все это	5	13
18	сказать что	2	13
19	в самом	5	12
20	было бы	3	12
21	все то	1	12
22	к тому	3	12
23	и все	4	12
24	если мы	2	12
25	так как	3	12
26	он не	3	11
27	что все	2	11
28	на то	1	10
29	что она	1	10
30	если бы	1	10
31	в его	13	10
32	не может	14	10
33	то же	14	9
34	в этой	1	9
35	и если	1	9
36	как раз	2	9
37	для этого	1	8
38	вместе с	1	8
39	в каком	1	8
40	в своем	3	7
41	не только	16	7
42	в нем	30	7
43	так что	2	7
44	и только	1	7
45	до конца	12	7
46	для нас	2	7
47	и т	28	6
48	на самом	2	6
49	в сущности	13	6
50	в ней	4	6
51	что они	2	6
52	перед нами	4	6
53	все эти	9	6
54	в себе	3	6
55	точки зрения	16	6
56	но он	2	6
57	тому что	2	6
58	в самой	1	6
59	это не	6	6
60	мы видим	2	6
61	у него	3	6
62	а не	15	6
63	что мы	1	6
64	как на	1	6
65	мы уже	2	5
66	мы не	2	5
67	в целом	2	5
68	и на	14	5
69	с этим	3	5
70	все же	7	5
71	целый ряд	1	5
72	и может	3	5
73	как и	4	5
74	нисколько не	2	5
75	самого начала	1	5
76	никогда не	3	5
77	что самое	1	5
78	и его	14	5
79	и это	1	5
80	с самого	1	5
81	и совершенно	1	5
82	с ним	7	5
83	заключается в	1	5
84	в какой	1	5
85	что для	1	5
86	вовсе не	7	5
87	связь с	2	5
88	из этого	3	5
89	и есть	1	4
90	той же	2	4
91	в которой	4	4
92	могла бы	1	4
93	это было	1	4
94	и уже	1	4
95	слова и	13	4
96	смысл и	1	4
97	в своей	7	4
98	как все	1	4
99	заставляет его	2	4
100	с точки	8	4
101	одна из	2	4
102	ее с	1	4
103	а в	6	4
104	с другом	2	4
105	у нас	2	4
106	как мы	8	4
107	и о	2	4
108	можно было	2	4
109	жизнь и	1	4
110	даны в	1	4
111	о нем	4	4
112	исследования и	1	4
113	не просто	1	4
114	того что	3	4
115	в двух	1	4
116	только в	6	4
117	и так	1	4
118	себя в	9	4
119	в жизни	1	4
120	и других	3	4
121	из них	3	4
122	что не	1	4
123	смысла и	3	4
124	в частности	2	4
125	друг с	2	4
126	с этой	3	4
127	первый раз	1	4
128	совершенно не	2	4
129	жизни и	1	4
130	к этому	2	4
131	в таком	1	4
132	например в	2	3
133	же как	2	3
134	совершенно новый	1	3
135	к своей	2	3
136	и до	1	3
137	в первый	1	3
138	и он	1	3
139	слова как	6	3
140	но не	2	3
141	в сторону	1	3
142	как в	8	3
143	от этого	2	3
144	та же	1	3
145	какой бы	1	3
146	что может	1	3
147	на этом	2	3
148	в основу	1	3
149	его в	3	3
150	ни в	1	3
151	этого слова	1	3
152	ни одной	1	3
153	далеко не	5	3
154	должно быть	2	3
155	всех этих	4	3
156	но если	1	3
157	в которых	1	3
158	бы мы	1	3
159	т п	23	3
160	рассказа мы	1	3
161	она не	3	3
162	в то	14	3
163	в основе	5	3
164	мы все	2	3
165	в самых	2	3
166	и для	4	3
167	во все	1	3
168	он видит	1	3
169	с ее	4	3
170	в пределах	14	3
171	так и	11	3
172	и здесь	3	3
173	в драме	1	3
174	что и	1	3
175	сделать это	1	3
176	дело с	1	3
177	с одной	4	3
178	конечно не	3	3
179	в виде	2	3
180	был бы	2	3
181	всяком случае	5	3
182	в одном	2	3
183	до сих	2	3
184	но и	16	3
185	на этот	1	3
186	здесь в	4	3
187	не было	3	3
188	одной стороны	4	3
189	эти слова	2	3
190	в той	10	3
191	да и	1	3
192	сих пор	2	3
193	тот же	1	3
194	бы его	2	3
195	во всяком	7	3
196	также и	3	2
197	и то	2	2
198	он может	2	2
199	силы и	1	2
200	фон для	1	2
201	из его	1	2
202	почти всегда	3	2
203	с таким	1	2
204	а как	2	2
205	мы имеем	1	2
206	при анализе	1	2
207	как сила	1	2
208	время как	2	2
209	и ее	3	2
210	мы читаем	1	2
211	не был	1	2
212	столь же	2	2
213	заложены в	1	2
214	бы то	1	2
215	с его	4	2
216	во всех	17	2
217	точка зрения	8	2
218	со стороны	1	2
219	в одной	1	2
220	и наконец	4	2
221	не в	7	2
222	и к	5	2
223	в действительности	1	2
224	но в	8	2
225	говорит не	1	2
226	бы и	3	2
227	бы не	1	2
228	из этих	3	2
229	нами в	2	2
230	с чем	1	2
231	при этом	6	2
232	т д	5	2
233	тем и	2	2
234	одной и	1	2
235	в нее	1	2
236	конца и	3	2
237	как автор	1	2
238	на все	2	2
239	и дает	1	2
240	только одно	1	2
241	в них	6	2
242	о которых	1	2
243	но вся	1	2
244	в котором	2	2
245	в их	4	2
246	что всякий	1	2
247	место в	1	2
248	что говорит	1	2
249	и той	2	2
250	и эти	2	2
251	быть не	1	2
252	ним в	1	2
253	даже в	2	2
254	же мы	1	2
255	взглянуть на	1	2
256	только не	1	2
257	этими словами	1	2
258	же время	12	2
259	во всем	1	2
260	только с	1	2
261	точном смысле	1	2
262	есть только	1	2
263	лежит в	4	2
264	поэтом и	1	2
265	как только	3	2
266	и другим	2	2
267	могли бы	1	2
268	к такому	1	2
269	без всякого	1	2
270	в ее	2	2
271	которая могла	1	2
272	нет никакой	1	2
273	то время	2	2
274	переход к	1	2
275	те же	2	2
276	и с	4	2
277	ничего не	4	2
278	можно сказать	2	2
279	образом в	3	2
280	в виду	1	2
281	все дело	1	2
282	автор не	4	2
283	сводится к	1	2
284	что поэт	1	2
285	рассказ не	1	2
286	которой все	1	2
287	и она	1	2
288	один из	4	2
289	ли он	4	2
290	никак нельзя	1	2
291	связи с	2	2
292	не все	1	2
293	его и	3	2
294	дело и	1	2
295	именно как	2	2
296	видим что	1	2
297	смысл во	1	2
298	с другой	5	2
299	такое понимание	2	2
300	именно в	3	2
301	а с	2	2
302	прежде всего	8	2
303	а на	2	2
304	ничем не	1	2
305	не на	5	2
306	в руках	1	2
307	этот рассказ	1	2
308	до этого	1	2
309	и потому	4	2
310	есть как	3	2
311	по существу	3	2
312	для понимания	2	2
313	в это	1	2
314	и формы	4	2
315	на пути	1	2
316	на одной	1	2
317	не является	2	2
318	и от	4	2
319	в результате	3	2
320	его не	1	2
321	хотя бы	3	2
322	все они	7	2
323	слово в	10	2
324	героя и	1	2
325	и эта	2	2
326	другой стороны	4	2
327	те которые	1	2
328	который не	1	2
329	он совершенно	1	1
330	себя как	1	1
331	только он	1	1
332	от этой	2	1
333	что видит	1	1
334	в обычном	1	1
335	с жизнью	1	1
336	художественного произведения	1	1
337	о жизненной	1	1
338	связана с	2	1
339	о самом	1	1
340	того же	6	1
341	не остается	1	1
342	от самого	1	1
343	в первом	3	1
344	лежащая в	2	1
345	из самых	1	1
346	к другому	1	1
347	не имеют	1	1
348	действительности и	1	1
349	в несколько	1	1
350	есть не	1	1
351	со всех	1	1
352	смотреть на	1	1
353	для своего	1	1
354	как во	1	1
355	но даже	1	1
356	мы и	2	1
357	и со	1	1
358	и заставляет	2	1
359	следовательно в	3	1
360	как таковые	3	1
361	еще не	4	1
362	и возможности	1	1
363	именно эти	1	1
364	которое он	1	1
365	чистой и	1	1
366	но как	1	1
367	каком направлении	1	1
368	в общем	1	1
369	менее всего	1	1
370	словами и	1	1
371	автора но	1	1
372	а через	1	1
373	несмотря на	1	1
374	и речи	2	1
375	за пределы	4	1
376	связи и	1	1
377	в настоящем	1	1
378	которые не	1	1
379	в истории	3	1
380	раскрываются с	1	1
381	от автора	3	1
382	стороны и	1	1
383	как к	2	1
384	такого рода	2	1
385	словом в	4	1
386	в этот	1	1
387	мы чувствуем	1	1
388	точку зрения	3	1
389	этот новый	1	1
390	так или	1	1
391	или во	2	1
392	он наконец	1	1
393	такое значение	1	1
394	прямой и	3	1
395	только один	1	1
396	который определяет	1	1
397	и те	2	1
398	различной степени	1	1
399	не могла	2	1
400	так сказать	5	1
401	на его	8	1
402	весь свой	1	1
403	который они	1	1
404	он должен	1	1
405	он пользуется	3	1
406	вообще не	3	1
407	и сам	3	1
408	языка поэзии	2	1
409	в плане	6	1
410	века в	2	1
411	из него	2	1
412	прямого и	1	1
413	евгении онегине	2	1
414	то ни	1	1
415	его произведения	1	1
416	новый свет	1	1
417	есть все	1	1
418	в другом	2	1
419	них не	1	1
420	зрения на	7	1
421	потому как	1	1
422	те или	3	1
423	подходит к	1	1
424	себе место	1	1
425	смерть и	1	1
426	но уже	1	1
427	исходили из	1	1
428	и тон	1	1
429	рассказ в	2	1
430	дает ей	1	1
431	и было	1	1
432	форма и	1	1
433	и некоторые	1	1
434	двух планах	1	1
435	в эту	2	1
436	в этих	2	1
437	так поступает	1	1
438	для него	3	1
439	но что	1	1
440	привело к	1	1
441	какие бы	1	1
442	понимание оно	1	1
443	автор говорит	1	1
444	и без	1	1
445	не столько	1	1
446	не от	1	1
447	его романа	1	1
448	от его	3	1
449	для всякого	1	1
450	быть он	1	1
451	одном из	1	1
452	из области	1	1
453	нем он	1	1
454	есть его	1	1
455	совершенно разные	1	1
456	которые в	3	1
457	не сомневается	1	1
458	они утрачивают	1	1
459	без всяких	2	1
460	и более	1	1
461	том и	2	1
462	с такими	1	1
463	бы быть	1	1
464	и общей	1	1
465	и вся	1	1
466	то с	1	1
467	на один	2	1
468	в отношении	6	1
469	мы исходили	1	1
470	а иногда	3	1
471	такого исследования	1	1
472	правда в	1	1
473	и вместо	1	1
474	здесь на	1	1
475	как его	5	1
476	которого он	1	1
477	виду не	1	1
478	он еще	1	1
479	но только	1	1
480	все свои	2	1
481	как два	1	1
482	последние десятилетия	1	1
483	на язык	2	1
484	дело в	1	1
485	находятся в	1	1
486	с одним	1	1
487	заложенные в	1	1
488	показывает как	1	1
489	к концу	1	1
490	такая же	2	1
491	вот что	1	1
492	в сознании	2	1
493	так называемый	1	1
494	самой этой	1	1
495	с прямым	1	1
496	есть к	1	1
497	исходить из	1	1
498	возникает из	2	1
499	всего они	1	1
500	не заключено	1	1
501	люди все	1	1
502	художественной обработки	1	1
503	в которое	1	1
504	и свое	1	1
505	вообще почти	1	1
506	на это	1	1
507	должен быть	1	1
508	оно может	2	1
509	но по	2	1
510	сторону и	1	1
511	свою очередь	2	1
512	личности и	1	1
513	характер и	1	1
514	они ни	1	1
515	поэт должен	1	1
516	дано в	1	1
517	говорит на	1	1
518	каждого из	1	1
519	это только	1	1
520	но у	1	1
521	является в	1	1
522	был не	1	1
523	совершенно невозможно	1	1
524	и вообще	2	1
525	является конечно	1	1
526	движения и	1	1
527	в новелле	1	1
528	на их	1	1
529	нечто совсем	1	1
530	и ничем	1	1
531	к действительности	1	1
532	она всегда	1	1
533	романа мы	1	1
534	а также	2	1
535	может не	8	1
536	в евгении	2	1
537	и во	3	1
538	дней и	1	1
539	к нему	5	1
540	на протяжении	2	1
541	которых они	1	1
542	романа как	2	1
543	творчества в	1	1
544	его с	1	1
545	на одном	1	1
546	в другой	2	1
547	непосредственно в	1	1
548	его так	1	1
549	романа в	3	1
550	утрачивают свою	1	1
551	наконец во	1	1
552	слова для	2	1
553	раз на	1	1
554	условия для	1	1
555	всех сторон	1	1
556	за этой	1	1
557	но с	1	1
558	этой точки	1	1
559	части его	1	1
560	романа и	5	1
561	одной из	3	1
562	или иные	3	1
563	в свой	1	1
564	вступить в	1	1
565	могло быть	1	1
566	в стороне	1	1
567	слова автора	2	1
568	поэтому и	3	1
569	между тем	2	1
570	бы ни	3	1
571	тургенева и	1	1
572	именно на	1	1
573	с которыми	2	1
574	смысла целого	1	1
575	же и	2	1
576	есть в	1	1
577	и у	2	1
578	только на	2	1
579	ни было	2	1
580	слова в	8	1
581	он непосредственно	1	1
582	от других	2	1
583	не из	2	1
584	гете что	1	1
585	его текст	1	1
586	в душе	1	1
587	автор с	1	1
588	эти два	1	1
589	вводится в	2	1
590	и их	1	1
591	он весь	2	1
592	произведения и	2	1
593	с этими	2	1
594	мы берем	1	1
595	очень тесно	2	1
596	рядом с	4	1
597	в особенности	8	1
598	со всем	1	1
599	и даже	6	1
600	или иначе	1	1
601	этом как	1	1
602	по своим	6	1
603	эти две	1	1
604	располагает все	1	1
605	и самая	2	1
606	и др	14	1
607	себя и	1	1
608	в обращении	1	1
609	которых мы	1	1
610	здесь эта	1	1
611	и самый	1	1
612	однако и	1	1
613	с которым	2	1
614	как ни	1	1
615	они как	2	1
616	время заставляет	1	1
617	ни о	2	1
618	когда она	1	1
619	которая лежит	1	1
620	на которые	2	1
621	ближе к	1	1
622	прямо сказать	1	1
623	наталкивается на	1	1
624	так в	2	1
625	долгое время	1	1
626	и глубоко	1	1
627	то напряжение	1	1
628	в течение	1	1
629	которая у	1	1
630	совершенно иными	1	1
631	на эту	1	1
632	две линии	1	1
633	от нормального	1	1
634	характера но	1	1
635	это его	1	1
636	хотя он	1	1
637	там где	4	1
638	лежал в	1	1
639	у стерна	4	1
640	в условиях	2	1
641	но это	1	1
642	отличается от	1	1
643	вокруг него	2	1
644	других моментов	1	1
645	в один	1	1
646	в смысле	4	1
647	за его	1	1
648	рассказ рассказ	1	1
649	заключить в	1	1
650	которых он	1	1
651	мы найдем	3	1
652	именно это	1	1
653	формы и	3	1
654	этого и	1	1
655	в точном	1	1
656	или в	8	1
657	которая в	1	1
658	совершенно иное	1	1
659	содержание и	1	1
660	из различных	1	1
661	от него	1	1
662	бы в	1	1
663	к раскрытию	2	1
664	и речам	1	1
665	на языке	1	1
666	которые исходят	1	1
667	мы ничего	1	1
668	она построена	1	1
669	же в	1	1
670	есть уже	1	1
671	и другие	1	1
672	от всякого	2	1
673	понимания и	1	1
674	нет ничего	1	1
675	говорит г	1	1
676	в свою	3	1
677	с ней	2	1
678	речи и	1	1
679	равно как	1	1
680	него нет	1	1
681	автора в	2	1
682	ускользает от	2	1
683	эти элементы	1	1
684	другом случае	2	1
685	его языка	2	1
