N	4gram	Bakhtin_Pr_1	Tvorches
1	в то же время	7	12
2	но в то же	2	4
3	дело в том что	1	3
4	в пространстве а не	2	2
5	а не во времени	2	2
6	пространстве а не во	2	2
7	место в творчестве достоевского	1	2
8	единственный способ преодолеть время	1	1
9	действия вихревое движение динамика	1	1
10	же и стремление достоевского	1	1
11	быстрота единственный способ преодолеть	1	1
12	быстрота действия вихревое движение	1	1
13	одновременные и угадать их	1	1
14	вихревое движение динамика достоевского	1	1
15	достоевского динамика и быстрота	1	1
16	а преодоление его ибо	1	1
17	не укладывается ни в	1	1
18	времени отсюда же катастрофическая	1	1
19	единства времени отсюда же	1	1
20	как одновременные и угадать	1	1
21	его содержания как одновременные	1	1
22	угадать их взаимоотношения в	1	1
23	взаимоотношения в разрезе одного	1	1
24	стремление достоевского следовать в	1	1
25	в разрезе одного момента	1	1
26	способ преодолеть время во	1	1
27	принципу единства времени отсюда	1	1
28	бы то ни было	2	1
29	перенесено и в вечность	1	1
30	для достоевского не существует	1	1
31	следовать в романе драматическому	1	1
32	заключается в том что	1	1
33	их взаимоотношения в разрезе	1	1
34	ибо быстрота единственный способ	1	1
35	мир по преимуществу в	1	1
36	драматическому принципу единства времени	1	1
37	катастрофическая быстрота действия вихревое	1	1
38	же катастрофическая быстрота действия	1	1
39	для него помыслить все	1	1
40	его ибо быстрота единственный	1	1
41	преодолеть время во времени	1	1
42	но это не значит	1	1
43	разобраться в мире значило	1	1
44	преодоление его ибо быстрота	1	1
45	может быть перенесено и	1	1
46	движение динамика достоевского динамика	1	1
47	то что может быть	1	1
48	помыслить все его содержания	1	1
49	значило для него помыслить	1	1
50	и угадать их взаимоотношения	1	1
51	и в вечность ибо	1	1
52	достоевского следовать в романе	1	1
53	романе драматическому принципу единства	1	1
54	торжество времени а преодоление	1	1
55	все его содержания как	1	1
56	и в то же	3	1
57	в мире значило для	1	1
58	только то что может	1	1
59	преимуществу в пространстве а	1	1
60	времени а преодоление его	1	1
61	не торжество времени а	1	1
62	быть перенесено и в	1	1
63	в вечность ибо в	1	1
64	динамика достоевского динамика и	1	1
65	отсюда же катастрофическая быстрота	1	1
66	мире значило для него	1	1
67	содержания как одновременные и	1	1
68	него помыслить все его	1	1
69	все одновременно все сосуществует	1	1
70	вечность ибо в вечности	1	1
71	раскольников и иван карамазов	1	1
72	по преимуществу в пространстве	1	1
73	отсюда же и стремление	1	1
74	в романе драматическому принципу	1	1
75	и стремление достоевского следовать	1	1
