N	2gram	Medvedev_U_1	FransuaR
1	и в	14	40
2	то есть	1	18
3	прежде всего	8	16
4	в этом	7	15
5	не только	10	13
6	в его	2	13
7	и не	8	13
8	что в	1	12
9	как и	3	11
10	но и	4	11
11	таким образом	2	10
12	он не	1	9
13	может быть	6	9
14	и все	1	9
15	той же	1	8
16	и с	2	8
17	в том	2	8
18	у него	1	8
19	но в	3	8
20	то же	5	7
21	в своем	1	7
22	он и	1	7
23	в виду	1	7
24	и др	1	7
25	в самом	2	6
26	в то	3	6
27	же время	3	6
28	до конца	1	6
29	в той	1	6
30	в своей	3	6
31	к этому	1	6
32	в нем	1	5
33	и для	2	5
34	начала и	1	5
35	для него	3	5
36	то что	7	5
37	не было	1	5
38	а не	10	5
39	как раз	2	5
40	в ней	1	4
41	было бы	3	4
42	и вы	1	4
43	том что	2	4
44	в их	4	4
45	в области	3	4
46	у нас	3	4
47	о том	1	4
48	и даже	1	4
49	до сих	2	4
50	и потому	1	4
51	в данном	1	4
52	сих пор	2	4
53	все это	5	4
54	самом деле	2	3
55	только для	1	3
56	он был	1	3
57	с его	2	3
58	в этой	4	3
59	в себе	2	3
60	связанные с	1	3
61	большей или	1	3
62	всех этих	2	3
63	об этом	1	3
64	но именно	1	3
65	вообще очень	1	3
66	их в	1	3
67	для этого	3	3
68	так много	1	3
69	о нем	1	3
70	правда не	1	3
71	если бы	2	3
72	в значительной	1	3
73	между тем	2	3
74	что и	2	3
75	или меньшей	1	3
76	только в	2	3
77	так и	1	3
78	одно из	1	3
79	в конце	2	3
80	тем что	2	3
81	и прежде	1	3
82	сказать что	1	3
83	в частности	3	3
84	не может	7	3
85	но это	2	3
86	одним из	2	2
87	из самых	1	2
88	мы не	2	2
89	хотя бы	5	2
90	меньшей степени	2	2
91	быть в	1	2
92	но конечно	2	2
93	но не	2	2
94	в течение	1	2
95	что он	2	2
96	все же	3	2
97	в этот	1	2
98	в которой	1	2
99	он в	1	2
100	на его	1	2
101	форму и	2	2
102	далеко не	1	2
103	в котором	1	2
104	которых так	1	2
105	но он	1	2
