N	3gram	Vinokur_Ku_3	Vladivir
1	в том что	8	9
2	в связи с	4	8
3	во всяком случае	1	6
4	в то время	1	6
5	тем не менее	9	6
6	что же касается	1	5
7	по крайней мере	1	4
8	само собой разумеется	1	3
9	более или менее	2	3
10	с точки зрения	16	3
11	на французском языке	1	3
12	в отличие от	2	3
13	в то же	1	3
14	не в том	2	3
15	то что он	1	3
16	то же время	1	3
17	о том что	3	3
18	хотя и не	1	2
19	не говоря уже	2	2
20	можно было бы	10	2
21	говоря уже о	2	2
22	сам по себе	3	2
23	в данном случае	4	2
24	в том чтобы	3	2
25	не только в	3	2
26	в свою очередь	1	2
27	французском языке в	1	2
28	а в том	1	2
29	не то что	1	2
30	само по себе	1	2
31	заключается в том	1	2
32	после того как	4	2
33	в своем месте	1	2
34	как мы видели	2	2
35	по существу же	1	1
36	тех пор пока	4	1
37	во что бы	1	1
38	в какой мере	2	1
39	то ни стало	1	1
40	потому что в	2	1
41	а не с	1	1
42	чуть ли не	1	1
43	получает для нас	1	1
44	уже потому что	1	1
45	можно говорить разве	1	1
46	связи с вопросом	1	1
47	также и в	1	1
48	в том числе	2	1
49	в этом случае	4	1
50	как раз и	2	1
51	они не могут	1	1
52	свое время в	1	1
53	до сих пор	8	1
54	и в то	1	1
55	а также в	1	1
56	на минуту не	1	1
57	я говорю о	1	1
58	наряду с этим	1	1
59	бы то ни	1	1
60	не менее по	1	1
61	а может быть	1	1
62	только то что	2	1
63	в собственном смысле	1	1
64	на этот вопрос	1	1
65	не о чем	1	1
66	и в области	3	1
67	можно говорить и	1	1
68	вместе с тем	1	1
69	и тем не	3	1
70	а кроме того	1	1
71	может быть и	1	1
72	но что значит	1	1
73	было бы вообще	1	1
74	что бы то	1	1
75	в этом роде	1	1
76	а вот и	1	1
77	как и следовало	1	1
78	он в своем	1	1
79	в те же	1	1
80	было бы и	1	1
81	ни на минуту	1	1
82	не только как	3	1
83	собственном смысле слова	1	1
84	в первую очередь	3	1
85	не может быть	3	1
86	в свое время	2	1
87	с вопросом о	2	1
88	далеко не все	1	1
89	между прочим следующее	1	1
90	до тех пор	4	1
91	как уже сказано	1	1
92	в тех же	1	1
93	ничего нельзя возразить	1	1
94	на первых порах	1	1
95	речь шла о	1	1
96	в чем дело	1	1
97	и прежде всего	1	1
98	в самом деле	11	1
99	тогда когда мы	1	1
100	но все же	1	1
101	только тогда когда	4	1
102	в этом смысле	1	1
103	уже не только	2	1
104	для нас в	1	1
105	также и о	2	1
106	по этому поводу	1	1
107	в котором можно	1	1
108	если подходить к	1	1
109	это не только	1	1
110	чем у нас	1	1
111	можно себе представить	1	1
112	для того чтобы	11	1
113	этот вопрос в	1	1
114	а именно в	1	1
115	к тому же	2	1
116	не дошел до	1	1
117	то что сам	1	1
118	и т д	8	1
