N	2gram	Tiupa_Narr_1	FransuaR
1	и в	11	29
2	то есть	9	21
3	таким образом	1	20
4	и не	23	16
5	в этой	6	13
6	и все	3	13
7	но в	7	12
8	как и	13	12
9	и т.п	8	12
10	и на	5	11
11	в этом	12	11
12	так и	5	11
13	то же	8	10
14	мы уже	1	10
15	не только	31	10
16	во время	1	10
17	в то	4	10
18	как мы	2	10
19	в романе	2	10
20	и с	3	9
21	его в	1	9
22	в конце	2	9
23	но и	27	9
24	же время	4	8
25	и его	10	8
26	игра в	1	8
27	в его	6	8
28	прежде всего	4	8
29	как бы	6	8
30	этого эпизода	3	7
31	мы видели	1	7
32	в том	8	7
33	так как	1	7
34	еще и	1	7
35	так же	1	7
36	в сущности	2	6
37	своего рода	10	6
38	из них	4	6
39	это и	1	5
40	и до	1	5
41	что это	1	5
42	в нем	4	5
43	он и	2	5
44	в своей	5	5
45	до конца	2	5
46	и о	3	5
47	это не	3	5
48	все они	1	5
49	у него	7	5
50	далеко не	1	5
51	сказать что	2	5
52	и по	1	5
53	того же	1	5
54	также и	3	4
55	на самом	1	4
56	и есть	1	4
57	в которой	1	4
58	еще не	4	4
59	с его	4	4
60	с помощью	1	4
61	в нашем	3	4
62	в образе	1	4
63	точки зрения	5	4
64	но они	3	4
65	в результате	2	4
66	в литературе	4	4
67	что он	3	4
68	тем что	1	4
69	с другой	2	4
70	по своему	2	4
71	но это	1	4
72	все это	1	4
73	один из	6	4
74	перед нами	5	4
75	то что	9	4
76	жизни и	6	4
77	той же	1	3
78	и здесь	1	3
79	в ней	4	3
80	в чем	2	3
81	но как	3	3
82	в своем	3	3
83	и как	3	3
84	более или	1	3
85	то в	4	3
86	в себе	6	3
87	при этом	19	3
88	он не	3	3
89	и вот	2	3
90	и сам	1	3
91	для того	3	3
92	подобно тому	3	3
93	в году	2	3
94	после обеда	1	3
95	особенно в	2	3
96	том что	7	3
97	или менее	1	3
98	вернемся к	1	3
99	того чтобы	4	3
100	по своей	1	3
101	с ее	2	3
102	здесь не	2	3
103	в ее	1	3
104	роль в	2	3
105	что у	4	3
106	начала и	3	3
107	к нему	4	3
108	все время	1	3
109	того что	4	3
110	с ними	2	3
111	на языке	1	3
112	в качестве	14	3
113	и они	1	3
114	том числе	1	3
115	мы можем	2	3
116	не случайно	1	3
117	и даже	2	3
118	там где	1	3
119	границы между	1	3
120	тому как	3	3
121	все же	4	3
122	в пределе	1	3
123	у них	1	3
124	тот же	1	3
125	другой стороны	2	3
126	в частности	14	3
127	как известно	3	2
128	и то	3	2
129	значение это	1	2
130	в приведенном	1	2
131	и со	1	2
132	в виду	1	2
133	он был	1	2
134	в различных	1	2
135	с одной	1	2
136	но не	4	2
137	если в	2	2
138	один и	2	2
139	как в	4	2
140	хотя и	4	2
141	и наконец	1	2
142	и к	1	2
143	бы не	1	2
144	раз в	2	2
145	и тот	1	2
146	как он	1	2
147	так сказать	2	2
148	одному из	1	2
149	новое и	1	2
150	может быть	15	2
151	и мы	1	2
152	в жизни	3	2
153	соответствии с	4	2
154	мировой литературы	1	2
155	со своими	1	2
156	в один	1	2
157	не мог	6	2
158	в этих	2	2
159	в котором	1	2
160	с точки	1	2
161	в их	1	2
162	что я	1	2
163	мир и	1	2
164	их в	3	2
165	словами он	1	2
166	дело в	2	2
167	никогда не	4	2
168	связи с	2	2
169	в эпизоде	4	2
170	как будто	3	2
171	числе и	1	2
172	к тому	6	2
173	если же	1	2
174	о том	4	2
175	или в	6	2
176	времени и	9	2
177	во второй	1	2
178	поэтому в	1	2
179	с ним	2	2
180	т.п в	1	2
181	а также	6	2
182	будто он	1	2
183	существенную роль	1	2
184	также в	1	2
185	одной из	1	2
186	мы увидим	1	2
187	до нас	1	2
188	себя в	2	2
189	уже не	8	2
190	и у	1	2
191	уже в	1	2
192	его и	2	2
193	их как	1	2
194	друг друга	2	2
195	как раз	6	2
196	в особенности	2	2
197	со стороны	8	2
198	где они	2	2
199	о своей	2	2
200	именно в	3	2
201	в ряде	1	2
202	нового времени	1	2
203	одной стороны	1	2
204	они не	1	2
205	не на	1	2
206	в слове	3	2
207	разных местах	1	2
208	о чем	4	2
209	в той	2	2
210	да и	2	2
211	о его	2	2
212	и для	2	2
213	которых он	1	2
214	еще раз	3	2
215	жизни в	2	2
216	между ними	2	2
217	не может	8	2
218	на свет	1	2
