N	2gram	Bakhtin_Pr_5	Poddanst
1	не только	10	17
2	и в	35	14
3	и не	27	12
4	в этом	14	10
5	в отношении	9	10
6	в качестве	1	9
7	но в	19	9
8	то же	15	9
9	в том	5	9
10	в пределах	11	8
11	хотя бы	2	8
12	только в	6	7
13	в то	11	7
14	же время	10	7
15	в ней	2	6
16	было бы	3	6
17	но и	14	6
18	отношении к	7	5
19	в которых	2	5
20	с другой	4	5
21	может быть	14	5
22	и пр	1	5
23	а я	10	5
24	не в	10	5
25	о в	1	5
26	если бы	1	4
27	тех кто	1	4
28	в своем	2	4
29	и к	12	4
30	как бы	31	4
31	и если	1	4
32	том что	3	4
33	не может	18	4
34	и потому	1	4
35	в котором	3	4
36	по себе	4	4
37	что в	6	4
38	мы должны	3	4
39	же в	1	4
40	а в	7	4
41	то что	10	4
42	мы не	1	3
43	сводится к	3	3
44	столь же	2	3
45	между тем	4	3
46	это не	3	3
47	хотя и	2	3
48	и как	2	3
49	тот же	4	3
50	с ними	5	3
51	с одной	1	3
52	в себе	5	3
53	в нем	16	3
54	для того	1	3
55	прежде всего	12	3
56	с тем	3	3
57	и без	4	3
58	с точки	2	3
59	но не	6	3
60	потому что	8	3
61	точки зрения	7	3
62	я и	2	3
63	и это	5	2
64	отношения к	1	2
65	например в	2	2
66	в ее	3	2
67	в мире	4	2
68	было в	2	2
69	есть не	1	2
70	которую мы	1	2
71	по сравнению	1	2
72	является в	1	2
73	одних и	1	2
74	есть нечто	1	2
75	но к	1	2
76	никак не	1	2
77	в значительной	1	2
78	во всех	3	2
79	говорить о	3	2
80	в общем	3	2
81	во всей	1	2
82	отнюдь не	1	2
83	с этим	3	2
84	и пусть	2	2
85	того что	3	2
86	и весьма	1	2
87	к чему	1	2
88	бы ни	1	2
89	теперь в	4	2
90	есть в	1	2
91	но о	1	2
92	и резко	1	2
93	в начале	3	2
94	главным образом	1	2
95	и других	1	2
96	в его	21	2
97	из них	3	2
98	в виде	7	2
99	и вот	4	2
100	как раз	4	2
101	в статье	1	2
102	именно как	1	2
103	и с	12	2
104	точек зрения	2	2
105	может ли	1	2
106	и мы	1	2
107	в жизни	2	2
108	в них	4	2
109	а не	4	2
110	должно быть	3	2
111	в эту	4	2
112	образом на	1	2
113	друг другу	4	2
114	в тот	1	2
115	что из	1	2
116	не менее	2	2
117	все это	14	2
118	не о	4	2
119	одна из	1	2
120	мысль о	1	2
121	да и	5	2
122	еще более	1	2
123	тем более	1	2
124	заключает в	1	2
125	может и	1	2
126	как на	1	2
127	в применении	1	1
128	от этой	1	1
129	духовных исканий	1	1
130	с другом	4	1
131	и через	1	1
132	и то	5	1
133	в себя	1	1
134	по преимуществу	1	1
135	был и	1	1
136	чтобы дать	1	1
137	на нее	2	1
138	его нет	1	1
139	за то	1	1
140	те же	2	1
141	особенно в	2	1
142	и само	1	1
143	еще в	4	1
144	что дело	1	1
145	что уже	1	1
146	для этого	2	1
147	находится в	1	1
148	с ее	3	1
149	и ее	1	1
150	слова о	4	1
151	именно потому	2	1
152	характер этого	1	1
153	и что	6	1
154	еще не	7	1
155	и на	6	1
156	он был	1	1
157	с его	7	1
158	бы она	1	1
159	глаза на	1	1
160	и главное	1	1
161	связь между	1	1
162	ибо то	1	1
163	увидеть и	2	1
164	в противоречии	1	1
165	не все	1	1
166	что и	3	1
167	отличие от	2	1
168	да в	1	1
169	не просто	2	1
