N	2gram	Bakhtin_Fr_3	Vvedenie
1	и т	1	42
2	и в	40	32
3	в том	8	31
4	в этом	15	30
5	том что	4	26
6	может быть	9	26
7	не только	13	22
8	для того	3	21
9	того чтобы	4	20
10	таким образом	10	19
11	также и	4	18
12	то что	5	16
13	потому что	2	15
14	так как	4	15
15	не может	3	14
16	но также	1	14
17	в самом	6	13
18	в нем	5	13
19	о том	4	13
20	в их	4	12
21	в общем	1	12
22	представляет собой	1	12
23	в его	13	12
24	того что	1	12
25	только в	3	12
26	и не	13	12
27	как на	1	12
28	как мы	10	11
29	в ее	3	11
30	в данном	4	11
31	языка и	1	10
32	что в	12	10
33	то же	7	9
34	в истории	4	9
35	и как	3	9
36	но в	8	9
37	по себе	1	9
38	как об	1	9
39	между тем	3	9
40	в той	6	9
41	это не	2	8
42	не в	1	8
43	не менее	2	8
44	с другой	2	8
45	именно в	2	8
46	самом деле	3	7
47	но не	2	7
48	все же	2	7
49	было бы	4	7
50	точки зрения	2	7
51	уже и	1	7
52	в применении	1	7
53	можно было	3	7
54	дело с	1	7
55	как нечто	2	7
56	прежде всего	16	7
57	смысле этого	1	7
58	о котором	1	7
59	в большей	2	7
60	смысле слова	4	6
61	и это	2	6
62	из этих	2	6
63	как он	2	6
64	том чтобы	1	6
65	его в	1	6
66	с тем	1	6
67	как и	11	6
68	вовсе не	12	6
69	в то	6	6
70	в качестве	1	6
71	же время	6	6
72	тем что	3	6
73	не могут	1	6
74	один из	4	6
75	и его	17	6
76	и даже	4	6
77	до сих	4	6
78	но и	11	6
79	а именно	1	6
80	применении к	1	6
81	сих пор	4	6
82	все это	4	6
83	работы над	1	6
84	хотя бы	2	6
85	одним из	2	5
86	а как	1	5
87	в целом	2	5
88	иное как	1	5
89	так например	1	5
90	об этом	3	5
91	на почве	1	5
92	и тем	1	5
93	данном случае	2	5
94	в них	9	5
95	сказать что	3	5
96	имеет дело	1	5
97	быть в	2	5
98	так что	1	5
99	уже в	2	5
100	что не	1	5
101	а не	5	5
102	в течение	2	5
103	как бы	3	5
104	другой стороны	1	5
105	есть и	2	5
106	вместе с	3	5
107	связана с	2	4
108	как это	1	4
109	в первом	1	4
110	той же	8	4
111	мы имеем	1	4
112	науки и	1	4
113	что иное	1	4
114	по отношению	3	4
115	от этого	1	4
116	в себе	3	4
117	но ведь	3	4
118	истории и	1	4
119	в своей	6	4
120	в котором	2	4
121	по сравнению	2	4
122	как о	2	4
123	не имеет	1	4
124	нельзя не	1	4
125	в разных	2	4
126	здесь нет	2	4
127	времени и	2	4
128	внимание на	1	4
129	и что	1	4
130	как она	1	4
131	еще не	3	4
132	что он	2	4
133	и ее	2	4
134	с одной	1	4
135	в виде	1	4
136	одно из	3	4
137	всяком случае	1	4
138	само по	1	4
139	как раз	5	4
140	этом отношении	2	4
141	даже и	2	4
142	в особенности	5	4
143	и обратно	1	4
144	еще и	2	4
145	о чем	2	4
146	сравнению с	2	4
147	этом случае	1	4
148	и для	5	4
149	а в	3	4
150	не что	1	4
151	отношению к	2	4
152	во всяком	1	4
153	и есть	3	3
154	собственном смысле	1	3
155	что уже	1	3
156	в сущности	9	3
157	в виду	7	3
158	и на	8	3
159	своего рода	2	3
160	и к	3	3
161	бы и	1	3
162	что это	1	3
163	все эти	8	3
164	в этой	3	3
165	в известном	1	3
166	при этом	3	3
167	если бы	3	3
168	не как	1	3
169	свое время	1	3
170	на этом	2	3
171	на нее	1	3
172	второй половины	1	3
173	заключается в	1	3
174	в свое	1	3
175	и уже	1	3
176	мы видели	3	3
177	строгом смысле	1	3
178	чем в	1	3
179	здесь все	1	3
180	нисколько не	1	3
181	со всей	1	3
182	в этих	6	3
183	понятно что	1	3
184	и вот	2	3
185	этой работы	1	3
186	дело в	2	3
187	дело не	3	3
188	связи с	6	3
189	как будто	1	3
190	в области	4	3
191	но все	3	3
192	в ней	4	3
193	в в	1	3
194	в собственном	1	3
195	на том	1	3
196	что может	1	3
197	и вообще	1	3
198	язык и	2	3
199	можно сказать	2	3
200	а также	4	3
201	к нему	2	3
202	одной из	2	3
203	что даже	1	3
204	до нас	7	3
205	в начале	3	3
206	и других	6	3
207	из них	4	3
208	в одном	7	3
209	в конце	3	3
210	что и	3	3
211	отношение к	8	3
212	но что	1	3
213	он мог	1	3
214	именно как	1	3
215	или меньшей	3	3
216	до конца	6	3
217	говорит о	1	3
218	культуры не	1	3
219	так же	1	3
220	в строгом	1	3
221	и понимать	1	3
222	такого рода	3	3
223	да и	1	3
224	большей или	3	3
225	материал для	1	3
226	в своем	7	3
227	в результате	1	3
228	культуры в	1	3
229	к этому	6	3
230	в частности	3	3
231	гораздо более	1	3
232	вряд ли	1	2
233	наших дней	2	2
234	это делает	1	2
235	и до	8	2
236	из его	1	2
237	мы уже	13	2
238	есть не	1	2
239	мы не	2	2
240	на тему	2	2
241	жизни как	1	2
242	в основу	1	2
243	того же	2	2
244	и был	2	2
245	литературы и	1	2
246	и всего	1	2
247	при жизни	1	2
248	себе и	1	2
249	его к	2	2
250	в этот	2	2
251	выражение в	2	2
252	условиях его	1	2
253	заявляет что	3	2
254	не к	2	2
255	какой бы	2	2
256	одной и	2	2
257	подобно тому	1	2
258	но дело	3	2
259	такого же	1	2
260	в другом	3	2
261	и с	8	2
262	них не	1	2
263	на протяжении	3	2
264	в прошлом	1	2
265	для них	1	2
266	этого не	1	2
267	несмотря на	1	2
268	ни с	1	2
269	должно быть	1	2
270	она была	1	2
271	и при	1	2
272	с точки	1	2
273	мысли и	1	2
274	и той	2	2
275	не могли	1	2
276	том же	2	2
277	тому что	1	2
278	и истории	1	2
279	в отношении	1	2
280	культуры это	1	2
281	культурной жизни	2	2
282	с теми	1	2
283	одна из	3	2
284	о них	1	2
285	работа над	2	2
286	никогда не	1	2
287	ничего не	1	2
288	и латинский	1	2
289	следует что	1	2
290	находит себе	1	2
291	до того	2	2
292	как следует	1	2
293	у нас	4	2
294	возрождения и	1	2
295	с полной	1	2
296	этой книги	2	2
297	той или	2	2
298	рядом с	2	2
299	значительной мере	1	2
300	научной работы	1	2
301	в дальнейшем	2	2
302	и сам	2	2
303	так и	3	2
304	не с	1	2
305	отсюда и	1	2
306	к самой	1	2
307	не исчерпывается	2	2
308	для этого	3	2
309	и здесь	4	2
310	другом месте	1	2
311	в значительной	3	2
312	связь между	3	2
313	во всех	6	2
314	ее от	1	2
315	во втором	1	2
316	нуждается в	3	2
317	в языке	2	2
318	говорит он	2	2
319	в форме	2	2
320	язык в	1	2
321	вообще и	1	2
322	все время	1	2
323	которой в	1	2
324	по содержанию	1	2
325	быть и	1	2
326	здесь не	3	2
327	и так	2	2
328	для нее	1	2
329	себя со	1	2
330	до наших	2	2
331	к какому	1	2
332	литературы в	1	2
333	каждый из	1	2
334	только на	4	2
335	чтобы он	1	2
336	филологическое изучение	2	2
337	или иной	2	2
338	и др	7	2
339	те кто	1	2
340	них и	1	2
341	не было	5	2
342	в подлинном	2	2
343	в связи	5	2
344	с помощью	2	2
345	из которых	1	2
346	с этим	2	2
347	этого слова	2	2
348	тому как	1	2
349	это есть	2	2
350	но это	3	2
351	в более	3	2
352	это уже	1	2
353	и сама	2	2
354	между ними	3	2
355	обе эти	1	2
356	это может	1	2
357	ни к	1	2
358	будто бы	1	2
359	хотя в	2	2
360	он и	7	2
361	ко времени	1	2
362	время не	1	2
363	жизни и	4	2
364	и другие	2	2
365	с прочими	1	2
366	это в	2	2
367	например в	2	1
368	по адресу	2	1
369	с исторической	1	1
370	обычным выражением	1	1
371	века но	1	1
372	на самом	3	1
373	первой половины	1	1
374	в стороне	1	1
375	это и	2	1
376	в средние	1	1
377	в мировоззрении	1	1
378	и внутри	1	1
379	ведь и	1	1
380	др в	1	1
381	вкладывает в	1	1
382	объясняется и	1	1
383	был и	1	1
384	отношения к	1	1
385	долгое время	1	1
386	включая и	2	1
387	до времени	1	1
388	а уж	1	1
389	источников и	1	1
390	на такие	1	1
391	и новые	1	1
392	его современников	2	1
393	есть нечто	1	1
394	который был	1	1
395	свою особую	1	1
396	требует от	1	1
