N	2gram	Medvedev_F_3	FransuaR
1	и в	27	56
2	в романе	4	21
3	в его	7	18
4	таким образом	18	17
5	все эти	6	15
6	в этом	18	14
7	в том	7	13
8	так и	21	13
9	он был	4	12
10	в то	7	12
11	и его	19	12
12	то же	15	11
13	в них	3	11
14	в этих	3	11
15	до конца	4	11
16	как бы	8	11
17	и до	1	10
18	мы уже	3	10
19	еще не	6	10
20	же время	7	10
21	в эпоху	3	10
22	эпохи в	2	9
23	в самом	11	9
24	и не	30	9
25	только в	8	9
26	но и	10	9
27	в сущности	2	8
28	во всех	3	8
29	не только	9	8
30	в нем	15	8
31	и с	3	8
32	и их	5	8
33	и даже	2	8
34	до сих	1	8
35	и др	2	8
36	сих пор	1	8
37	все это	7	8
38	том что	4	8
39	и на	3	7
40	в большинстве	4	7
41	как мы	8	7
42	в частности	1	7
43	той же	3	6
44	в ее	4	6
45	в этой	2	6
46	но в	6	6
47	эпохи и	1	6
48	точки зрения	16	6
49	языка и	1	6
50	вовсе не	28	6
51	мы видим	1	6
52	связи с	5	6
53	большинстве случаев	5	6
54	связаны с	2	6
55	прежде всего	4	6
56	границы между	1	6
57	в той	3	6
58	все они	1	6
59	и все	8	6
60	потому что	7	6
61	одним из	3	5
62	с ее	2	5
63	с его	2	5
64	но не	5	5
65	в пределах	8	5
66	он не	1	5
67	так сказать	5	5
68	роль в	4	5
69	мы видели	4	5
70	такой же	2	5
71	в отношении	2	5
72	в процессе	15	5
73	никогда не	5	5
74	в области	2	5
75	один из	1	5
76	ни с	2	5
77	не было	1	5
78	как и	14	5
79	в творчестве	1	5
80	в условиях	3	5
81	в результате	5	5
82	что в	8	5
83	они не	4	5
84	ту же	2	4
85	и потому	5	4
86	но по	1	4
87	в ней	5	4
88	не был	1	4
89	за пределы	2	4
90	что это	3	4
91	в себе	3	4
92	при этом	8	4
93	их в	3	4
94	начала и	1	4
95	переходим к	1	4
96	и ее	6	4
97	и более	3	4
98	даже в	2	4
99	одна из	2	4
100	того чтобы	5	4
101	наконец в	1	4
102	вещи и	1	4
103	и других	1	4
104	о том	4	4
105	язык в	1	4
106	в ту	1	4
107	с одной	1	4
108	в качестве	1	4
109	конечно не	4	4
110	так как	9	4
111	в основе	3	4
112	в своих	6	4
113	в их	1	3
114	время в	3	3
115	не просто	1	3
116	связи и	2	3
117	в своем	2	3
118	кроме того	1	3
119	сливаются в	3	3
120	и всей	1	3
121	главным образом	2	3
122	всех этих	2	3
123	и самый	2	3
124	слова и	4	3
125	с начала	1	3
126	не в	12	3
127	но он	1	3
128	и почти	1	3
129	на рубеже	1	3
130	в форме	1	3
131	настоящего времени	1	3
132	во все	1	3
133	и был	1	3
134	и о	1	3
135	и здесь	1	3
136	настоящее время	1	3
137	как форма	1	3
138	между тем	7	3
139	существенную роль	1	3
140	слов и	4	3
141	в литературе	6	3
