N	3gram	Vygotskiy__3	formyVre
1	и т п	5	8
2	и как раз	1	6
3	для того чтобы	8	5
4	как раз в	1	4
5	мы уже указывали	1	4
6	до сих пор	5	3
7	в этом отношении	1	3
8	одно и то	2	3
9	мы уже говорили	3	3
10	не может быть	1	3
11	между этими двумя	1	3
12	в то время	2	3
13	и то же	2	3
14	и в сущности	1	2
15	но все же	1	2
16	и все другие	1	2
17	как если бы	3	2
18	с точки зрения	9	2
19	в мировой литературе	1	2
20	в отличие от	1	2
21	вместе с тем	2	2
22	в ней по	1	2
23	что в таком	1	2
24	то время как	2	2
25	с одной стороны	5	2
26	может быть и	1	2
27	по сравнению с	1	2
28	в точном смысле	1	2
29	все то что	6	2
30	с самого начала	6	2
31	в том что	11	2
32	к тому же	1	2
33	у них нет	1	1
34	и может быть	1	1
35	до наших времен	1	1
36	и до наших	1	1
37	мы видим в	2	1
38	и во всех	2	1
39	ему что он	1	1
40	а вовсе не	2	1
41	имеем в виду	1	1
42	в самом деле	18	1
43	в самом содержании	1	1
44	могли бы назвать	1	1
45	которых мы говорили	2	1
46	они не могут	1	1
47	в зависимости от	1	1
48	в романе или	1	1
49	в той же	1	1
50	как мы увидим	2	1
51	именно в тех	1	1
52	с тем что	1	1
53	совершенно ясно что	5	1
54	с тем и	1	1
55	эпоса и драмы	4	1
56	и ничего не	1	1
57	так сказать в	1	1
58	в одном и	1	1
59	в тех случаях	1	1
60	в данном случае	2	1
61	таким образом и	1	1
62	тот факт что	1	1
63	смысле этого слова	2	1
64	как люди не	1	1
65	в себя и	1	1
66	была бы совершенно	2	1
67	то что можно	1	1
68	и в этом	3	1
69	и как бы	2	1
70	на второй план	1	1
71	то есть такого	1	1
72	все более и	2	1
73	поэтому все эти	1	1
74	вовсе не является	1	1
75	во всяком случае	2	1
76	здесь не только	1	1
77	бросается в глаза	1	1
78	мы уже видели	1	1
79	вступает в свои	1	1
80	в свои права	1	1
81	и все же	1	1
82	сих пор не	1	1
83	имел в виду	1	1
84	таким образом все	1	1
85	в свою очередь	2	1
86	о том что	3	1
87	и в самом	10	1
88	более и более	2	1
89	наряду с этими	1	1
90	и объединены в	1	1
91	или во всяком	1	1
92	и вступает в	1	1
93	и все прочие	2	1
94	по преимуществу в	1	1
95	о которых мы	5	1
96	но конечно не	1	1
97	что и все	1	1
98	не считаясь с	1	1
99	в высшей степени	1	1
100	на одну минуту	1	1
101	и ее жизни	1	1
102	есть все то	1	1
