N	3gram	Tiupa_Lite_3	Myshleni
1	с точки зрения	3	18
2	для того чтобы	1	15
3	в том что	4	15
4	с другой стороны	2	9
5	с одной стороны	4	8
6	по отношению к	4	7
7	в другом месте	1	6
8	о том что	4	6
9	из того что	2	5
10	вместе с тем	1	5
11	в целом и	2	5
12	не может быть	3	5
13	в этом отношении	5	4
14	на то что	2	3
15	то же самое	2	3
16	в первую очередь	1	3
17	к тому что	1	3
18	в том чтобы	2	3
19	в свою очередь	1	3
20	и тем самым	2	3
21	друг от друга	1	3
22	то же время	7	2
23	именно в этом	1	2
24	и в частности	2	2
25	в данном случае	4	2
26	в значительной степени	1	2
27	я не могу	1	2
28	в одном из	2	2
29	в самом деле	2	2
30	в то же	7	2
31	раз в том	1	1
32	в чистом виде	1	1
33	на самом деле	1	1
34	вмешивается в ход	1	1
35	вместе с ней	1	1
36	если говорить о	1	1
37	в отличие от	5	1
38	так как мы	1	1
39	но и в	2	1
40	хотя и не	1	1
41	в себе и	1	1
42	не вмешивается в	1	1
43	том числе и	2	1
44	то что в	1	1
45	с этой точки	1	1
46	и то что	1	1
47	одной стороны и	2	1
48	ту или иную	1	1
49	как раз в	1	1
50	в этой связи	1	1
51	едва ли не	1	1
52	нас в данном	1	1
53	содержит в себе	1	1
54	не только в	2	1
55	состоит в том	2	1
56	в себе как	1	1
57	живой жизни от	1	1
58	первую очередь на	1	1
59	и при этом	1	1
60	которые могли бы	1	1
61	аналогично тому как	1	1
62	в этих словах	1	1
63	автора и его	1	1
64	в целом ряде	1	1
65	этой точки зрения	1	1
66	в ряду других	1	1
67	то что я	2	1
68	и вот в	1	1
69	в соответствии с	3	1
70	содержат в себе	1	1
71	и вместе с	2	1
72	не только не	1	1
73	в конечном счете	1	1
74	может быть выражено	1	1
75	в том числе	3	1
76	в силу своей	1	1
77	сама по себе	1	1
78	тем не менее	1	1
79	того чтобы стать	1	1
80	даже по отношению	1	1
81	той или иной	2	1
