N	3gram	Tiupa_Narr_2	Komedia
1	к тому же	4	10
2	едва ли не	1	5
3	в том что	8	5
4	о том что	4	4
5	для того чтобы	1	4
6	по отношению к	5	3
7	тому же в	2	3
8	так или иначе	1	3
9	в связи с	1	3
10	то же время	3	3
11	в то время	1	3
12	в последние десятилетия	1	3
13	в то же	3	3
14	сомневаться в том	1	2
15	в обоих случаях	1	2
16	в этом смысле	1	2
17	в ответ на	2	2
18	в частности в	1	2
19	до сих пор	1	2
20	в отличие от	5	2
21	то время как	1	2
22	с одной стороны	5	2
23	в нем не	1	2
24	то что он	1	2
25	во всяком случае	1	2
26	что у него	1	2
27	и т п	2	2
28	к тому что	3	2
29	можно было бы	1	2
30	не означает что	1	1
31	не принимает участия	1	1
32	мы имеем дело	2	1
33	что у нее	1	1
34	одной из этих	1	1
35	том что ни	1	1
36	в самом деле	1	1
37	никак не может	1	1
38	в соответствии с	3	1
39	с точки зрения	2	1
40	и в то	1	1
41	он говорит о	1	1
42	но и в	2	1
43	ни у кого	1	1
44	точно так же	2	1
45	а то и	2	1
46	как будто он	1	1
47	между детьми и	3	1
48	той или иной	3	1
49	не в его	1	1
50	если говорить о	1	1
51	почти полное забвение	1	1
52	его дочь и	1	1
53	в чем же	1	1
54	по сравнению с	1	1
55	имеем дело с	2	1
56	на второй план	2	1
57	всю свою жизнь	1	1
58	детьми и родителями	1	1
59	мере в какой	2	1
60	в полной мере	1	1
61	вместо того чтобы	1	1
62	не может быть	2	1
63	в своем роде	1	1
64	действующих лиц не	1	1
65	того или иного	3	1
66	и стало быть	1	1
67	более или менее	1	1
68	так и в	1	1
69	женщин и детей	1	1
70	было ясно что	1	1
71	по своему происхождению	1	1
72	не только в	6	1
73	ни о чем	1	1
74	тем более что	1	1
75	в большинстве случаев	1	1
76	тем не менее	4	1
77	легко представить себе	1	1
78	в столь же	1	1
79	вслед за этим	1	1
