N	2gram	Vygotskiy__3	formyVre
1	и в	38	46
2	в этом	13	22
3	и т	14	14
4	вовсе не	8	13
5	в романе	1	13
6	и его	6	12
7	во всех	4	11
8	не только	12	11
9	только в	4	11
10	т п	5	11
11	смерти в	1	11
12	как бы	14	10
13	то есть	15	10
14	точки зрения	16	10
15	в том	25	10
16	но в	3	10
17	мы уже	7	9
18	не в	12	9
19	у него	4	9
20	но и	5	9
21	вместе с	5	9
22	и не	10	9
23	и для	4	9
24	то же	10	8
25	как и	8	8
26	с точки	9	8
27	для того	8	8
28	того чтобы	9	8
29	потому что	14	8
30	в его	5	8
31	из них	6	8
32	жизни и	1	8
33	и на	6	7
34	так сказать	5	7
35	всех этих	2	7
36	так и	1	7
37	в них	3	7
38	может быть	19	7
39	времени в	1	7
40	в одном	8	7
41	то что	35	7
42	как мы	7	6
43	еще не	1	6
44	все же	8	6
45	и наконец	2	6
46	при этом	4	6
47	и с	1	6
48	его в	3	6
49	в основе	3	6
50	романе в	1	6
51	никогда не	4	6
52	те же	1	6
53	и во	2	6
54	так как	6	6
55	здесь в	2	6
56	все это	3	6
57	и все	10	6
58	но не	1	5
59	с этим	8	5
60	в своем	5	5
61	все эти	4	5
62	он не	6	5
63	в нем	4	5
64	должно быть	1	5
65	в то	3	5
66	и у	1	5
67	в частности	1	5
68	по существу	2	5
69	что в	20	5
70	отношения к	2	4
71	и самое	1	4
72	и он	1	4
73	что они	4	4
74	в истории	2	4
75	как в	4	4
76	из этих	3	4
77	в себе	4	4
78	их в	2	4
79	и было	1	4
80	том что	14	4
81	в котором	6	4
82	место в	3	4
83	героев и	1	4
84	уже говорили	3	4
85	к себе	2	4
86	смерти и	1	4
87	к смерти	2	4
88	с ним	2	4
89	о том	6	4
90	так что	8	4
91	конечно не	4	4
92	за ними	1	4
93	и их	1	4
94	а не	7	4
95	отнюдь не	2	4
96	с этой	2	4
97	еще более	1	4
98	же в	2	4
99	есть и	1	4
100	дан в	1	3
101	в виду	4	3
102	того же	3	3
103	мы будем	1	3
104	отношение к	1	3
105	нет и	1	3
106	хотя и	1	3
107	целый ряд	2	3
108	и как	8	3
109	уже не	2	3
110	та же	3	3
111	имеем в	1	3
112	т д	4	3
113	игра с	1	3
114	и по	2	3
115	таким образом	12	3
116	здесь мы	4	3
117	а затем	1	3
118	в совершенно	2	3
119	в их	1	3
120	в которых	6	3
121	не могли	4	3
122	она ни	1	3
123	кроме того	1	3
124	же самое	10	3
125	к тому	6	3
126	имеет место	2	3
127	себя и	1	3
128	на основе	1	3
129	роль в	1	3
130	и совершенно	4	3
131	том как	2	3
132	в другом	5	3
133	как у	1	3
134	что и	4	3
135	того что	4	3
136	тот же	3	3
137	что он	11	3
138	дана в	1	3
139	все они	2	3
140	в качестве	2	3
141	за счет	1	3
142	для него	2	3
143	тем что	3	3
144	в форме	1	3
145	что на	1	3
146	и даже	4	3
147	и прежде	1	3
148	не было	1	3
149	о чем	1	3
150	это значит	1	3
151	не является	1	3
152	в этих	2	3
153	ее в	4	3
154	а в	7	3
155	в море	2	3
156	всего в	1	3
157	и другие	2	3
158	к этому	3	3
159	о каждом	1	2
160	и есть	1	2
161	и так	1	2
162	и до	1	2
163	и людей	1	2
164	мы имеем	1	2
165	и стиль	1	2
166	в сущности	10	2
167	он был	3	2
168	в час	1	2
169	бы она	2	2
170	совсем не	3	2
171	к ним	3	2
172	в одной	2	2
173	то в	1	2
174	и к	3	2
175	от этого	1	2
176	тон и	1	2
177	в этой	13	2
178	с одной	6	2
179	только один	1	2
180	не могла	2	2
181	в корне	1	2
182	и вот	2	2
183	на этом	5	2
184	по аналогии	2	2
185	этого нового	1	2
186	здесь это	1	2
187	и рядом	1	2
188	далеко не	3	2
189	с тем	8	2
190	одна и	1	2
191	мы видели	6	2
192	автора и	2	2
193	и становится	1	2
194	своей жизни	2	2
195	но эта	1	2
196	но он	2	2
197	над ними	1	2
198	друг другу	2	2
199	в прямом	2	2
200	и более	2	2
201	и почти	1	2
202	в той	5	2
203	она не	6	2
204	и имеет	1	2
205	там где	6	2
206	и всегда	2	2
207	в самой	4	2
208	мире и	1	2
209	этом отношении	1	2
210	этих образов	1	2
211	очень часто	2	2
212	во все	1	2
213	и потому	1	2
214	и это	8	2
215	и о	3	2
216	здесь не	3	2
217	в себя	1	2
218	не мог	4	2
219	дано в	3	2
220	и та	2	2
221	можно сказать	1	2
222	в сюжете	1	2
223	это не	1	2
224	и только	3	2
225	у всех	4	2
226	одним ударом	1	2
227	что здесь	2	2
228	быть и	1	2
229	один из	6	2
230	мы видим	12	2
231	в литературу	1	2
232	со всеми	2	2
233	в поэзии	1	2
234	и других	1	2
235	представлений о	1	2
236	в конце	2	2
237	каждый из	1	2
238	до сих	6	2
239	с другой	7	2
240	именно в	1	2
241	и самая	1	2
242	было бы	12	2
243	и затем	2	2
244	больше и	3	2
245	в некоторых	1	2
246	у нас	2	2
247	а на	1	2
248	много в	1	2
249	до конца	2	2
250	и самый	1	2
251	если не	1	2
252	что все	3	2
253	не может	7	2
254	так же	2	2
255	как это	6	2
256	по своему	4	2
257	в данном	2	2
258	наряду с	3	2
259	в последнем	1	2
260	одновременно с	1	2
261	лежит в	2	2
262	и всех	1	2
263	дело идет	1	2
264	сих пор	5	2
265	только для	3	2
266	о его	1	2
267	ни для	1	2
268	в двух	9	2
269	у них	2	2
270	вовсе нет	2	2
271	но это	3	2
272	между ними	1	2
273	равно как	1	2
274	жизни а	1	2
275	в заключение	1	2
276	как на	3	2
277	во всяком	2	2
278	все что	1	2
279	себя как	2	1
280	говорили о	1	1
281	в обычном	1	1
282	например в	2	1
283	относится и	1	1
284	чтобы не	1	1
285	и действительно	2	1
286	и грубой	1	1
287	и то	8	1
288	характера а	2	1
289	на самом	2	1
290	это и	1	1
291	идет о	4	1
292	я тебя	1	1
293	которую они	2	1
294	по преимуществу	2	1
295	не имеют	2	1
296	должна быть	5	1
297	и больше	2	1
298	стороны мы	1	1
299	символов в	1	1
300	сказать по	1	1
301	которыми он	1	1
302	их и	1	1
303	в несколько	1	1
304	есть не	1	1
305	что если	4	1
306	которую мы	4	1
307	и момент	1	1
308	эпоса и	4	1
309	что уже	1	1
310	большую роль	1	1
311	впечатление от	2	1
312	он как	1	1
313	одновременно в	1	1
314	время как	4	1
315	рассказанный в	1	1
316	ни один	1	1
317	совершенно чужда	1	1
318	гибели и	5	1
319	в каждой	1	1
320	героев в	2	1
321	в ней	15	1
322	между собой	2	1
323	время в	5	1
324	в чем	1	1
325	с его	1	1
326	это имеет	2	1
327	в частном	1	1
328	с гениальной	1	1
329	но конечно	1	1
330	самом деле	21	1
331	все больше	2	1
332	истинный смысл	2	1
333	в общем	2	1
334	словами и	1	1
335	отличие от	1	1
336	красота и	1	1
337	это самое	1	1
338	как говорит	1	1
339	в трагедии	1	1
340	что как	3	1
341	более и	2	1
342	все остальные	1	1
343	в полном	2	1
344	они дают	1	1
345	когда он	4	1
346	что по	3	1
347	всех предыдущих	2	1
348	его к	2	1
349	имеет свои	1	1
350	хотя она	1	1
351	в самом	25	1
352	на поэтическую	2	1
353	животных и	2	1
354	впечатление совершенно	1	1
355	в которой	5	1
356	в гамлете	1	1
357	чем больше	1	1
358	бы не	3	1
359	вынуждены были	1	1
360	остановиться на	2	1
361	и тот	1	1
362	этого образа	1	1
363	и те	1	1
364	ее как	1	1
365	дальше и	1	1
366	а вовсе	2	1
367	самому существу	1	1
368	по самому	2	1
369	сказать в	1	1
370	и хитрый	1	1
371	мы можем	7	1
372	видеть весь	1	1
373	в тот	1	1
374	во славу	1	1
375	не как	1	1
376	образом и	2	1
377	в точном	1	1
378	на его	1	1
379	что тут	1	1
380	так например	2	1
381	есть истинная	1	1
382	одно и	3	1
383	становится как	1	1
384	но все	1	1
385	всех отношениях	1	1
386	которые начинает	1	1
387	обработки в	1	1
388	это же	2	1
389	на этой	1	1
390	для своей	1	1
391	это было	1	1
392	с животными	1	1
393	этот новый	1	1
394	моменты в	1	1
395	и тем	3	1
396	чаще всего	1	1
397	дурака и	1	1
398	действий и	1	1
399	и каждый	1	1
400	ни в	3	1
401	о которых	9	1
402	они получают	1	1
403	все равно	1	1
404	а за	1	1
405	он и	1	1
406	когда я	1	1
407	мы не	5	1
408	в тоне	1	1
409	такой же	2	1
410	в один	3	1
411	нисколько не	1	1
412	смысл и	4	1
413	он сказал	1	1
414	и еще	1	1
415	в своей	5	1
416	как все	2	1
417	видели в	1	1
418	в рассказ	1	1
419	с самого	6	1
420	не столько	1	1
421	на каждом	1	1
422	что до	1	1
423	морали в	3	1
424	он весь	1	1
425	в заключительных	1	1
426	и море	1	1
427	где она	3	1
428	в поэме	3	1
429	и эти	2	1
430	без всяких	3	1
431	борьбу с	1	1
432	однако в	1	1
433	всякого поэтического	1	1
434	случае мы	1	1
435	тому что	6	1
436	же самого	2	1
437	всю картину	1	1
438	не представляют	1	1
439	нет никакого	2	1
440	ему как	1	1
441	ее так	2	1
442	в таких	1	1
443	с которой	1	1
444	не имеет	6	1
445	самого начала	6	1
446	дело в	1	1
447	одна из	4	1
448	на него	1	1
449	не по	1	1
450	весь этот	3	1
451	но только	8	1
452	и уже	2	1
453	это мы	1	1
454	заключены в	1	1
455	того и	1	1
456	так много	1	1
457	широко и	1	1
458	под этим	2	1
459	на два	1	1
460	трагедии в	1	1
461	этих двух	1	1
462	или как	1	1
463	здесь на	1	1
464	и притом	1	1
465	как она	1	1
466	он хочет	2	1
467	вперед и	1	1
468	к вам	1	1
469	первые четыре	1	1
470	каждой из	1	1
471	большом количестве	1	1
472	точном смысле	1	1
473	в стиле	1	1
474	и здесь	6	1
475	не могут	2	1
476	когда мы	2	1
477	как только	3	1
478	этому ряду	1	1
479	бы он	1	1
480	катастрофа и	1	1
481	сказать что	4	1
482	тот и	1	1
483	где он	3	1
484	всегда в	1	1
485	с ее	2	1
486	как не	1	1
487	свою очередь	2	1
488	но при	1	1
489	в ее	7	1
490	данном случае	2	1
491	характер и	1	1
492	действия и	2	1
493	говорили что	1	1
494	то время	2	1
495	принимают участие	1	1
496	на свой	1	1
497	и дальше	2	1
498	не за	1	1
499	к эпической	1	1
500	здесь он	1	1
501	это вовсе	1	1
502	и которые	3	1
503	этого как	2	1
504	к самой	2	1
505	она была	4	1
506	по сравнению	1	1
507	мы в	2	1
508	если бы	14	1
509	из одного	3	1
510	и вообще	1	1
511	один человек	1	1
512	на море	1	1
513	все дело	1	1
514	это мне	1	1
515	часто и	1	1
516	внимание на	2	1
517	но мы	2	1
518	никак не	7	1
519	и что	18	1
520	в глаза	2	1
521	не имеем	1	1
522	требует для	1	1
523	все их	1	1
524	совершенно ясна	2	1
525	может не	1	1
526	аналогии с	2	1
527	доходит до	1	1
528	между тем	7	1
529	этот момент	1	1
530	глубокий и	1	1
531	у другого	1	1
532	когда дело	1	1
533	говорит он	2	1
534	даже для	1	1
535	всего этого	2	1
536	и следовательно	2	1
537	которой в	1	1
538	следовало бы	1	1
539	в другую	1	1
540	и одновременно	2	1
541	же к	1	1
542	вступить в	1	1
543	мы увидим	12	1
544	что даже	2	1
545	его жизнь	1	1
546	должен быть	3	1
547	должен был	2	1
548	и ее	2	1
549	здесь с	2	1
550	по этому	1	1
551	больше чем	4	1
552	именно на	1	1
553	образов в	1	1
554	для всех	2	1
555	есть в	2	1
556	не можем	4	1
557	то и	3	1
558	в виде	2	1
559	рассказывает о	3	1
560	участие в	1	1
561	было показать	1	1
562	был бы	3	1
563	мы встречаем	1	1
564	ведь это	1	1
565	здесь исключительно	1	1
566	от радости	1	1
567	и вместе	2	1
568	момент в	1	1
569	со всем	1	1
570	без всякой	2	1
571	вероятно не	1	1
572	значение которое	1	1
573	вся ситуация	1	1
574	характерно для	1	1
575	еще и	2	1
576	такое же	3	1
577	в отличие	1	1
578	души и	1	1
579	что не	3	1
580	образами и	1	1
581	которых мы	6	1
582	ничем не	1	1
583	в рассказе	1	1
584	другой стороны	5	1
585	него не	1	1
586	несмотря на	5	1
587	но как	2	1
588	тем больше	2	1
589	в речи	3	1
590	но что	2	1
591	они принимают	1	1
592	все более	2	1
593	так называемой	3	1
594	своей книги	1	1
595	где эта	1	1
596	надо было	2	1
597	от анализа	1	1
598	и глубоко	1	1
599	в изображении	1	1
600	одной стороны	5	1
601	сравнению с	1	1
602	не понимать	1	1
603	есть на	1	1
604	утверждая что	1	1
605	это есть	2	1
606	в тех	4	1
607	быть только	1	1
