N	3gram	Trubetskoy_1	Myslijsy
1	в том что	3	16
2	смысле этого слова	1	7
3	только тогда когда	1	7
4	по отношению к	1	5
5	заключает в себе	2	5
6	по крайней мере	5	5
7	не в том	1	5
8	а в том	1	5
9	то же время	2	5
10	в то же	2	5
11	вместе с тем	8	4
12	с другой стороны	1	4
13	в то время	1	4
14	более или менее	5	3
15	до сих пор	5	3
16	с одной стороны	7	3
17	в свою очередь	1	3
18	тем не менее	3	3
19	для того чтобы	5	3
20	не может быть	1	3
21	что и в	1	3
22	а между тем	1	2
23	в этом последнем	1	2
24	из этих слов	1	2
25	в таком случае	1	2
26	потому что и	2	2
27	в этом отношении	2	2
28	но тем не	1	2
29	в первом случае	1	2
30	но вместе с	2	2
31	так и в	1	2
32	не только не	1	2
33	можно сказать что	2	2
34	с тем и	2	2
35	в себе не	1	2
36	не к одному	1	1
37	в том виде	2	1
38	следует заметить что	1	1
39	еще только в	2	1
40	потому что в	1	1
41	одной из этих	1	1
42	в самом деле	1	1
43	при таких условиях	1	1
44	к мысли о	1	1
45	то же самое	2	1
46	сих пор еще	2	1
47	к этому что	1	1
48	сами по себе	1	1
49	что все эти	1	1
50	но все это	2	1
51	и конечно не	1	1
52	на каждом шагу	1	1
53	от них в	1	1
54	с ними в	1	1
55	только в силу	1	1
56	же что и	1	1
57	ясно что и	1	1
58	что происходит в	1	1
59	ни с одним	1	1
60	в общих чертах	1	1
61	в данном случае	1	1
62	по всей вероятности	1	1
63	как на нечто	1	1
64	и тот же	1	1
65	мы видели выше	1	1
66	язык в том	1	1
67	или по крайней	1	1
68	притом не только	1	1
69	а не как	1	1
70	так или иначе	3	1
71	с нашей точки	1	1
72	один из этих	1	1
73	что касается до	1	1
74	тем что в	1	1
75	один и тот	1	1
76	что оно имеет	1	1
77	и таким образом	3	1
78	только то что	1	1
79	у него в	1	1
80	и в новом	1	1
81	таким образом в	2	1
82	а вместе с	1	1
83	что даже в	1	1
84	те же что	1	1
85	о том что	4	1
86	ничего общего с	2	1
87	тем и другим	1	1
88	в очень редких	1	1
89	в связь с	1	1
90	но и от	1	1
91	на то что	2	1
92	может и не	1	1
93	не менее совершенно	1	1
94	после того как	1	1
95	с течением времени	3	1
96	из них не	1	1
97	друг с другом	5	1
98	не только от	1	1
99	именно потому что	1	1
100	к тому же	4	1
101	могло бы быть	1	1
102	жизни с тем	1	1
