N	2gram	Vinokur_Vv_1	EvropaiE
1	и в	27	37
2	в отношении	2	32
3	точки зрения	7	23
4	что в	11	21
5	не только	21	18
6	с точки	2	17
7	в то	5	16
8	то же	8	15
9	хотя бы	5	15
10	отношении к	2	15
11	в своем	3	14
12	но в	10	14
13	же время	5	14
14	в качестве	7	14
15	но и	5	14
16	и не	13	14
17	в этом	34	12
18	в их	11	11
19	в области	4	11
20	в том	31	11
21	так и	1	10
22	в себе	4	9
23	только в	13	9
24	прежде всего	8	9
25	все более	3	9
26	не может	13	9
27	так же	3	9
28	т е	38	9
29	в ее	11	8
30	было бы	5	8
31	в своей	4	8
32	к тому	4	8
33	между тем	8	8
34	с одной	4	8
35	одной стороны	4	8
36	также и	16	7
37	а также	3	7
38	того что	12	7
39	так как	13	7
40	с другой	8	7
41	как и	5	7
42	по своему	5	7
43	может быть	24	6
44	и на	3	6
45	во всех	2	6
46	стороны и	3	6
47	на то	1	6
48	том что	26	6
49	эти области	4	6
50	того чтобы	21	6
51	вовсе не	6	6
52	для того	21	6
53	и даже	5	6
54	как бы	5	6
55	с этой	4	6
56	то что	17	6
57	же как	3	5
58	но не	7	5
59	не в	8	5
60	в россии	1	5
61	но если	3	5
62	как мы	9	5
63	одной из	3	5
64	в виде	4	5
65	со стороны	12	5
66	от этого	5	5
67	в частности	3	5
68	в течение	5	5
69	в той	7	5
70	этой точки	1	5
71	то в	1	4
72	мы не	2	4
73	вопрос о	8	4
74	в полной	1	4
75	в некотором	1	4
76	в ней	3	4
77	независимо от	3	4
78	в самом	12	4
79	во многих	1	4
80	культурной жизни	2	4
81	то ни	1	4
82	того или	1	4
83	несмотря на	2	4
84	чем в	3	4
85	как совокупность	2	4
86	из числа	2	4
87	не имеет	4	4
88	иными словами	1	4
89	той или	1	4
90	бы то	1	4
91	по себе	9	4
92	можно сказать	3	4
93	тем более	2	4
94	именно в	8	4
95	на всем	1	4
96	ни было	1	4
97	само по	3	4
98	или иной	1	4
99	не на	1	4
100	мира в	1	4
101	как это	5	4
102	сказать что	5	4
103	или иного	1	4
104	культуры в	5	4
105	в каком	1	4
106	в применении	6	3
107	бы и	2	3
108	и народов	1	3
109	и со	1	3
110	того же	3	3
111	время в	2	3
112	в общем	12	3
113	как в	1	3
114	и к	1	3
115	себе не	1	3
116	или иную	1	3
117	представляет собой	12	3
118	в известном	3	3
119	вообще не	3	3
120	в определенном	1	3
121	мы можем	2	3
122	не дает	1	3
123	этом смысле	11	3
124	и тем	5	3
125	в них	4	3
126	с тем	6	3
127	мы видели	2	3
128	можно считать	1	3
129	во второй	3	3
130	в которых	6	3
131	европейской культуры	1	3
132	дело в	3	3
133	никогда не	3	3
134	данного народа	2	3
135	потому что	14	3
136	заключает в	1	3
137	уже и	7	3
138	ли это	1	3
139	можно было	7	3
140	по признаку	2	3
141	о том	15	3
142	что и	3	3
143	народов и	2	3
144	известном смысле	3	3
145	в стороне	1	3
146	европе и	1	3
147	всяком случае	3	3
148	этот факт	1	3
149	из них	3	3
150	ту или	1	3
151	очевидно что	1	3
152	потребность в	1	3
153	в известной	3	3
154	в прошлом	2	3
155	к ним	1	3
156	тем что	6	3
157	этом отношении	3	3
158	и прежде	1	3
159	в свою	1	3
160	говорит о	3	3
161	связано с	1	3
162	в данном	11	3
163	применении к	6	3
164	в культуре	1	3
165	и для	4	3
166	и от	1	3
167	в результате	3	3
168	ее в	1	3
169	как на	11	3
170	во всяком	3	3
171	и то	5	2
172	что эти	1	2
173	ведь и	1	2
174	должна быть	2	2
175	есть не	3	2
176	что если	2	2
177	из того	2	2
178	которое в	2	2
179	меньшей степени	1	2
180	не нужно	2	2
181	между собой	1	2
182	он сам	3	2
183	но как	2	2
184	в сторону	1	2
185	и чем	1	2
186	как их	1	2
187	в истории	9	2
188	с этим	2	2
189	помнить что	1	2
190	как культура	1	2
191	хотя и	3	2
192	и как	9	2
193	есть ли	1	2
194	что это	3	2
195	чем больше	2	2
196	большей части	2	2
197	чем на	1	2
198	в этой	3	2
199	всего к	2	2
200	что к	1	2
201	этот процесс	3	2
202	с течением	6	2
203	как оно	3	2
204	главным образом	1	2
205	отношений между	3	2
206	в силу	3	2
207	какой бы	2	2
208	их из	1	2
209	проблемы и	2	2
210	таким образом	19	2
211	это значит	1	2
212	и с	2	2
213	заключается в	4	2
214	с другими	1	2
215	сказывается в	1	2
216	известных пределах	1	2
217	и творчества	2	2
218	для них	1	2
219	своему характеру	1	2
220	в своих	2	2
221	духовной жизни	3	2
222	иначе говоря	1	2
223	и того	2	2
224	в эту	1	2
225	в этих	3	2
226	и сейчас	2	2
227	в котором	4	2
228	представление о	1	2
229	не к	2	2
230	и более	1	2
231	тогда когда	3	2
232	ними и	1	2
233	и имеет	1	2
234	как будто	3	2
235	что на	1	2
236	течением времени	6	2
237	не могут	5	2
238	могут быть	4	2
239	всего в	1	2
240	но также	14	2
241	утверждать что	1	2
242	ее областей	1	2
243	которого мы	2	2
244	как не	1	2
245	свою очередь	1	2
246	говоря уже	2	2
247	данном случае	5	2
248	культуры и	1	2
249	мог бы	2	2
250	по сравнению	3	2
251	если бы	2	2
252	в содержании	1	2
253	определенном смысле	1	2
254	в известных	2	2
255	но нужно	1	2
256	и та	1	2
257	второй половине	2	2
258	и что	4	2
259	в значительной	2	2
260	к нему	2	2
261	ее от	2	2
262	иных областей	1	2
263	во втором	2	2
264	в его	10	2
265	во всей	1	2
266	также в	1	2
267	мы должны	1	2
268	но с	4	2
269	этот вопрос	4	2
270	в какой	4	2
271	есть в	1	2
272	народов не	1	2
273	при помощи	2	2
274	и других	3	2
275	участие в	1	2
276	в одном	4	2
277	какой-либо иной	1	2
278	заметить что	1	2
279	значение только	1	2
280	а именно	6	2
281	на основании	5	2
282	на этот	4	2
283	а не	3	2
284	не означает	1	2
285	долгое время	1	2
286	человеческой культуры	2	2
287	что все	1	2
288	вместе с	6	2
289	или по	1	2
290	сравнению с	3	2
291	наряду с	2	2
292	в европейской	1	2
293	что же	3	2
294	ко всему	1	2
295	ценностей а	1	2
296	и каждая	1	2
297	или в	1	2
298	культуры не	3	2
299	и все	1	2
300	но еще	1	2
301	бы в	1	2
302	еще более	1	2
303	же в	1	2
304	мы видим	1	2
305	а в	5	2
306	не есть	4	2
307	между ними	2	2
308	не говоря	2	2
309	культуры как	6	2
310	другой стороны	5	2
311	в гораздо	1	2
312	частности в	1	2
313	жизни и	2	2
314	и эта	1	2
315	вопрос мы	1	1
316	также что	1	1
317	рода и	1	1
318	и т	43	1
319	например в	2	1
320	до него	1	1
321	связана с	4	1
322	в тех	2	1
323	и это	6	1
324	тех же	1	1
325	малой азии	1	1
326	традиции как	1	1
327	в чисто	4	1
328	и до	2	1
329	права и	1	1
330	речь идет	2	1
331	определяется в	1	1
332	была эпохой	1	1
333	той же	4	1
334	смотреть на	4	1
335	том насколько	1	1
336	из всего	1	1
337	смысле этот	1	1
338	что между	1	1
339	чтобы превратить	1	1
340	по самой	2	1
341	ответить на	1	1
342	чтобы не	1	1
343	ее частей	2	1
344	как обычно	1	1
345	есть нечто	1	1
346	говорить о	3	1
347	народы как	1	1
348	а для	1	1
349	их до	1	1
350	на практике	1	1
351	то это	3	1
352	когда мы	2	1
353	в каждой	2	1
354	чем то	1	1
355	изменение в	1	1
356	науки с	3	1
357	быть в	4	1
358	качестве примера	1	1
359	нам представляется	1	1
360	знания с	1	1
361	что его	1	1
362	истории в	2	1
363	возможности и	1	1
364	то мы	1	1
365	самих себя	1	1
366	и всего	1	1
367	значение и	2	1
368	по отношению	4	1
369	для всякого	1	1
370	в новом	1	1
371	тогда как	2	1
372	отличие от	3	1
373	и будет	1	1
374	теперь не	1	1
375	можно представить	2	1
376	которые не	1	1
377	при известных	1	1
378	в центре	4	1
379	в одной	1	1
380	дает нам	1	1
381	что нет	2	1
382	все же	8	1
383	однако не	4	1
384	кроме того	1	1
385	смысле этого	8	1
386	времени стали	1	1
387	что по	1	1
388	говорит об	1	1
389	его к	2	1
390	к культуре	2	1
391	увидим что	1	1
392	в этот	2	1
393	психологии и	1	1
394	та же	1	1
395	культуру как	1	1
396	это есть	2	1
397	их развитии	1	1
398	таковы например	1	1
399	бы с	1	1
400	при благоприятных	1	1
401	каждого народа	1	1
402	свойствами в	1	1
403	идут в	1	1
404	с их	5	1
405	и тот	1	1
406	бы только	1	1
407	тому же	1	1
408	и те	2	1
409	претендовать на	1	1
410	на его	1	1
411	к выводу	6	1
412	тем большее	1	1
413	в свет	1	1
414	с традициями	1	1
415	при этом	3	1
416	т д	37	1
417	от которых	2	1
418	культур в	1	1
419	не значит	1	1
420	в принципе	2	1
421	состоит в	2	1
422	не как	3	1
423	античного мира	1	1
424	же язык	1	1
425	в новой	1	1
426	то как	1	1
427	на этом	3	1
428	его можно	2	1
429	находит себе	2	1
430	или иных	3	1
431	принципа в	1	1
432	и наоборот	2	1
433	две области	1	1
434	но все	3	1
435	значительной степени	1	1
436	не находятся	1	1
437	как они	1	1
438	а затем	1	1
439	в нем	13	1
440	они должны	1	1
441	значение в	2	1
442	различие между	1	1
443	же касается	2	1
444	в глубине	1	1
445	физику и	1	1
446	лишь в	1	1
447	входит в	2	1
448	которая как	2	1
449	лишь на	1	1
450	истории и	4	1
451	в жизни	1	1
452	который по	2	1
453	к области	1	1
454	человечества на	1	1
455	о которых	2	1
456	рядом с	2	1
457	она и	1	1
458	несомненно представляет	1	1
459	соответствии с	2	1
460	русской культуры	1	1
461	более слабой	1	1
462	во внимание	2	1
463	всегда и	1	1
464	нельзя признать	2	1
465	сильнее чем	2	1
466	народа и	1	1
467	перед собой	1	1
468	в изучении	2	1
469	в такой	1	1
470	если можно	1	1
471	же направлении	1	1
472	большей степени	2	1
473	в отличие	3	1
474	что при	1	1
475	далее в	1	1
476	от себя	3	1
477	можно применить	1	1
478	на такие	1	1
479	свое существование	2	1
480	на другую	1	1
481	том же	2	1
482	в духовной	1	1
483	для этого	3	1
484	его историческом	1	1
485	вникнуть в	1	1
486	для нее	1	1
487	бы нас	1	1
488	тому что	2	1
489	других народов	1	1
490	второго рода	1	1
491	если и	1	1
492	все эти	3	1
493	не менее	8	1
494	на рубеже	2	1
495	следует толковать	1	1
496	что с	3	1
497	этого же	1	1
498	с теми	2	1
499	в обоих	2	1
500	правда в	1	1
501	одна из	2	1
502	чтобы в	1	1
503	было у	1	1
504	о таких	1	1
505	из их	1	1
506	он мог	3	1
507	казалось бы	2	1
508	в разных	5	1
509	в самой	1	1
510	находятся в	2	1
511	в русском	1	1
512	к концу	1	1
513	за исключением	1	1
514	осуществляется в	1	1
515	следует понимать	1	1
516	во всем	2	1
517	и его	5	1
518	каждой из	3	1
519	связи с	3	1
520	е не	2	1
521	следует что	2	1
522	если нельзя	1	1
523	у нас	2	1
524	такие же	1	1
525	но какой	1	1
526	он называет	1	1
527	к сфере	1	1
528	должны быть	1	1
529	для такого	1	1
530	свое значение	2	1
531	народы азии	1	1
532	прошлом и	3	1
533	толковать в	1	1
534	для себя	1	1
535	приходит к	1	1
536	и о	1	1
537	то она	1	1
538	и науки	2	1
539	значительной мере	1	1
540	отдельные области	4	1
541	язык и	3	1
542	человеческой истории	1	1
543	он определяет	1	1
544	то или	1	1
545	на свой	1	1
546	литературы и	1	1
547	котором мы	1	1
548	и сам	2	1
549	что может	3	1
550	которыми мы	1	1
551	германии в	1	1
552	одного из	1	1
553	об этом	5	1
554	культуры во	1	1
555	еще в	1	1
556	по ее	1	1
557	имеется в	1	1
558	в осуществлении	1	1
559	которая в	1	1
560	и вообще	3	1
561	с ним	1	1
562	в определенной	1	1
563	при том	5	1
564	в построении	1	1
565	в положении	1	1
566	азии и	1	1
567	к проблемам	2	1
568	на вопрос	6	1
569	внимание на	4	1
570	с разных	1	1
571	в вопросах	1	1
572	времени в	3	1
573	это изменение	1	1
574	связь между	4	1
575	это может	2	1
576	из себя	1	1
577	а через	1	1
578	отрицательный ответ	1	1
579	однако с	2	1
580	самом процессе	1	1
581	которая должна	1	1
582	разных отраслях	1	1
583	в лучшем	1	1
584	различия между	1	1
585	значит что	1	1
586	большей или	2	1
587	развития но	1	1
588	быть и	2	1
589	один из	6	1
590	что наряду	1	1
591	iv в	2	1
592	с отношениями	1	1
593	тот же	1	1
594	связь и	1	1
595	с ними	1	1
596	дело с	6	1
597	этого можно	1	1
598	известных условиях	1	1
599	как нечто	8	1
600	и внутри	1	1
601	помощи которого	1	1
602	эта идея	1	1
603	на которые	1	1
604	или же	3	1
605	и ее	4	1
606	по этому	2	1
607	с которыми	1	1
608	ведь в	1	1
609	к какому	2	1
610	и настоящем	1	1
611	уже не	5	1
612	уже в	5	1
613	только тогда	1	1
614	в начале	3	1
615	что не	5	1
616	от других	2	1
617	в точном	1	1
618	но совершенно	1	1
619	но от	1	1
620	одно из	5	1
621	для него	1	1
622	представить себе	5	1
623	стороны тех	1	1
624	мы находим	1	1
625	и должна	1	1
626	гораздо большей	1	1
627	целого круга	1	1
628	что прежде	1	1
629	от того	3	1
630	более молодых	1	1
631	в более	2	1
632	или иное	1	1
633	области культуры	3	1
634	или иначе	4	1
635	здесь нужно	1	1
636	оно будет	1	1
637	в каких	1	1
638	к которому	1	1
639	с той	1	1
640	или меньшей	2	1
641	в ряде	2	1
642	ряде случаев	1	1
643	русской истории	1	1
644	обратиться к	1	1
645	те кто	2	1
646	в соответствии	2	1
647	только ту	1	1
648	традиции с	2	1
649	не было	1	1
650	что обе	2	1
651	которых мы	1	1
652	зависит от	3	1
653	своих потребностей	1	1
654	и далее	2	1
655	он рассматривает	1	1
656	так называемой	3	1
657	разделения труда	2	1
658	что из	1	1
659	что мы	2	1
660	сложнее чем	2	1
661	мы знаем	1	1
662	если не	1	1
663	в связи	2	1
664	так называемых	4	1
665	входить в	1	1
666	уже о	1	1
667	и теми	2	1
668	как одно	1	1
669	историческом и	1	1
670	в европе	1	1
671	многих случаях	1	1
672	о возможности	1	1
673	этих случаях	2	1
674	а если	2	1
675	это были	1	1
676	она есть	5	1
677	есть только	2	1
678	в среде	1	1
679	случае она	1	1
680	областях в	1	1
681	возможна ли	1	1
682	ее традиции	1	1
683	действительно ли	1	1
684	которые идут	1	1
685	должно быть	2	1
