N	3gram	Bakhtin_Fr_1	Narrotol
1	не только в	1	6
2	в том что	6	5
3	к тому же	1	5
4	то же время	1	4
5	той или иной	5	4
6	в то же	1	4
7	не может быть	1	4
8	по отношению к	1	3
9	в этом отношении	3	3
10	для того чтобы	1	3
11	начало и конец	1	3
12	в самом деле	1	2
13	так и не	3	2
14	до сих пор	4	2
15	сами по себе	1	2
16	но и на	1	2
17	в отличие от	4	2
18	но и в	2	2
19	чем иным как	1	2
20	как раз в	1	2
21	в связи с	1	2
22	дело в том	2	2
23	во всяком случае	1	2
24	можно сказать что	1	2
25	в известном смысле	1	2
26	это уже не	3	1
27	смысловых и ценностных	1	1
28	этого термина в	1	1
29	большей или меньшей	4	1
30	что было для	1	1
31	в том числе	10	1
32	на ранних этапах	1	1
33	сих пор еще	3	1
34	не могла бы	1	1
35	с другой стороны	1	1
36	с точки зрения	3	1
37	и не только	1	1
38	и еще более	1	1
39	них как бы	1	1
40	и не может	1	1
41	до известной степени	1	1
42	жизни и смерти	1	1
43	при этом что	1	1
44	жизни но и	1	1
45	в особенности в	1	1
46	в самом начале	1	1
47	в меньшей степени	1	1
48	с одной стороны	2	1
49	но при этом	1	1
50	в значительной степени	2	1
51	друг с другом	1	1
52	в большей или	4	1
53	случае не подлежит	1	1
54	из них не	1	1
55	в той или	5	1
56	свое отражение в	1	1
57	бросается в глаза	1	1
58	то что мы	1	1
59	имея в виду	1	1
60	и т.п в	2	1
61	так и его	1	1
62	на протяжении всего	2	1
63	существенную роль в	2	1
64	том числе и	7	1
65	но все же	2	1
66	друг от друга	1	1
67	не представляется возможным	1	1
68	на самом деле	2	1
69	за пределами искусства	1	1
70	или иной степени	1	1
71	во всех его	2	1
72	в отрыве от	2	1
73	не входит в	2	1
