N	2gram	Kanaev_Sov_1	Istorich
1	и в	7	24
2	не только	4	21
3	может быть	12	14
4	не может	17	14
5	что в	2	13
6	мы имеем	1	12
7	в этом	7	12
8	в ином	1	12
9	это не	4	10
10	том что	1	10
11	и что	2	10
12	у него	2	10
13	мы видим	2	10
14	а в	4	10
15	все же	3	9
16	с другой	1	9
17	не в	3	9
18	о том	1	9
19	то же	3	8
20	еще не	3	8
21	так как	4	8
22	а не	3	8
23	все это	3	8
24	или в	1	8
25	во всех	1	7
26	таким образом	11	7
27	мы видели	4	7
28	одна из	3	7
29	к нему	1	7
30	один из	1	7
31	в том	4	7
32	вместе с	4	7
33	что это	2	6
34	но не	1	6
35	как он	3	6
36	в нем	3	6
37	он не	1	6
38	как и	6	6
39	для нас	3	6
40	и все	3	6
41	только в	1	6
42	так же	1	6
43	с одной	2	5
44	но в	3	5
45	что она	3	5
46	не менее	2	5
47	с ним	1	5
48	ничего не	6	5
49	одной стороны	1	5
50	там где	1	5
51	же как	1	4
52	он может	3	4
53	мы уже	1	4
54	мы не	9	4
55	как бы	4	4
56	при этом	3	4
57	что задача	1	4
58	мы можем	6	4
59	но все	2	4
60	точки зрения	12	4
61	тем не	2	4
62	по существу	1	4
63	не имеет	1	4
64	никогда не	1	4
65	так в	1	4
66	ли он	1	4
67	то и	2	4
68	вовсе не	1	4
69	ее на	2	4
70	в данном	1	4
71	и не	6	4
72	мы должны	4	4
73	одной из	1	4
74	с его	1	3
75	кроме того	1	3
76	хотя и	1	3
77	и наконец	5	3
78	из этих	2	3
79	в дальнейшем	4	3
80	и если	1	3
81	и по	2	3
82	его в	1	3
83	уже знаем	1	3
84	которой он	2	3
85	и становится	1	3
86	она в	1	3
87	представление о	1	3
88	знаем что	2	3
89	вопрос о	4	3
90	для объяснения	1	3
91	в конце	3	3
92	таких случаев	1	3
93	но они	1	3
94	как мы	2	3
95	видим что	1	3
96	и его	1	3
97	связи с	1	3
98	из одного	2	3
99	данном случае	1	3
100	исчезает из	1	3
101	здесь нет	1	3
102	уже в	3	3
103	на ней	1	3
104	такое объяснение	1	3
105	не случайно	1	3
106	и даже	2	3
107	по своим	1	3
108	сих пор	1	3
109	но это	1	3
110	следующим образом	3	3
111	но тем	1	2
112	здесь и	1	2
113	не имеют	1	2
114	по его	1	2
115	того же	1	2
116	что его	1	2
117	но конечно	1	2
118	если в	1	2
119	с этим	2	2
120	стороны и	1	2
121	и нет	1	2
122	в действительности	1	2
123	увидим что	1	2
124	но эта	1	2
125	в самом	2	2
126	та же	1	2
127	в которой	2	2
128	он в	3	2
129	все эти	5	2
130	нами в	1	2
131	и тот	1	2
132	на его	2	2
133	то этим	1	2
134	быть поставлен	1	2
135	не будет	1	2
136	раз он	1	2
137	было бы	3	2
138	должен был	1	2
139	ни в	1	2
140	этого не	1	2
141	в один	2	2
142	их на	1	2
143	к этому	1	2
144	она не	1	2
145	в то	1	2
146	что такое	2	2
147	вытекает из	1	2
148	не могут	2	2
149	это конечно	1	2
150	затем он	1	2
151	что при	2	2
152	и это	1	2
153	все его	1	2
154	и другую	1	2
155	тот же	2	2
156	см и	1	2
157	этот вопрос	1	2
158	конечно не	1	2
159	уже не	2	2
160	не можем	7	2
161	и у	1	2
162	только на	1	2
163	из них	4	2
164	мы знаем	2	2
165	прежде всего	5	2
166	до сих	1	2
167	на этот	2	2
168	такое же	1	2
169	в связи	1	2
170	при которых	1	2
171	а потом	1	2
172	это значит	1	2
173	только о	1	2
174	и от	1	2
175	отличается от	3	2
176	но для	1	2
177	это как	1	2
178	сказать что	1	2
179	и эта	1	2
180	они не	1	2
181	и наиболее	1	1
182	она через	1	1
183	необходимо отметить	2	1
184	самом деле	2	1
185	как известно	2	1
186	между двумя	1	1
187	случае только	1	1
188	есть не	1	1
189	элементы и	1	1
190	это совершенно	1	1
191	теперь мы	1	1
192	в первый	1	1
193	что уже	1	1
194	совершенно так	1	1
195	что иное	1	1
196	для наших	1	1
197	зависимости от	4	1
198	в ней	1	1
199	между собой	3	1
200	бы то	1	1
201	это означало	1	1
202	видели что	3	1
203	совсем не	1	1
204	то он	1	1
205	друг на	1	1
206	по отношению	1	1
207	до наших	1	1
208	наших целей	1	1
209	один и	1	1
210	независимо от	1	1
211	дает нам	2	1
212	некоторое время	2	1
213	в своем	1	1
214	совершенно иными	1	1
215	зрения цели	1	1
216	и к	3	1
217	в этот	1	1
218	роль играет	1	1
219	за собой	1	1
220	он выражается	1	1
221	не приходится	1	1
222	имеет вид	1	1
223	в целом	4	1
224	в этой	3	1
225	в известном	1	1
226	в наших	3	1
227	может выполнить	3	1
228	образом на	1	1
229	вот к	1	1
230	ни было	1	1
231	в зависимости	4	1
232	в каждом	8	1
233	то ни	2	1
234	в совершенно	1	1
235	в другом	1	1
236	при которой	1	1
237	мы постараемся	1	1
238	в новое	1	1
239	к области	1	1
240	но уже	1	1
241	она и	1	1
242	для своего	1	1
243	на друга	1	1
244	одна и	1	1
245	для чего	1	1
246	должно быть	1	1
247	обратимся к	1	1
248	когда в	1	1
249	не представляет	1	1
250	но если	1	1
251	и при	1	1
252	наших дней	1	1
253	с точки	5	1
254	его мнению	1	1
255	от его	1	1
256	природы но	1	1
257	и той	1	1
258	такую же	1	1
259	силу и	1	1
260	и более	1	1
261	по себе	1	1
262	что эта	1	1
263	же мы	2	1
264	ему вот	1	1
265	и есть	2	1
266	дело в	1	1
