N	3gram	Tiupa_Anal_1	StatiiOP
1	в том что	9	11
2	и т п	3	6
3	не может быть	16	5
4	в этом смысле	1	4
5	по крайней мере	1	4
6	с точки зрения	4	4
7	в этом отношении	2	4
8	во всяком случае	1	4
9	с другой стороны	2	4
10	о том что	3	4
11	состоит в том	3	3
12	прежде всего в	1	3
13	не в том	3	3
14	в связи с	1	3
15	то же время	6	3
16	не только в	1	3
17	в то же	8	3
18	но и в	2	2
19	до сих пор	1	2
20	и не в	4	2
21	в том чтобы	7	2
22	с одной стороны	3	2
23	между тем как	1	2
24	только тогда когда	1	2
25	мы имеем в	1	2
26	к тому что	1	2
27	а с другой	1	2
28	на себя внимание	1	1
29	а не в	3	1
30	и той же	1	1
31	в том виде	1	1
32	более или менее	1	1
33	но то что	1	1
34	в самом деле	2	1
35	он может быть	1	1
36	и в качестве	1	1
37	что же касается	1	1
38	то же самое	2	1
39	не было и	1	1
40	том что он	2	1
41	форма в которой	1	1
42	говоря уже о	1	1
43	сам по себе	1	1
44	вместе с тем	1	1
45	могло бы показаться	1	1
46	на вопрос о	1	1
47	том что именно	1	1
48	в собственном смысле	1	1
49	приведенному выше определению	1	1
50	в последние десятилетия	1	1
51	виде в каком	1	1
52	а то и	1	1
53	с этой точки	1	1
54	вместе с ним	2	1
55	и в частности	1	1
56	обращает на себя	1	1
57	в том же	1	1
58	того что в	2	1
59	в известном смысле	1	1
60	по этому пути	1	1
61	с ним и	1	1
62	в такой же	1	1
63	в той или	3	1
64	ни на что	1	1
65	представляют собой лишь	1	1
66	в свое время	2	1
67	этой точки зрения	1	1
68	очень существенно что	1	1
69	том виде в	1	1
70	от себя и	2	1
71	в свою очередь	1	1
72	и в самом	1	1
73	анализа состоит в	1	1
74	той или иной	6	1
75	о чем говорят	1	1
76	одной и той	1	1
77	в отдельных случаях	1	1
78	для того чтобы	3	1
79	дело не в	1	1
80	не говоря уже	1	1
81	этого слова в	1	1
