N	3gram	Berdyaev_M_2	formyVre
1	в конце романа	1	5
2	для того чтобы	4	5
3	по отношению к	2	3
4	до сих пор	3	3
5	в этом отношении	1	3
6	с самим собою	2	3
7	человека в его	1	3
8	не может быть	8	3
9	в жизни героев	1	3
10	в этом мире	1	2
11	в чем не	2	2
12	также и в	2	2
13	же как и	3	2
14	с точки зрения	1	2
15	друг на друга	1	2
16	но и в	1	2
17	ни в чем	2	2
18	с самим собой	1	2
19	так же как	3	2
20	может быть и	2	2
21	по сравнению с	1	2
22	по природе своей	1	2
23	не для того	1	2
24	друг к другу	5	2
25	в нем нет	2	2
26	со всеми его	1	2
27	той или иной	1	2
28	в том что	2	2
29	как и в	2	2
30	по своей природе	1	1
31	лишь один из	1	1
32	а следовательно и	1	1
33	в стороне от	1	1
34	мы видим в	1	1
35	том что в	1	1
36	огромную роль в	1	1
37	том что все	1	1
38	а не о	1	1
39	находится в противоречии	1	1
40	очень характерно для	1	1
41	в себе и	1	1
42	но он не	1	1
43	друг друга то	1	1
44	смысле слова он	1	1
45	у него нет	3	1
46	мы еще вернемся	2	1
47	так как он	2	1
48	и тогда когда	1	1
49	в значительной степени	1	1
50	судьбу человека в	1	1
51	личности и ее	1	1
52	не было в	1	1
53	в противоречии с	1	1
54	смысле этого слова	1	1
55	и в этом	3	1
56	но в нем	1	1
57	в нем раскрывается	1	1
58	в разных местах	1	1
59	для себя и	1	1
60	так как нет	1	1
61	и братья карамазовы	1	1
62	как в самом	1	1
63	науки и искусства	1	1
64	и в словах	1	1
65	преступление и наказание	1	1
66	в свои права	1	1
67	сих пор не	1	1
68	себя в этом	1	1
69	и добродетели и	1	1
70	та или иная	1	1
71	на протяжении всего	1	1
72	о том что	2	1
73	никогда не бывает	2	1
74	может быть лишь	2	1
75	еще вернемся в	1	1
76	человек в нем	1	1
77	сама по себе	1	1
78	свою судьбу то	1	1
79	во всех его	1	1
80	в высшей степени	3	1
81	во всем и	1	1
82	оно прежде всего	1	1
83	бы друг друга	2	1
