N	2gram	Propp_Isto_1	Marksizm
1	может быть	25	28
2	и пр	4	25
3	и в	28	19
4	как бы	2	19
5	и не	9	19
6	не может	15	18
7	то же	12	16
8	и его	3	16
9	как мы	3	15
10	в этом	8	15
11	так сказать	1	14
12	таким образом	8	14
13	не только	12	13
14	связи с	4	13
15	в нем	2	11
16	если бы	8	11
17	вовсе не	2	11
18	не в	9	10
19	так и	9	10
20	но и	10	10
21	в пределах	4	10
22	том что	7	10
23	при этом	3	9
24	как и	4	9
25	для него	2	9
26	в основе	4	9
27	а не	15	9
28	по отношению	3	8
29	в то	3	8
30	только в	11	8
31	слова в	1	8
32	отнюдь не	1	8
33	отношению к	3	8
34	на самом	1	7
35	его в	6	7
36	и более	1	7
37	одна из	2	7
38	никогда не	14	7
39	в том	9	7
40	в языке	1	7
41	прежде всего	10	7
42	в связи	4	7
43	и для	4	7
44	но в	8	7
45	мы уже	1	6
46	во всех	2	6
47	и как	2	6
48	если мы	3	6
49	того чтобы	1	6
50	к тому	6	6
51	для того	1	6
52	же самое	3	6
53	между тем	2	6
54	мы можем	1	6
55	и все	1	6
56	хотя бы	4	6
57	ни было	2	6
58	и на	4	5
59	все же	10	5
60	является не	1	5
61	то ни	2	5
62	в их	3	5
63	самого начала	2	5
64	с самого	2	5
65	и здесь	7	5
66	в его	5	5
67	в форме	3	5
68	в большинстве	4	5
69	большинстве случаев	4	5
70	этого слова	1	5
71	совершенно не	1	5
72	к этому	2	5
73	так же	7	5
74	тем же	1	4
75	должна быть	5	4
76	а как	1	4
77	и ее	1	4
78	к целому	1	4
79	бы то	2	4
80	как если	1	4
81	конечно не	2	4
82	только на	1	4
83	в себе	2	4
84	на то	4	4
85	в данной	2	4
86	это не	7	4
87	было бы	7	4
88	и тем	2	4
89	мы видели	2	4
90	этой связи	1	4
91	тому что	1	4
92	в отношении	1	4
93	ничего не	2	4
94	по мере	2	4
95	того что	4	4
96	в формах	1	4
97	что он	10	4
98	и их	3	4
99	как раз	2	4
100	связь с	4	4
101	смысле этого	1	4
102	в основном	2	4
103	к пониманию	1	4
104	бы в	2	4
105	то что	9	4
106	сказать что	5	4
