N	3gram	Vygotskiy__1	Hudozhes
1	о том что	6	9
2	то же время	2	8
3	по отношению к	7	8
4	в то же	2	8
5	в том что	15	6
6	в самом деле	2	4
7	можно было бы	3	4
8	в этой связи	1	4
9	к тому что	3	4
10	с точки зрения	18	3
11	в этом отношении	4	3
12	тем не менее	1	3
13	как и в	1	3
14	и т д	1	3
15	том что в	2	2
16	такой же мере	3	2
17	по своей природе	2	2
18	мы уже знаем	1	2
19	что он не	1	2
20	в первую очередь	3	2
21	до сих пор	4	2
22	в равной мере	2	2
23	ту или иную	1	2
24	как раз в	1	2
25	не только в	1	2
26	если говорить о	1	2
27	в значительной степени	2	2
28	в такой же	3	2
29	в этих словах	1	2
30	в заключительной главе	2	2
31	что у него	1	2
32	вместо того чтобы	2	2
33	не может быть	5	2
34	в конечном счете	1	2
35	речь идет о	2	2
36	на то что	3	2
37	тому что он	1	2
38	и ему не	1	1
39	потому что он	1	1
40	в чистом виде	1	1
41	то что я	1	1
42	потому что оно	1	1
43	состоит в том	1	1
44	наконец в заключительной	2	1
45	прежде всего в	2	1
46	на самом деле	1	1
47	в этом смысле	1	1
48	отличаются друг от	1	1
49	том что он	2	1
50	раз в том	1	1
51	то же самое	3	1
52	одной стороны и	1	1
53	же как и	4	1
54	и в этом	1	1
55	именно в этом	2	1
56	и в то	1	1
57	с самого начала	8	1
58	же время не	1	1
59	в себе и	1	1
60	в отличие от	1	1
61	по нашему убеждению	1	1
62	об этом в	1	1
63	заключает в себе	1	1
64	как и все	1	1
65	с этой точки	1	1
66	точки зрения развития	1	1
67	содержит в себе	1	1
68	мы судим по	1	1
69	в высшей степени	4	1
70	в конце концов	1	1
71	и потому что	1	1
72	между тем в	1	1
73	первую очередь на	1	1
74	в сторону но	1	1
75	приводит к тому	2	1
76	как впрочем и	1	1
77	на вопросе о	1	1
78	во всяком случае	3	1
79	вне всякого сомнения	1	1
80	в данном случае	2	1
81	между этими двумя	2	1
82	то что мы	1	1
83	в свою очередь	3	1
84	этой точки зрения	1	1
85	не только не	1	1
86	не служит целям	1	1
87	но все же	1	1
88	всего в том	1	1
89	даже в самых	1	1
90	друг от друга	3	1
91	тем что при	1	1
92	с одной стороны	8	1
93	вопрос о природе	2	1
94	друг с другом	4	1
95	в ответ на	1	1
96	она не может	1	1
97	главы как и	1	1
98	так обстояло дело	1	1
99	мы встречаемся в	1	1
