N	2gram	Vinokur_St_2	Myshleni
1	и в	29	28
2	в том	27	28
3	то что	11	28
4	в этом	21	27
5	в развитии	1	24
6	того что	5	24
7	потому что	9	22
8	том что	27	19
9	не может	2	19
10	таким образом	10	18
11	что он	13	18
12	только в	2	18
13	что в	19	17
14	не только	19	16
15	по сравнению	1	15
16	так же	3	15
17	сравнению с	1	14
18	точки зрения	5	13
19	может быть	2	13
20	сказать что	2	13
21	тому что	7	11
22	и не	9	11
23	как бы	5	11
24	но не	3	10
25	по отношению	1	10
26	отношений между	3	10
27	с точки	2	10
28	в отношении	2	10
29	того чтобы	6	10
30	к тому	10	10
31	как мы	1	10
32	так как	2	10
33	но и	19	10
34	отношению к	1	10
35	было бы	5	9
36	в процессе	2	9
37	мы можем	1	9
38	в самом	7	8
39	мы видели	1	8
40	никогда не	3	8
41	тем что	3	8
42	для того	7	8
43	еще не	1	8
44	как известно	2	7
45	того же	2	7
46	то же	2	7
47	в сущности	1	7
48	отношение к	1	7
49	в своем	9	7
50	в которой	11	7
51	с самого	3	7
52	он не	9	7
53	в нем	4	7
54	заключается в	1	7
55	самого начала	3	7
56	можно было	1	7
57	если бы	2	7
58	там где	2	7
59	вместе с	7	7
60	что оно	1	7
61	между ними	1	7
62	же как	3	6
63	мы не	1	6
64	в чем	1	6
65	и как	2	6
66	и к	4	6
67	как и	2	6
68	для него	4	6
69	не имеет	2	6
70	то время	1	6
71	так и	9	6
72	и что	6	6
73	можно сказать	1	6
74	его в	2	6
75	так что	3	6
76	как раз	8	6
77	в области	2	6
78	вообще не	3	6
79	в то	2	6
80	том же	2	5
81	в зависимости	1	5
82	вопрос о	6	5
83	из того	1	5
84	зависимости от	1	5
85	и на	6	5
86	при решении	1	5
87	но в	8	5
88	в этой	2	5
89	что все	1	5
90	на этой	1	5
91	и тем	1	5
92	с тем	7	5
93	не могли	2	5
94	значений слов	1	5
95	того как	7	5
96	не могут	1	5
97	в пределах	1	5
98	в свете	1	5
99	и все	1	5
100	не иначе	1	4
101	например в	3	4
102	и то	1	4
103	в первом	1	4
104	к другому	1	4
105	отношения между	1	4
106	той же	1	4
107	совпадает с	1	4
108	я не	7	4
109	мы и	1	4
110	в каждой	1	4
111	в одной	2	4
112	в той	5	4
113	с этим	3	4
114	целый ряд	1	4
115	в себе	2	4
116	на то	2	4
117	на этом	1	4
118	к другу	1	4
119	не умеет	1	4
120	но если	1	4
121	не в	4	4
122	нас к	1	4
123	сущности говоря	1	4
124	мысли в	1	4
125	что на	3	4
126	оно не	3	4
127	что при	1	4
128	связь между	1	4
129	что и	2	4
130	именно в	4	4
131	в качестве	5	4
132	но что	1	4
133	только по	2	4
134	на этот	2	4
135	в частности	4	4
136	они не	2	4
137	ту же	1	3
138	это и	1	3
139	за собой	1	3
140	оба эти	3	3
141	с его	2	3
142	друг к	1	3
143	из этих	1	3
144	очевидно что	2	3
145	значение для	1	3
146	независимо от	1	3
147	как в	3	3
148	хотя и	4	3
149	представляет собой	1	3
150	остановиться на	1	3
151	на его	2	3
152	при этом	2	3
153	раз в	2	3
154	и по	3	3
155	в каждом	1	3
156	а по	1	3
157	первую очередь	1	3
158	с того	1	3
159	должен был	4	3
160	в них	2	3
161	что такое	2	3
162	в их	3	3
163	и той	1	3
164	по себе	3	3
165	что с	2	3
166	в основе	1	3
167	только не	2	3
168	больше чем	1	3
169	связи с	4	3
170	не по	2	3
171	до того	4	3
172	этом отношении	9	3
173	отличается от	1	3
174	представляют собой	1	3
175	переход к	1	3
176	те же	1	3
177	образом в	1	3
178	и здесь	3	3
179	до сих	6	3
180	если принять	2	3
181	во втором	1	3
182	в его	13	3
183	все время	1	3
184	один из	1	3
185	этот вопрос	2	3
186	и его	6	3
187	а это	1	3
188	до конца	3	3
189	нуждается в	1	3
190	в первую	1	3
191	только к	2	3
192	связано с	1	3
193	а не	5	3
194	но как	1	3
195	как это	2	3
196	сих пор	5	3
197	бы в	1	3
198	отношении к	3	3
199	в своих	1	3
200	как на	9	3
201	в силе	2	2
202	одним из	6	2
203	самом деле	3	2
204	которыми он	1	2
205	вместо того	1	2
206	которые он	1	2
207	он сам	1	2
208	себе и	1	2
209	что они	2	2
210	что именно	2	2
211	прежде всего	5	2
212	все же	6	2
213	когда он	1	2
214	не совпадает	1	2
215	все эти	2	2
216	к одному	1	2
217	этого вопроса	1	2
218	различия в	1	2
219	раньше чем	4	2
220	с этой	2	2
221	различие между	1	2
222	в другом	4	2
223	была в	1	2
224	с другими	1	2
225	известно что	1	2
226	этом смысле	1	2
227	что один	1	2
228	всю свою	1	2
229	в высшей	1	2
230	во внимание	2	2
231	несмотря на	2	2
232	смысле что	1	2
233	через другие	1	2
234	в этих	3	2
235	в своей	7	2
236	которого является	1	2
237	в котором	7	2
238	том смысле	2	2
239	что я	2	2
240	но это	3	2
241	но он	3	2
242	и более	2	2
243	и вообще	2	2
244	что эта	3	2
245	не менее	3	2
246	она не	1	2
247	но только	1	2
