N	4gram	Losev_Dial_3	Problema
1	или по крайней мере	1	4
2	т д и т	5	4
3	д и т д	5	4
4	и т д и	6	4
5	не что иное как	6	4
6	в то время как	4	4
7	есть не что иное	3	4
8	и тем не менее	2	3
9	бы то ни было	1	3
10	одно и то же	2	3
11	уж во всяком случае	1	3
12	в том смысле что	1	3
13	то это значит что	3	2
14	по крайней мере в	3	1
15	вовсе не есть ни	1	1
16	мы до сих пор	1	1
17	дело вовсе не в	1	1
18	если его брать как	1	1
19	если иметь в виду	2	1
20	то ни было другого	1	1
21	уже по одному тому	2	1
22	в чистом виде есть	1	1
23	не чем иным как	1	1
24	это и значит что	1	1
25	поскольку речь идет о	1	1
26	с этой точки зрения	2	1
27	тем не менее в	1	1
28	а не что-нибудь иное	1	1
29	это не значит что	1	1
30	не имеет никакого отношения	1	1
31	ничем не отличается от	4	1
32	здесь имеется в виду	1	1
33	сам по себе и	1	1
34	по одному тому что	2	1
35	не есть простая сумма	1	1
36	с той или иной	1	1
37	так же как и	1	1
38	уже сама по себе	1	1
39	когда мы говорим что	1	1
