N	3gram	Vygotskiy__5	Hudozhes
1	по отношению к	12	10
2	в отличие от	2	7
3	в то же	1	6
4	более или менее	1	5
5	с другой стороны	2	5
6	той или иной	1	5
7	в том что	11	5
8	состоит в том	3	4
9	и того же	3	3
10	с точки зрения	9	3
11	одно и то	1	3
12	одного и того	3	3
13	и то же	1	3
14	тем не менее	1	3
15	того или иного	1	3
16	можно сказать что	5	3
17	в этом смысле	1	3
18	но он не	4	2
19	не могло быть	1	2
20	с одной стороны	3	2
21	а с другой	2	2
22	в свою очередь	3	2
23	для того чтобы	14	2
24	тем или иным	2	2
25	том числе и	1	2
26	в том числе	1	2
27	к тому что	1	2
28	сама по себе	4	2
29	таким образом что	2	1
30	по своей природе	1	1
31	на нее как	1	1
32	не в состоянии	4	1
33	что иное как	1	1
34	точки зрения и	1	1
35	что ничто не	2	1
36	это было бы	1	1
37	имеем в виду	1	1
38	подобно тому как	4	1
39	в этом случае	3	1
40	он мог бы	1	1
41	а тем более	1	1
42	предполагает отношение к	1	1
43	что он должен	1	1
44	в зависимости от	2	1
45	что он не	2	1
46	из того что	4	1
47	несмотря на свою	1	1
48	с этой точки	4	1
49	именно в этом	2	1
50	с логической точки	1	1
51	первую очередь по	1	1
52	в одном и	1	1
53	можно даже сказать	1	1
54	не совпадает с	1	1
55	но не знает	1	1
56	таким образом и	1	1
57	к вопросу о	1	1
58	в себя и	1	1
59	в той мере	3	1
60	и потому что	1	1
61	в известном смысле	7	1
62	и по отношению	1	1
63	не могут быть	1	1
64	исходит из того	1	1
65	в его сознании	1	1
66	в связи с	1	1
67	задолго до того	1	1
68	в первую очередь	1	1
69	логической точки зрения	1	1
70	так же как	7	1
71	в свое время	2	1
72	в чем состоит	1	1
73	в то время	4	1
74	есть не что	1	1
75	о том что	4	1
76	тем и другим	1	1
77	этой точки зрения	4	1
78	и тем самым	1	1
79	включает в себя	2	1
80	и тем более	2	1
81	отношение к объекту	5	1
82	именно потому что	2	1
83	он еще не	1	1
84	мы имеем в	1	1
85	они ни были	1	1
86	мере в какой	3	1
87	друг от друга	4	1
88	на деле его	1	1
89	не что иное	1	1
90	той мере в	3	1
91	тех или иных	1	1
92	то что они	2	1
93	том что он	2	1
94	не может быть	3	1
95	в полной мере	1	1
96	так же точно	1	1
