N	2gram	Propp_Russ_2	Hudozhes
1	и в	29	28
2	том что	22	19
3	в ее	3	18
4	и не	1	18
5	своего рода	1	16
6	в том	22	15
7	а не	4	14
8	в этом	11	13
9	не в	4	13
10	о том	9	12
11	перед нами	1	11
12	не только	10	11
13	при этом	6	11
14	как и	11	11
15	в его	1	11
16	уже не	4	10
17	но и	8	9
18	так и	1	8
19	между тем	3	8
20	что он	1	8
21	может быть	13	8
22	о чем	4	8
23	тогда как	2	7
24	что она	3	7
25	состоит в	15	7
26	об этом	2	7
27	как это	4	7
28	и все	4	7
29	с ним	1	7
30	жизни в	2	7
31	в котором	3	6
32	то же	4	6
33	не было	2	6
34	и с	10	6
35	в своей	2	6
36	в то	2	6
37	тем что	3	6
38	если бы	1	6
39	сводится к	1	6
40	можно сказать	1	6
41	это не	5	6
42	а в	9	6
43	то что	5	6
44	в этой	3	5
45	как в	7	5
46	в самом	1	5
47	что это	3	5
48	не могла	1	5
49	рядом с	1	5
50	в своем	1	5
51	не менее	2	5
52	никогда не	2	5
53	ничего не	1	5
54	и его	1	5
55	она не	3	5
56	только на	1	5
57	одно из	2	5
58	для него	1	5
59	как бы	18	5
60	что в	22	5
61	и другие	14	5
62	а между	1	4
63	и т	5	4
64	но не	5	4
65	подобно тому	3	4
66	в других	15	4
67	тем не	2	4
68	как будто	1	4
69	и о	3	4
70	того чтобы	6	4
71	что они	1	4
72	только в	1	4
73	в качестве	3	4
74	что и	2	4
75	как раз	1	4
76	для того	6	4
77	говорит о	2	4
78	а п	1	4
79	превращается в	1	4
80	то и	4	4
81	не может	5	4
82	тому как	3	4
83	о своем	1	4
84	человека и	1	3
85	по его	1	3
86	на себя	2	3
87	в ней	1	3
88	еще не	6	3
89	и на	6	3
90	не все	4	3
91	следующим образом	5	3
92	как он	1	3
93	в нем	1	3
94	можно было	2	3
95	что все	1	3
96	мы уже	1	3
97	с другими	3	3
98	было бы	3	3
99	в это	1	3
100	в них	4	3
101	несмотря на	1	3
102	в этих	3	3
103	пока еще	2	3
104	этом и	2	3
105	как о	1	3
106	на него	1	3
107	о них	2	3
108	к себе	1	3
109	как только	1	3
110	и это	1	3
111	не могу	1	3
112	что у	1	3
113	когда в	1	3
114	к нему	4	3
115	с ними	1	3
116	и ее	2	3
117	с одной	2	3
118	для нас	6	3
119	с нею	1	3
120	в одном	1	3
121	что на	2	3
122	с другой	2	3
123	все время	1	3
124	а с	2	3
125	прежде всего	2	3
126	так же	4	3
127	одной стороны	2	3
128	в состоянии	1	3
129	все это	10	3
130	ли в	1	3
131	или в	7	3
132	будто бы	5	3
133	есть и	1	3
134	и состоит	1	3
135	все что	1	3
136	же как	4	2
137	и то	2	2
138	а как	1	2
139	который в	1	2
140	не во	1	2
141	говорить о	1	2
142	на могилах	2	2
143	тем как	1	2
144	если в	1	2
145	ответ на	1	2
146	отношение к	1	2
147	другой день	2	2
148	все же	2	2
149	как уже	2	2
150	но в	5	2
151	та же	2	2
152	из этих	2	2
153	не более	1	2
154	и становится	1	2
155	тому же	1	2
156	ей в	1	2
157	т д	5	2
158	о которой	1	2
159	на этом	3	2
160	оно не	1	2
161	однако в	1	2
162	ее по	1	2
163	могла бы	1	2
164	не будет	1	2
165	а по	1	2
166	не с	2	2
167	его в	8	2
168	в церкви	2	2
169	и тогда	1	2
170	место в	1	2
171	в г	2	2
172	она в	1	2
173	не столько	2	2
174	дело не	2	2
175	по полю	4	2
176	того как	2	2
177	одна из	11	2
178	к ней	2	2
179	в основе	1	2
180	как мы	3	2
181	на другой	2	2
182	данном случае	7	2
183	она может	1	2
184	приводит к	1	2
185	с собой	1	2
186	том как	1	2
187	в другом	1	2
188	с того	1	2
189	а также	4	2
190	того или	1	2
191	один из	2	2
192	о двух	1	2
193	здесь не	1	2
194	идет по	1	2
195	ли он	1	2
196	же и	1	2
197	в виде	4	2
198	ни с	1	2
199	себе в	1	2
200	из них	4	2
201	ее на	2	2
202	как у	1	2
203	именно в	4	2
204	ей не	1	2
205	а за	4	2
206	когда же	1	2
207	вместе с	6	2
208	что личность	1	2
209	в духе	1	2
210	в данном	6	2
211	и от	3	2
212	только для	1	2
213	не является	1	2
214	и для	2	2
215	отнюдь не	1	2
216	в двух	1	2
217	за него	1	2
218	приходится на	1	2
219	потому что	5	2
220	и эта	1	2
221	сказать что	1	2
222	т е	24	2
223	к числу	2	2
224	этой связи	1	2
225	как на	1	2
226	одним из	2	1
227	например в	1	1
228	и через	3	1
229	они вместе	1	1
230	это и	2	1
231	здесь и	1	1
232	и так	1	1
233	на две	2	1
234	с в	8	1
235	мужьям в	1	1
236	полагает что	2	1
237	мы имеем	6	1
238	мы не	6	1
239	что между	1	1
240	что если	1	1
241	не была	1	1
242	время как	1	1
243	не совсем	2	1
244	но ее	1	1
245	существо не	1	1
246	кто же	1	1
247	и сестер	1	1
248	это время	2	1
249	в xix	3	1
250	он был	1	1
251	на них	4	1
252	между собой	2	1
253	в различных	1	1
254	что умерший	1	1
255	во всех	3	1
256	природы и	2	1
257	рассмотрение этого	1	1
258	этом говорит	1	1
259	а он	2	1
260	иногда и	2	1
261	не просто	1	1
262	во дворе	1	1
263	нет и	1	1
264	и чем	1	1
265	дня как	1	1
266	ни одна	1	1
267	в поисках	1	1
268	во что	1	1
269	в течение	2	1
270	символ бессмертия	1	1
271	в одной	1	1
272	показать что	1	1
273	она как	2	1
274	ней в	2	1
275	остановиться на	1	1
276	хотя и	1	1
277	когда он	1	1
278	он признает	1	1
279	его к	1	1
280	нового и	1	1
281	был записан	1	1
282	от этого	1	1
283	в которой	2	1
284	представляет собой	2	1
285	он в	1	1
286	все эти	3	1
287	внутреннего смысла	1	1
288	и бросали	4	1
289	не оставляет	1	1
290	ее как	1	1
291	лица и	1	1
292	так сказать	1	1
293	что без	1	1
294	момента когда	1	1
295	остальное время	1	1
296	и когда	1	1
297	том чтобы	2	1
298	их в	4	1
299	на земле	5	1
300	него в	1	1
301	дом и	1	1
302	людей и	2	1
303	но все	1	1
304	не следует	1	1
305	встречаются и	1	1
306	здесь мы	2	1
307	а когда	1	1
308	когда-то и	1	1
309	г в	1	1
310	и других	3	1
311	дома и	1	1
312	на коленях	1	1
313	что один	2	1
314	игра на	1	1
315	лучше чем	1	1
316	где-нибудь на	2	1
317	за ней	1	1
318	однако здесь	1	1
319	только одно	1	1
320	не понимают	1	1
321	быть только	2	1
322	случае на	1	1
323	не всегда	3	1
