N	2gram	Vygotskiy__4	Istorich
1	и в	20	26
2	так же	11	18
3	то что	15	16
4	не только	15	15
5	может быть	12	14
6	что в	19	14
7	же как	6	13
8	между двумя	2	12
9	но и	9	12
10	так и	5	10
11	таким образом	25	10
12	показывает что	2	10
13	и его	5	10
14	что он	6	10
15	все же	5	9
16	его в	6	9
17	что и	9	9
18	так как	10	9
19	и не	8	9
20	то же	16	8
21	мы знаем	1	8
22	этих случаях	1	8
23	а в	2	8
24	мы имеем	2	7
25	в этом	24	7
26	он не	1	7
27	как и	9	7
28	в этих	3	7
29	знаем что	1	7
30	их в	2	7
31	нас к	3	7
32	как в	5	7
33	мы рассмотрим	1	7
34	что здесь	2	7
35	в качестве	21	7
36	и то	10	6
37	еще не	2	6
38	что они	14	6
39	как он	4	6
40	мы видели	6	6
41	не всегда	1	6
42	таким же	2	6
43	мы можем	5	6
44	могут быть	7	6
45	в дальнейшем	1	6
46	к нему	2	6
47	мы видим	10	6
48	потому что	12	6
49	а не	7	6
50	не может	6	6
51	вместе с	8	6
52	предположить что	1	6
53	когда он	3	6
54	мы уже	5	5
55	но не	3	5
56	и как	9	5
57	но в	3	5
58	уже не	1	5
59	и только	4	5
60	в силу	6	5
61	и по	1	5
62	но все	1	5
63	и с	4	5
64	это не	5	5
65	к которым	2	5
66	не в	4	5
67	точно так	3	5
68	ничего не	1	5
69	и у	2	5
70	как мы	13	5
71	на нем	2	5
72	и здесь	2	5
73	и что	8	5
74	в его	11	5
75	с ними	1	5
76	раньше чем	5	5
77	в одном	1	5
78	у него	2	5
79	тем что	7	5
80	до сих	1	5
81	из которых	1	5
82	сих пор	1	5
83	мы должны	11	5
84	в точности	1	5
85	к этому	4	5
86	вопрос о	1	4
87	в которых	1	4
88	тогда как	2	4
89	не просто	2	4
90	дает нам	1	4
91	в этот	1	4
92	но он	1	4
93	в своей	7	4
94	но эта	1	4
95	что этот	2	4
96	даже в	2	4
97	того как	2	4
98	указывает на	2	4
99	представляют собой	1	4
100	здесь не	2	4
101	так в	1	4
102	о том	5	4
103	и даже	1	4
104	с появлением	1	4
105	с другой	12	4
106	а по	1	4
107	в тех	1	4
108	другой стороны	9	4
109	приводит нас	3	4
110	например в	1	3
111	что иное	1	3
112	и действительно	1	3
113	из этих	2	3
114	видели что	2	3
115	только тогда	1	3
116	относится к	1	3
117	перед нами	5	3
118	его к	4	3
119	все эти	5	3
120	на то	5	3
121	на его	3	3
122	что она	1	3
123	связанные с	1	3
124	при этом	12	3
125	он должен	1	3
126	а затем	2	3
127	те же	6	3
128	должен был	1	3
129	том что	35	3
130	и при	4	3
131	по сравнению	4	3
132	и более	7	3
133	как это	9	3
134	что эта	3	3
135	не имеет	2	3
136	на котором	2	3
137	на него	1	3
138	во всем	3	3
139	представление об	1	3
140	связи с	3	3
141	и он	2	3
142	данном случае	2	3
143	на вопрос	1	3
144	иное как	1	3
145	но мы	1	3
146	с того	1	3
147	а также	2	3
148	в другой	2	3
149	это приводит	1	3
150	в том	42	3
151	мы увидим	1	3
152	только в	10	3
153	и других	3	3
154	не на	1	3
155	о чем	1	3
156	что мы	7	3
157	в данном	2	3
158	сравнению с	3	3
159	наряду с	3	3
160	как бы	7	3
161	по существу	3	3
162	многих других	1	3
163	этом случае	3	3
164	указать на	1	3
165	или в	1	3
166	для нас	4	3
167	но это	1	3
168	только что	4	3
169	же в	1	3
170	между ними	4	3
171	на смену	1	3
172	не что	1	3
173	и другие	9	3
174	он может	1	2
175	и есть	1	2
176	должна быть	2	2
177	видеть в	2	2
178	а как	1	2
179	связана с	2	2
180	ему в	1	2
181	собой в	1	2
182	то мы	1	2
183	они имеют	1	2
184	тех же	1	2
185	других предметов	1	2
186	в этой	3	2
187	в истории	10	2
188	исторически и	1	2
189	с этим	5	2
190	в своем	4	2
191	указывают на	4	2
192	хотя и	1	2
193	говорит что	3	2
194	увидим что	5	2
195	конечно не	1	2
196	что это	2	2
197	в целом	11	2
198	представляет собой	3	2
199	и тот	7	2
200	в себе	10	2
201	в мышлении	21	2
202	в нем	2	2
203	задний план	1	2
204	содержит в	2	2
205	на этом	3	2
206	так например	1	2
207	в одну	1	2
208	здесь мы	2	2
209	главным образом	1	2
210	с целью	1	2
211	было бы	8	2
212	известно что	1	2
213	из них	4	2
214	и тем	8	2
215	с тем	6	2
216	которой он	1	2
217	нечто подобное	1	2
218	и их	1	2
219	установить что	2	2
220	бы мы	1	2
221	выше мы	1	2
222	тем не	1	2
223	все это	1	2
224	и наоборот	1	2
225	по себе	1	2
226	что есть	1	2
227	не менее	3	2
228	в таких	1	2
229	здесь на	1	2
230	к этим	2	2
231	не по	2	2
232	это мы	2	2
233	по своей	6	2
234	что на	2	2
235	они показывают	1	2
236	в области	4	2
237	от того	3	2
238	у нас	1	2
239	не могут	3	2
240	во все	1	2
241	его с	1	2
242	это происходит	1	2
243	не есть	2	2
244	никакого сомнения	1	2
245	поставить вопрос	1	2
246	формы и	3	2
247	совершенно ясно	1	2
248	на том	4	2
249	никогда не	5	2
250	вопрос этот	1	2
251	том как	1	2
252	и на	6	2
253	если бы	5	2
254	другими словами	2	2
255	говорит об	1	2
256	или на	1	2
257	после того	1	2
258	связь между	2	2
259	видели выше	1	2
260	и во	3	2
261	этот момент	1	2
262	в форме	1	2
263	видим что	2	2
264	того что	10	2
265	происходит в	1	2
266	в современной	2	2
267	указывает что	1	2
268	с той	2	2
269	на которой	1	2
270	содержится в	1	2
271	этот факт	1	2
272	себя в	3	2
273	так что	3	2
274	уже в	6	2
275	и они	1	2
276	в виде	3	2
277	тогда он	1	2
278	ни в	3	2
279	в языке	2	2
280	и толстой	1	2
281	только с	1	2
282	в других	1	2
283	даже и	1	2
284	на этот	3	2
285	его как	1	2
286	то здесь	1	2
287	с помощью	31	2
288	в частности	5	2
289	он говорит	2	2
290	этого слова	11	2
291	такого рода	6	2
292	смысле этого	7	2
293	с этой	4	2
294	же самое	7	2
295	различные предметы	2	2
296	но для	2	2
297	в связи	3	2
298	на задний	1	2
299	сказать что	6	2
300	но этот	1	2
301	в роли	1	2
302	к другой	2	1
303	они представляют	2	1
304	эти функции	1	1
305	говоря о	2	1
306	не следуют	1	1
307	переход от	2	1
308	почти не	1	1
309	на процесс	1	1
310	которое выражается	1	1
311	что эти	2	1
312	не имеют	3	1
313	между ним	1	1
314	к созданию	1	1
315	в зависимости	1	1
316	отношений которые	2	1
317	часть его	1	1
318	той же	6	1
319	понятие для	1	1
320	более ранней	1	1
321	мы не	1	1
322	при анализе	2	1
323	что между	1	1
324	что если	2	1
325	пьет из	1	1
326	приводят к	3	1
327	так чтобы	1	1
328	время как	1	1
329	совпадает с	1	1
330	но даже	1	1
331	не совсем	2	1
332	зависимости от	2	1
333	в ней	2	1
334	когда речь	1	1
335	со словами	3	1
336	в различных	1	1
337	в чем	3	1
338	во всех	1	1
339	их так	1	1
340	глаза на	1	1
341	как правило	1	1
342	совершенно прав	3	1
343	от его	1	1
344	то он	1	1
345	мы будем	2	1
346	но как	2	1
347	друг на	5	1
348	не все	1	1
349	если в	1	1
350	себе и	3	1
351	происхождения из	1	1
352	его развития	1	1
353	анализ этого	1	1
354	и я	1	1
355	эти предметы	1	1
356	как говорит	2	1
357	независимо от	1	1
358	общего с	1	1
359	что именно	1	1
360	же название	1	1
361	однако не	1	1
362	целый ряд	5	1
363	и к	5	1
364	имеет в	1	1
365	и хотя	1	1
366	животных и	2	1
367	отношение как	1	1
368	та же	1	1
369	привести к	2	1
370	то и	1	1
371	этого было	1	1
372	нами в	4	1
373	и те	4	1
374	почти всегда	3	1
375	дальше и	2	1
376	но на	1	1
377	с новым	1	1
378	вообще не	2	1
379	выражается в	2	1
380	сравнительное изучение	2	1
381	в нашей	2	1
382	становится таким	1	1
383	не как	1	1
384	том чтобы	2	1
385	предмет и	1	1
386	но вместе	2	1
387	из него	2	1
388	подобно тому	2	1
389	встречающимися в	1	1
390	одно и	6	1
391	исходя из	1	1
392	бы они	1	1
393	формы мышления	3	1
394	совпадают с	1	1
395	и может	1	1
396	этом он	1	1
397	в совершенно	3	1
398	им как	2	1
399	и второй	2	1
400	на все	3	1
401	на этой	1	1
402	другие имеют	1	1
403	знает что	3	1
404	и которые	2	1
405	может стать	2	1
406	бы нам	1	1
407	то все	1	1
408	наиболее развитой	1	1
409	же образом	1	1
410	он является	1	1
411	о которых	1	1
412	на материале	1	1
413	на друга	5	1
414	при которых	1	1
415	одну группу	1	1
416	он находит	2	1
417	в избе	2	1
418	в развитии	25	1
419	такой же	2	1
420	как таковой	1	1
421	и тогда	2	1
422	и становится	1	1
423	точки зрения	24	1
424	целом и	2	1
425	с развитием	1	1
426	представить себе	2	1
427	просто в	1	1
428	и процесс	1	1
429	то для	1	1
430	палкой и	1	1
431	он дает	1	1
432	должны были	1	1
433	образом и	1	1
434	свет на	1	1
435	любому предмету	1	1
436	развитой форме	1	1
437	что основная	1	1
438	тому что	4	1
439	чем перейти	1	1
440	вплоть до	1	1
441	с особой	1	1
442	о значении	1	1
443	реже и	1	1
444	и другое	1	1
445	в то	1	1
446	тогда когда	8	1
447	именно с	1	1
448	находятся в	2	1
449	они являются	7	1
450	действительно в	1	1
451	в русском	1	1
452	можно сказать	1	1
453	есть такой	1	1
454	камень и	1	1
455	и относится	1	1
456	и является	3	1
457	это слово	2	1
458	наша задача	1	1
459	это суждение	1	1
460	эти три	1	1
461	до того	1	1
462	доказать что	1	1
463	и делает	1	1
464	мы и	2	1
465	в основе	17	1
466	или иных	1	1
467	однако это	1	1
468	птицы и	1	1
469	одним из	2	1
470	является то	1	1
471	действует в	1	1
472	очень часто	2	1
473	не заставляет	1	1
474	в момент	1	1
475	когда мы	2	1
476	и другой	3	1
477	предметов в	2	1
478	всякого кто	1	1
479	они друг	1	1
480	к тому	6	1
481	от явлений	1	1
482	их происхождения	1	1
483	что при	2	1
484	ничего общего	3	1
485	на предмет	2	1
486	предметов а	1	1
487	и это	2	1
488	на основе	10	1
489	сохраняет свою	1	1
490	то время	1	1
491	всей своей	1	1
492	приводит к	3	1
493	имеет никакого	1	1
494	роль в	4	1
495	является необходимой	1	1
496	поэтому мы	1	1
497	в глаза	1	1
498	стороны не	1	1
499	ясно что	2	1
500	о связи	1	1
501	самых различных	2	1
502	показать как	1	1
503	наше внимание	1	1
504	является в	3	1
505	между собой	5	1
506	собой и	2	1
507	для этого	1	1
508	по мере	4	1
509	с ним	1	1
510	смысле и	2	1
511	все его	1	1
512	в виду	3	1
513	слова а	1	1
514	что дает	1	1
515	о нем	1	1
516	одно обстоятельство	1	1
517	много примеров	1	1
518	их дает	1	1
519	это явствует	1	1
520	внимание на	3	1
521	эту роль	1	1
522	и весь	1	1
523	одного из	1	1
524	роль мы	1	1
525	мог бы	1	1
526	на что	1	1
527	и приводят	2	1
528	как наиболее	2	1
529	и связь	2	1
530	этих двух	1	1
531	нет у	1	1
532	нас в	3	1
533	с нашей	4	1
534	двух сторон	2	1
535	историческое рассмотрение	1	1
536	которые мы	3	1
537	должны изучить	1	1
538	ним и	1	1
539	бы в	3	1
540	говорит он	5	1
541	тем более	1	1
542	и следовательно	1	1
543	явствует из	1	1
544	как вообще	1	1
545	в него	2	1
546	кругу явлений	1	1
547	замечает что	1	1
548	предмета и	1	1
549	но так	2	1
550	один из	3	1
551	что только	1	1
552	чем это	1	1
553	только одной	1	1
554	тот же	9	1
555	одной из	3	1
556	который по	2	1
557	и так	1	1
558	по мнению	2	1
559	а только	3	1
560	одни и	3	1
561	к какому	1	1
562	своего рода	1	1
563	только на	2	1
564	попадают в	1	1
565	в начале	2	1
566	здесь же	1	1
567	он пьет	1	1
568	он стремится	1	1
569	когда оно	2	1
570	глаза и	1	1
571	он имеет	2	1
572	одно из	1	1
573	должны в	1	1
574	друг друга	4	1
575	как раз	1	1
576	не из	1	1
577	отношении что	1	1
578	первоначально оно	1	1
579	не хотел	1	1
580	они становятся	1	1
581	перейти к	1	1
582	представление о	1	1
583	к совершенно	1	1
584	по смыслу	3	1
585	без всякой	1	1
586	со стороны	3	1
587	и птицы	1	1
588	как у	1	1
589	на ее	1	1
590	этом как	1	1
591	именно в	3	1
592	по своим	1	1
593	к которому	3	1
594	им из	1	1
595	их от	1	1
596	в меньшей	1	1
597	а с	2	1
598	если мы	10	1
599	и затем	1	1
600	что не	1	1
601	том отношении	1	1
602	прежде всего	2	1
603	предметов которые	1	1
604	выступает в	5	1
605	связано с	1	1
606	только по	1	1
607	которые не	2	1
608	на которых	1	1
609	бы назвать	2	1
610	с которым	2	1
611	долгое время	1	1
612	понятие о	2	1
613	объединены в	1	1
614	могут служить	1	1
615	сослаться на	1	1
616	нашей точки	2	1
617	под влиянием	2	1
618	абстрактное понятие	2	1
619	ступени к	1	1
620	виде в	2	1
621	вступает в	1	1
622	на который	1	1
623	состояла в	2	1
624	мертвых и	1	1
625	или по	1	1
626	находит в	2	1
627	частью этого	1	1
628	на которое	2	1
629	тому как	2	1
630	связь которых	1	1
631	а потом	2	1
632	близких к	1	1
633	который он	1	1
634	в различные	1	1
635	на пути	1	1
636	в основном	1	1
637	образом на	1	1
638	от нас	1	1
639	здесь в	1	1
640	это явление	1	1
641	на одной	2	1
642	к пониманию	3	1
643	в результате	8	1
644	которая в	2	1
645	того с	1	1
646	в другое	1	1
647	стороны из	1	1
648	у них	1	1
649	еще более	1	1
650	в большей	1	1
651	в наши	2	1
652	затем когда	1	1
653	указывали на	1	1
654	но если	1	1
655	иначе чем	3	1
656	не знает	2	1
657	это в	2	1
658	необходимо отличать	1	1
659	одновременно и	1	1
660	утверждать что	1	1
661	под этим	2	1
662	показывают как	2	1
663	видим в	2	1
664	в своих	1	1
665	по поводу	1	1
666	тем самым	7	1
667	который не	2	1
668	том числе	2	1
669	они не	2	1
