N	3gram	Propp_Isto_2	Tvorches
1	в том что	5	6
2	о том что	2	5
3	с самого начала	2	3
4	это как бы	1	3
5	том что в	1	2
6	на самом деле	2	2
7	в одной из	1	2
8	в свою противоположность	1	2
9	точно так же	6	2
10	в этой связи	1	2
11	не только в	4	2
12	тем не менее	1	2
13	была одной из	1	1
14	что иное как	2	1
15	как один из	1	1
16	дело не только	1	1
17	по отношению к	3	1
18	до сих пор	6	1
19	что он не	4	1
20	в отличие от	1	1
21	и не мог	1	1
22	что в одном	1	1
23	а может быть	1	1
24	за то что	1	1
25	вместе с тем	5	1
26	не то что	1	1
27	с одной стороны	3	1
28	же именно в	1	1
29	в связи с	4	1
30	что у него	1	1
31	бросается в глаза	1	1
32	мы узнаем что	1	1
33	по себе а	1	1
34	он не боится	1	1
35	связанные с ними	1	1
36	это значит что	1	1
37	мы имеем в	5	1
38	с другой стороны	2	1
39	но это не	1	1
40	не что иное	2	1
41	том что после	1	1
42	дело не в	2	1
43	к тому же	2	1
44	и т д	18	1
