N	2gram	Bakhtin_Fr_6	RusskieA
1	и в	41	36
2	не только	10	22
3	том что	7	19
4	что в	7	19
5	в том	2	17
6	но и	13	16
7	так как	10	15
8	во время	9	14
9	и другие	2	13
10	в этом	12	12
11	в других	1	11
12	в xix	1	10
13	и на	9	10
14	в этот	1	10
15	это не	1	10
16	как и	7	10
17	как мы	12	10
18	вместе с	6	10
19	потому что	3	10
20	этот день	1	10
21	об этом	1	9
22	а в	4	9
23	в другие	2	8
24	и по	1	8
25	с тем	1	8
26	у нас	4	8
27	о том	9	8
28	один из	6	8
29	мы увидим	3	8
30	из них	5	8
31	может быть	2	8
32	как это	2	8
33	что они	2	7
34	так и	5	7
35	между тем	2	7
36	что и	1	7
37	и других	1	7
38	полагает что	1	6
39	мы не	2	6
40	таким образом	17	6
41	при этом	3	6
42	не имеет	1	6
43	уже не	1	6
44	в них	7	6
45	и не	3	6
46	все это	11	6
47	для нас	2	6
48	то что	10	6
49	как в	4	5
50	все же	4	5
51	во многих	1	5
52	в которых	1	5
53	того как	1	5
54	как будто	1	5
55	там же	1	5
56	с ними	1	5
57	и у	2	5
58	одно из	1	5
59	как бы	7	5
60	еще не	1	4
61	во всех	17	4
62	в эти	2	4
63	что по	1	4
64	следующим образом	1	4
65	с собой	1	4
66	из этих	2	4
67	в их	1	4
68	одна из	1	4
69	связи с	2	4
70	изображается как	1	4
71	его с	1	4
72	еще в	5	4
73	и что	5	4
74	и их	3	4
75	тем что	5	4
76	а с	1	4
77	и др	10	4
78	в некоторых	1	4
79	того что	3	4
80	по существу	1	4
81	но это	3	4
82	в связи	1	4
83	не может	4	4
84	только в	3	4
85	их и	1	3
86	представление о	2	3
87	своего рода	1	3
88	в своем	5	3
89	что это	5	3
90	думать что	1	3
91	и те	2	3
92	связанные с	1	3
93	в основном	1	3
94	на этом	2	3
95	то же	5	3
96	но все	1	3
97	далеко не	1	3
98	несмотря на	1	3
99	в этих	2	3
100	точки зрения	2	3
101	таким же	1	3
102	с точки	2	3
103	но они	4	3
104	их в	2	3
105	не менее	1	3
106	ничего не	1	3
107	и другой	1	3
108	говорится что	1	3
109	начиная с	2	3
110	то есть	24	3
111	настоящее время	1	3
112	или на	1	3
113	а также	5	3
114	от них	1	3
115	связаны с	7	3
116	всякого рода	1	3
117	по этому	1	3
118	в одном	5	3
119	к ним	1	3
120	в области	2	3
121	и из	1	3
122	на этот	1	3
123	о чем	1	3
124	так же	5	3
125	в уже	1	3
126	этого слова	1	3
127	не будем	2	3
128	в настоящее	1	3
129	в целях	3	3
130	и к	1	3
131	но эти	1	3
132	как известно	2	2
133	например в	6	2
134	между двумя	1	2
135	с корнем	1	2
136	в самих	1	2
137	они были	3	2
138	в числе	1	2
139	состоят из	1	2
140	в ней	4	2
141	он был	4	2
142	природы и	2	2
143	друг к	1	2
144	на самом	1	2
145	но не	2	2
146	значение и	1	2
147	к слову	1	2
148	не просто	1	2
149	что именно	2	2
150	с этим	3	2
151	мы можем	1	2
152	хотя и	2	2
153	и как	4	2
154	в круг	1	2
155	еще упомянуть	1	2
156	но в	8	2
157	та же	4	2
158	в целом	1	2
159	все эти	11	2
160	в нашем	1	2
161	в дальнейшем	2	2
162	и до	7	2
163	как он	2	2
164	для обозначения	1	2
165	в нем	16	2
166	всех этих	2	2
167	в году	6	2
168	в каждом	1	2
169	встречается и	1	2
170	же не	1	2
171	и с	16	2
172	к другу	1	2
173	о народных	1	2
174	в жизни	1	2
175	вокруг этого	1	2
176	никаких признаков	1	2
177	представляла собой	1	2
178	далее в	1	2
179	для этого	2	2
180	этой работы	1	2
181	с четырьмя	1	2
182	у него	7	2
183	встречаются в	1	2
184	до того	3	2
185	не знали	1	2
186	и здесь	1	2
187	могут быть	1	2
188	другие на	1	2
189	и другим	1	2
190	они и	3	2
191	день и	1	2
192	как они	2	2
193	в образе	6	2
194	и другими	1	2
195	что от	1	2
196	с ним	4	2
197	на все	3	2
198	характер этого	1	2
199	и поэтому	1	2
200	в память	1	2
201	на что	1	2
202	после того	1	2
203	в различных	1	2
204	сходство между	1	2
205	в его	7	2
206	этот вопрос	1	2
207	их не	1	2
208	так что	2	2
209	в большинстве	4	2
210	борьбы с	1	2
211	этому вопросу	1	2
212	весны и	1	2
213	и нового	2	2
214	он так	1	2
215	не было	1	2
216	в особенности	7	2
217	не были	3	2
218	чем в	1	2
219	народного творчества	1	2
220	такое же	1	2
221	себя и	1	2
222	до конца	2	2
223	не на	2	2
224	а не	2	2
225	его как	1	2
226	на весь	2	2
227	большинстве случаев	5	2
228	в частности	2	2
229	и потому	2	2
230	там где	5	2
231	только для	1	2
232	судить о	1	2
233	между прочим	1	2
234	между собой	1	2
235	мы видим	6	2
236	и для	3	2
237	тем и	1	2
238	или в	6	2
239	года в	1	2
240	в народной	2	2
241	в отдельности	1	2
242	у которых	1	2
243	нас не	3	2
244	границы между	9	1
245	ту же	1	1
246	также и	6	1
247	чтобы не	1	1
248	переходит к	1	1
249	мы здесь	1	1
250	самом деле	4	1
251	тех же	2	1
252	мы начнем	1	1
253	зависимости от	1	1
254	в приведенном	1	1
255	в первом	3	1
256	из самых	2	1
257	оно было	1	1
258	должна быть	2	1
259	с таким	1	1
260	приходит к	1	1
261	включая и	2	1
262	мы уже	18	1
263	из всех	1	1
264	в несколько	1	1
265	что если	2	1
266	не во	1	1
267	из своих	1	1
268	этих четырех	1	1
269	говорить о	2	1
270	чем их	1	1
271	земля в	1	1
272	не вполне	1	1
273	и многочисленные	1	1
274	этим словом	1	1
275	ему в	1	1
276	того же	4	1
277	и он	5	1
278	и много	1	1
279	на них	1	1
280	некоторых местах	1	1
281	не был	2	1
282	всего этого	1	1
283	в чем	3	1
284	с его	5	1
285	целом ряде	1	1
286	по отношению	1	1
287	себе и	1	1
288	значение имеет	1	1
289	описывает его	1	1
290	в истории	2	1
291	коровы и	1	1
292	эта связь	1	1
293	сочетается с	1	1
294	в веселый	1	1
295	она как	1	1
296	это был	1	1
297	что касается	1	1
298	перед нами	3	1
299	и наконец	4	1
300	тем же	1	1
301	поэтому и	3	1
302	и питье	1	1
303	в которой	1	1
304	земля и	3	1
305	в себе	5	1
306	корову за	1	1
307	наибольшее значение	1	1
308	он не	2	1
309	видел в	1	1
310	он должен	1	1
311	не как	1	1
312	в начале	3	1
313	ее своей	1	1
314	в народе	2	1
315	а затем	4	1
316	что все	2	1
317	значение в	2	1
318	о котором	4	1
319	в подарок	1	1
320	те же	3	1
321	его в	1	1
322	падает на	1	1
323	должен был	1	1
324	весь мир	3	1
325	и тем	1	1
326	основаны все	1	1
327	ни в	1	1
328	повод для	2	1
329	в этой	8	1
330	на основании	1	1
331	подробно описывает	1	1
332	со своими	1	1
333	он и	1	1
334	мы видели	2	1
335	вверх и	1	1
336	в развитии	2	1
337	значение как	1	1
338	ряде других	1	1
339	зато в	1	1
340	и того	1	1
341	одного и	2	1
342	но если	2	1
343	никак не	3	1
344	особенности же	1	1
345	во времена	1	1
346	просто в	1	1
347	место в	1	1
348	не столько	1	1
349	они уже	2	1
350	сохранилось в	1	1
351	одном из	1	1
352	ее на	1	1
353	но эта	2	1
354	точку зрения	1	1
355	того времени	2	1
356	теми же	1	1
357	и эти	1	1
358	не могли	1	1
359	с такими	1	1
360	при всех	1	1
361	в то	6	1
362	и прочие	1	1
363	тогда когда	2	1
364	дело в	1	1
365	что их	2	1
366	народов в	1	1
367	в основе	4	1
368	составные элементы	1	1
369	когда они	3	1
370	зависят от	1	1
371	связанными с	1	1
372	значение этого	1	1
373	каждый из	2	1
374	и проклятия	1	1
375	на землю	1	1
376	этом так	1	1
377	непосредственное влияние	1	1
378	того в	1	1
379	они связаны	1	1
380	видим что	1	1
381	iv в	1	1
382	и его	13	1
383	к этим	3	1
384	особое значение	1	1
385	этом отношении	3	1
386	характерен для	1	1
387	ему не	1	1
388	такие же	1	1
389	ни о	1	1
390	в духе	3	1
391	необходимо также	1	1
392	если же	1	1
393	можно судить	1	1
394	и это	1	1
395	и о	1	1
396	в архиве	1	1
397	и мог	1	1
398	данном случае	2	1
399	вина и	1	1
400	нами выше	1	1
401	то время	1	1
402	с постоянными	1	1
403	для нового	2	1
404	если они	1	1
405	и сам	3	1
406	можно было	1	1
407	здесь он	3	1
408	мы приведем	1	1
409	и каждый	1	1
410	связанных с	3	1
411	во второй	1	1
412	часто в	1	1
413	без сомнения	1	1
414	жизнь и	1	1
415	основана на	1	1
416	собой и	1	1
417	и вообще	4	1
418	стремление к	1	1
419	что значит	1	1
420	но здесь	2	1
421	свидетельствует о	1	1
422	дальнейшего развития	1	1
423	и нужно	1	1
424	по значению	1	1
425	внимание на	2	1
426	в глаза	1	1
427	рождения и	2	1
428	не позволяют	1	1
429	можно сказать	1	1
430	нас в	1	1
431	его труда	1	1
432	к нему	3	1
433	большое количество	1	1
434	дается описание	1	1
435	и во	2	1
436	говорить об	1	1
437	во втором	3	1
438	в третьем	3	1
439	в форме	2	1
440	убеждении что	1	1
441	было бы	3	1
442	ночь с	1	1
443	что здесь	1	1
444	на которой	2	1
445	вокруг головы	1	1
446	рассуждение о	1	1
447	землю и	2	1
448	сохранения и	1	1
449	тот же	4	1
450	что он	6	1
451	и так	1	1
452	до нас	5	1
453	он уже	1	1
454	жизни как	1	1
455	плодородие земли	1	1
456	есть в	3	1
457	тем временем	1	1
458	уже в	4	1
459	в большие	1	1
460	же но	1	1
461	до появления	1	1
462	же явления	1	1
463	так во	1	1
464	не дает	1	1
465	есть когда	1	1
466	кн iii	4	1
467	совсем другое	1	1
468	земли и	4	1
469	изображается в	1	1
470	и должна	1	1
471	с лишним	1	1
472	из одной	1	1
473	не могут	2	1
474	смерти и	1	1
475	и духовные	1	1
476	же деле	1	1
477	возможно что	2	1
478	влияние на	1	1
479	как у	3	1
480	что дело	2	1
481	к которому	1	1
482	еще и	1	1
483	мы еще	2	1
484	по всей	1	1
485	этой роли	2	1
486	исторического развития	1	1
487	что не	3	1
488	что для	1	1
489	говорит о	1	1
490	связано с	3	1
491	света и	1	1
492	которых мы	2	1
493	и самый	3	1
494	где эти	1	1
495	в руках	1	1
496	подобного рода	1	1
497	борьбу и	1	1
498	или с	2	1
499	которой он	1	1
500	под влиянием	1	1
501	в эпосе	2	1
502	этой же	1	1
503	некоторые из	1	1
504	года не	1	1
505	с рождением	1	1
506	с общей	1	1
507	может так	1	1
508	в пределах	1	1
509	в данном	3	1
510	по поводу	1	1
511	наряду с	1	1
512	в той	5	1
513	связывали с	1	1
514	и смерти	3	1
515	небо но	1	1
516	в первой	3	1
517	два раза	1	1
518	исходя из	1	1
519	и было	1	1
520	и мотивы	1	1
521	есть и	2	1
522	поэтому они	1	1
523	самом же	1	1
524	что мы	2	1
525	и носит	1	1
526	очень большой	1	1
527	кроме того	9	1
528	это как	1	1
529	под названием	1	1
530	не является	1	1
531	всем этим	1	1
532	тот кто	1	1
533	а к	1	1
534	в ближайшем	1	1
535	оказалось что	1	1
536	от него	2	1
537	и все	9	1
538	важное значение	1	1
539	и стало	1	1
540	только с	3	1
541	люди которые	1	1
542	и различные	2	1
543	и обычаями	1	1
544	те из	1	1
545	но оно	3	1
546	в ад	3	1
547	иначе чем	1	1
548	паломников и	1	1
549	на поле	1	1
550	это все	2	1
551	между ними	3	1
552	не знает	1	1
553	сказать что	6	1
554	с xvii	1	1
555	им не	1	1
556	отношению к	1	1
557	жизни и	3	1
558	в таком	1	1
559	именно здесь	1	1
560	по свидетельству	1	1
561	они не	3	1
562	значение они	1	1
563	как на	1	1
564	все что	4	1
565	образ этот	1	1
