N	3gram	Medvedev_F_3	Narrotol
1	в том что	3	8
2	с одной стороны	1	7
3	о том что	1	6
4	по отношению к	3	6
5	в том числе	1	6
6	в отличие от	2	5
7	не может быть	14	5
8	том числе и	1	4
9	в данном случае	4	4
10	с другой стороны	5	4
11	той или иной	1	4
12	но все же	1	4
13	можно сказать что	1	4
14	бы то ни	4	3
15	в этом отношении	3	3
16	то ни было	4	3
17	тем не менее	2	3
18	то же время	7	3
19	в то же	7	3
20	а не в	3	2
21	в том или	1	2
22	подобно тому как	4	2
23	так и не	1	2
24	с точки зрения	14	2
25	в таком случае	1	2
26	сами по себе	2	2
27	можно было бы	1	2
28	то или иное	2	2
29	ту или иную	1	2
30	в значительной степени	1	2
31	так же как	1	2
32	не только в	1	2
33	в связи с	4	2
34	этой точки зрения	1	2
35	того или иного	1	2
36	в отвлечении от	2	2
37	не сводится к	1	2
38	том или ином	1	2
39	здесь не в	1	2
40	так или иначе	1	2
41	и того же	1	1
42	в чистом виде	1	1
43	что в этом	1	1
44	и столь же	1	1
45	так и его	1	1
46	же обстоит дело	1	1
47	всех без исключения	1	1
48	в действительности и	1	1
49	какой бы то	1	1
50	между жизнью и	1	1
51	дело в том	2	1
52	на самом деле	12	1
53	в самом деле	4	1
54	в этом смысле	2	1
55	то же самое	3	1
56	в том же	1	1
57	жанр есть типическая	1	1
58	с таким же	2	1
59	не имеем никакого	1	1
60	до сих пор	1	1
61	тот или иной	1	1
62	и в то	2	1
63	до известной степени	2	1
64	сам по себе	1	1
65	лишь одним из	2	1
66	только то что	2	1
67	не распадается на	1	1
68	к тому чтобы	1	1
69	в той мере	1	1
70	его смысла но	1	1
71	а то и	1	1
72	в какой это	2	1
73	от отца к	1	1
74	а иногда и	1	1
75	может быть только	2	1
76	с этой точки	1	1
77	сыну а от	1	1
78	может и не	1	1
79	есть типическая форма	1	1
80	но в таком	1	1
81	а не только	1	1
82	между ними не	1	1
83	к сыну а	1	1
84	и тот же	1	1
85	все без исключения	3	1
86	и не было	1	1
87	не может заменить	1	1
88	это не так	1	1
89	связаны между собой	1	1
90	отца к сыну	1	1
91	иметь в виду	1	1
92	дело здесь не	1	1
93	а не как	1	1
94	смысла но не	1	1
95	событие самого рассказывания	1	1
96	так и от	2	1
97	мере в какой	1	1
98	все то что	1	1
99	один и тот	1	1
100	она могла стать	1	1
101	не от отца	1	1
102	но уже в	2	1
103	так и в	2	1
104	события но и	1	1
105	автора с читателем	1	1
106	но не самой	1	1
107	героя в этом	1	1
108	одного и того	1	1
109	совершенно очевидно что	1	1
110	неотделимо от его	1	1
111	в данном контексте	1	1
112	тех или иных	1	1
113	друг с другом	1	1
114	той мере в	1	1
115	как и в	1	1
116	как мы видели	2	1
