N	2gram	Kanaev_Sov_1	Problema
1	вовсе не	1	35
2	и в	7	32
3	и не	6	31
4	в этом	7	19
5	не менее	2	19
6	тем не	2	18
7	не только	4	17
8	в себе	3	15
9	по себе	1	15
10	в виде	2	15
11	а не	3	15
12	но в	3	14
13	у нас	3	14
14	может быть	12	14
15	как бы	4	14
16	в нем	3	13
17	сказать что	1	13
18	том что	1	12
19	что в	2	12
20	так как	4	11
21	о том	1	11
22	и даже	2	11
23	если мы	4	11
24	ничего общего	1	11
25	то же	3	10
26	отнюдь не	3	10
27	в этой	3	10
28	ничего не	6	10
29	прежде всего	5	10
30	еще не	3	9
31	но не	1	9
32	раз и	1	9
33	же самое	2	9
34	и это	1	9
35	и что	2	9
36	в данном	1	9
37	что же	5	9
38	в том	4	9
39	так же	1	9
40	в таком	2	9
41	все эти	5	8
42	было бы	3	8
43	когда мы	3	8
44	данном случае	1	8
45	не может	17	8
46	но это	1	8
47	во всех	1	7
48	ни в	1	7
49	как мы	2	7
50	никогда не	1	7
51	только в	1	7
52	такого рода	2	7
53	все это	3	7
54	и все	3	7
55	во всяком	2	7
56	самом деле	2	6
57	на самом	1	6
58	и есть	2	6
59	есть не	1	6
60	говорить о	2	6
61	но как	1	6
62	в самом	2	6
63	и если	1	6
64	при этом	3	6
65	его в	1	6
66	это не	4	6
67	что такое	2	6
68	в то	1	6
69	таким образом	11	6
70	в его	2	6
71	этом смысле	1	6
72	то и	2	6
73	в конце	3	6
74	хотя и	1	6
75	совершенно не	2	6
76	не имеют	1	5
77	мы уже	1	5
78	в своем	1	5
79	что она	3	5
80	но уже	1	5
81	все равно	1	5
82	связи с	1	5
83	ни о	1	5
84	той или	1	5
85	для нас	3	5
86	или иной	2	5
87	не является	1	5
88	мы должны	4	5
89	функции в	1	4
90	это совершенно	1	4
91	совсем не	1	4
92	как он	3	4
93	их в	4	4
94	не в	3	4
95	а в	4	4
96	в дальнейшем	4	4
97	если бы	1	4
98	и только	1	4
99	вообще и	1	4
100	ровно ничего	1	4
101	один из	1	4
102	только на	1	4
103	мы можем	6	4
104	именно в	1	4
105	и пр	2	4
106	не было	1	4
107	и вообще	1	4
108	и для	1	4
109	в связи	1	4
110	или в	1	4
111	и ни	1	4
112	же в	1	4
113	того же	1	3
114	с этим	2	3
115	в действительности	1	3
116	что это	2	3
117	мы получаем	3	3
118	но ведь	1	3
119	он не	1	3
120	и еще	1	3
121	и чисто	1	3
122	но все	2	3
123	что все	2	3
124	как и	6	3
125	несмотря на	1	3
126	на этот	2	3
127	точки зрения	12	3
128	с точки	5	3
129	дело в	1	3
130	только не	1	3
131	или как	1	3
132	и его	1	3
133	определенным образом	1	3
134	можно было	1	3
135	ясно что	3	3
136	мы в	1	3
137	но отнюдь	1	3
138	только и	1	3
139	настоящее время	2	3
140	что его	1	3
141	к нему	1	3
142	и во	2	3
143	во всей	1	3
144	и следовательно	1	3
145	значит что	1	3
146	уже не	2	3
147	уже в	3	3
148	из них	4	3
149	всяком случае	2	3
150	сами по	1	3
151	случае не	1	3
152	до сих	1	3
153	с другой	1	3
154	здесь в	1	3
155	нужно сказать	1	3
156	сколько угодно	1	3
157	быть и	2	3
158	сих пор	1	3
159	но для	1	3
160	в настоящее	2	3
161	с ним	1	3
162	мы говорим	1	3
163	для этих	1	2
164	же как	1	2
165	и потому	3	2
166	в первом	3	2
167	по преимуществу	1	2
168	и до	1	2
169	по его	1	2
170	для своего	1	2
171	мы имеем	1	2
172	мы не	9	2
173	не важно	1	2
174	и ничего	1	2
175	мы называем	3	2
176	совсем иное	1	2
177	что иное	1	2
178	то конечно	1	2
179	он сам	1	2
180	иное как	1	2
181	с его	1	2
182	то он	1	2
183	мы будем	1	2
184	и все-таки	1	2
185	нет и	4	2
186	чем же	1	2
187	кроме того	1	2
188	в которой	2	2
189	он в	3	2
190	из этих	2	2
191	на его	2	2
192	он должен	2	2
193	а это	1	2
194	не будет	1	2
195	и может	1	2
196	конечно в	2	2
197	ведь если	1	2
198	для них	1	2
199	для чего	1	2
200	должно быть	1	2
201	понятия и	1	2
202	в эту	1	2
203	но если	1	2
204	и при	1	2
205	знаем что	2	2
206	которые в	1	2
207	по крайней	1	2
208	без всяких	1	2
209	же мы	2	2
210	необходимо сказать	1	2
211	она не	1	2
212	не имеет	1	2
213	в науке	2	2
214	но только	1	2
215	в области	3	2
216	не могут	2	2
217	могут быть	2	2
218	в окончательном	1	2
219	уже на	1	2
220	здесь нет	1	2
221	и всегда	1	2
222	это только	1	2
223	и должно	1	2
224	и эту	1	2
225	крайней мере	1	2
226	нельзя сказать	1	2
227	все время	1	2
228	может иметь	2	2
229	том как	1	2
230	мы видим	2	2
231	а потому	1	2
232	со всеми	2	2
233	на этой	3	2
234	не можем	7	2
235	этот раз	1	2
236	ведь это	3	2
237	как его	1	2
238	но что	1	2
239	говорим о	2	2
240	от другого	1	2
241	вместе с	4	2
242	и особенно	1	2
243	и начала	1	2
244	направление в	1	2
245	а потом	1	2
246	по существу	1	2
247	этом случае	1	2
248	не будем	2	2
249	говорить что	1	2
250	в результате	6	2
251	но еще	1	2
252	этой области	1	2
253	не что	1	2
254	а может	1	2
255	его представители	3	1
256	дальнейшем мы	1	1
257	потом и	1	1
258	роль играет	1	1
259	жизни мы	2	1
260	для науки	1	1
261	делится на	1	1
262	значение но	1	1
263	входящих в	1	1
264	состояния в	1	1
265	той же	2	1
266	из всех	1	1
267	момент времени	3	1
268	и само	1	1
269	именно к	1	1
270	эта функция	1	1
271	имеют место	1	1
272	кто же	1	1
273	мы ее	1	1
274	мы без	1	1
275	окончательном смысле	1	1
276	может дать	2	1
277	это направление	1	1
278	быть в	1	1
279	на их	2	1
280	которых нет	1	1
281	бы то	1	1
282	но конечно	1	1
283	он может	3	1
284	друг на	1	1
285	явлений и	1	1
286	в течение	1	1
287	дает нам	2	1
288	то чем	1	1
289	и нет	1	1
290	все же	3	1
291	на другом	2	1
292	с понятием	1	1
293	тем же	2	1
294	здесь и	1	1
