N	2gram	Bakhtin_Fr_7	formyVre
1	и в	41	46
2	в этом	15	22
3	у рабле	18	18
4	кн i	1	16
5	i гл	1	15
6	кн ii	2	14
7	прежде всего	11	14
8	вовсе не	7	13
9	в романе	7	13
10	человеческого тела	7	12
11	и его	9	12
12	ii гл	3	12
13	во всех	3	11
14	не только	5	11
15	рабле в	5	11
16	только в	6	11
17	смерти в	3	11
18	как бы	7	10
19	то есть	20	10
20	во время	3	10
21	точки зрения	5	10
22	в том	11	10
23	но в	8	10
24	мы уже	12	9
25	не в	9	9
26	в ряд	1	9
27	у него	6	9
28	но и	9	9
29	вместе с	5	9
30	и не	7	9
31	и для	5	9
32	мира и	4	9
33	то же	13	8
34	смерть и	1	8
35	как и	14	8
36	с точки	3	8
37	потому что	5	8
38	связи с	1	8
39	в его	12	8
40	из них	3	8
41	в связи	2	8
42	в основном	1	8
43	жизни и	3	8
44	и на	4	7
45	четвертой книги	2	7
46	в главе	3	7
47	так сказать	3	7
48	так и	10	7
49	в них	7	7
50	в эпизоде	5	7
51	может быть	4	7
52	времени в	1	7
53	в одном	3	7
54	то что	8	7
55	картину мира	1	7
56	как мы	11	6
57	еще не	2	6
58	все же	1	6
59	и наконец	4	6
60	при этом	3	6
61	этом мире	1	6
62	человека в	2	6
63	и с	4	6
64	его в	3	6
65	в основе	1	6
66	никогда не	2	6
67	и во	2	6
68	панурга о	1	6
69	так как	3	6
70	человеческое тело	3	6
71	в особенности	2	6
72	здесь в	1	6
73	по вертикали	1	6
74	все это	10	6
75	и времени	2	6
76	и все	14	6
77	но не	1	5
78	с этим	2	5
79	в своем	9	5
80	все эти	13	5
81	связанные с	3	5
82	в античном	1	5
83	он не	4	5
84	в нем	7	5
85	должно быть	4	5
86	от смеха	3	5
87	в то	10	5
88	в разрезе	1	5
89	рабле и	9	5
90	в дальнейшем	1	5
91	романа рабле	4	5
92	и у	5	5
93	и др	2	5
94	в частности	1	5
95	рабле не	5	5
96	по существу	8	5
97	романе рабле	6	5
98	что в	9	5
99	отношения к	1	4
100	также и	2	4
101	человека и	1	4
102	и самое	1	4
103	в мире	3	4
104	значение и	1	4
105	что они	1	4
106	в истории	1	4
107	как в	5	4
108	характер носит	2	4
109	уже в	5	4
110	в себе	11	4
111	их в	2	4
112	тела в	3	4
113	том что	4	4
114	в котором	1	4
115	эпизоде с	5	4
116	место в	4	4
117	том же	1	4
118	же время	9	4
119	уже говорили	4	4
120	к себе	1	4
121	смерти и	1	4
122	в образе	4	4
123	в эпоху	7	4
124	с ним	2	4
125	и смерть	1	4
126	загробном мире	2	4
127	о том	6	4
128	его жизни	1	4
129	все его	3	4
130	к ряду	1	4
131	так что	1	4
132	iii гл	4	4
133	и их	3	4
134	а не	2	4
135	на вертеле	1	4
136	с этой	1	4
137	кн iii	4	4
138	еще более	2	4
139	же в	2	4
140	умер от	2	4
141	есть и	3	4
142	пространстве и	3	4
143	здесь еще	1	3
144	ветряных мельниц	1	3
145	почти все	1	3
146	гл xvii	1	3
147	ему в	1	3
148	в виду	4	3
149	того же	3	3
150	слова и	1	3
151	а следовательно	2	3
152	мы еще	1	3
153	точка зрения	2	3
154	для других	1	3
155	отношение к	2	3
156	образ смерти	2	3
157	в средние	4	3
158	хотя и	4	3
159	этот ряд	1	3
160	целый ряд	4	3
161	и как	2	3
162	уже не	2	3
163	та же	4	3
164	в большинстве	2	3
165	имеем в	2	3
166	эпохи возрождения	1	3
167	игра с	3	3
168	при виде	4	3
169	новое и	1	3
170	и по	3	3
171	уже сказали	1	3
172	таким образом	19	3
173	в совершенно	1	3
174	связанных с	3	3
175	еще вернемся	1	3
176	новой жизни	2	3
177	по всему	1	3
178	переходим к	2	3
179	на первый	1	3
180	в их	3	3
181	в которых	2	3
182	что было	1	3
183	к реальному	1	3
184	исторического времени	2	3
185	следовательно и	2	3
186	и вниз	1	3
187	кроме того	3	3
188	в гротескном	3	3
189	же самое	1	3
190	к тому	2	3
191	в телесный	1	3
192	зрения не	1	3
193	роль в	2	3
194	том как	2	3
195	жизнь и	2	3
196	в другом	1	3
197	а также	2	3
198	как у	1	3
199	при изображении	1	3
200	что и	5	3
201	на развитие	1	3
202	того что	2	3
203	тот же	2	3
204	что он	3	3
205	во времени	2	3
206	все они	6	3
207	в качестве	9	3
208	и они	1	3
209	большинстве случаев	2	3
210	для него	6	3
211	тем что	3	3
212	в форме	3	3
213	со смехом	1	3
214	что на	1	3
215	и даже	1	3
216	эпоху возрождения	1	3
217	и прежде	1	3
218	не было	3	3
219	не на	3	3
220	для романа	1	3
221	о чем	1	3
222	вещами и	1	3
223	мира в	4	3
224	с помощью	6	3
225	в это	3	3
226	в реальном	2	3
227	вверх и	1	3
228	тем более	1	3
229	романе и	1	3
230	в этих	2	3
231	ее в	1	3
232	а в	5	3
233	средние века	4	3
234	всего в	5	3
235	но эти	1	3
236	и другие	3	3
237	к этому	5	3
238	том числе	4	3
239	этого романа	1	2
240	ту же	2	2
241	как его	1	2
242	и есть	3	2
243	этого мира	1	2
244	и так	2	2
245	характерное для	1	2
246	из самых	3	2
247	явления и	2	2
248	и до	6	2
249	оно было	2	2
250	времени он	2	2
251	мы имеем	2	2
252	развития человечества	2	2
253	в сущности	4	2
254	вещей явлений	1	2
255	они были	1	2
256	рабле но	5	2
257	он был	3	2
258	вещь в	1	2
259	первый план	1	2
260	не был	1	2
261	в час	1	2
262	и т.п	9	2
263	совсем не	3	2
264	явлений и	2	2
265	к ним	1	2
266	уже касались	1	2
267	друг от	1	2
268	в одной	2	2
269	пространства и	2	2
270	вневременной вертикали	1	2
271	и к	5	2
272	от этого	3	2
273	всего романа	2	2
274	в этой	13	2
275	о загробном	4	2
276	как он	2	2
277	под землей	1	2
278	о розе	1	2
279	не могла	1	2
280	человек не	1	2
281	после этого	1	2
282	в корне	1	2
283	и вот	2	2
284	на земле	4	2
285	картины мира	4	2
286	на этом	5	2
