N	2gram	Ircho_Kome_2	Istorich
1	т е	1	29
2	что он	5	24
3	и т	2	19
4	не только	7	18
5	может быть	11	17
6	мы имеем	2	15
7	и в	26	15
8	никогда не	1	15
9	так как	4	14
10	но и	10	14
11	так же	1	13
12	что в	9	12
13	то что	6	12
14	а в	3	12
15	в этом	10	11
16	об этом	2	11
17	в этих	4	11
18	мы знаем	3	11
19	и не	14	11
20	то же	3	10
21	его в	4	10
22	еще не	6	9
23	все же	4	9
24	в другом	1	9
25	с тем	5	9
26	и здесь	6	9
27	потому что	6	9
28	должны были	1	8
29	он не	2	8
30	связи с	3	8
31	один из	5	8
32	очень много	1	8
33	мы можем	3	8
34	мы видим	1	8
35	в нем	6	7
36	таким образом	6	7
37	том что	9	7
38	не в	2	7
39	ничего не	1	7
40	вместе с	9	7
41	сих пор	2	7
42	то это	2	6
43	но в	3	6
44	что это	4	6
45	и что	2	6
46	в его	4	6
47	что и	7	6
48	так что	5	6
49	до сих	2	6
50	наряду с	6	6
51	как бы	2	6
52	в том	11	6
53	только в	4	6
54	точно так	1	6
55	и есть	2	5
56	представляет собой	1	5
57	как в	3	5
58	с этим	5	5
59	что она	2	5
60	но все	3	5
61	было бы	8	5
62	попадает в	1	5
63	этого не	1	5
64	можно найти	1	5
65	в котором	3	5
66	можно было	4	5
67	так и	12	5
68	к нему	3	5
69	в одном	2	5
70	прежде всего	4	5
71	к которому	1	5
72	представления о	2	5
73	а не	1	5
74	в связи	3	5
75	не может	3	5
76	к тому	12	5
77	что эти	1	4
78	в ней	3	4
79	и на	7	4
80	только после	1	4
81	в одной	2	4
82	в себе	1	4
83	не видят	1	4
84	все эти	1	4
85	в этой	3	4
86	и они	1	4
87	три года	2	4
88	после этого	2	4
89	и с	5	4
90	вопрос о	3	4
91	но они	1	4
92	того как	3	4
93	для нас	3	4
94	из дома	1	4
95	или на	2	4
96	попадает к	1	4
97	в другой	2	4
98	с одной	2	4
99	попадают в	1	4
100	у нее	2	4
101	у него	4	4
102	тем что	3	4
103	связь с	1	4
104	власть над	1	4
105	в область	1	4
106	не должен	1	4
107	одной из	4	4
108	и другие	2	4
109	представлял собой	1	3
110	в доме	6	3
111	мы не	2	3
112	не происходит	1	3
113	он был	2	3
114	когда он	1	3
115	привести к	1	3
116	из этих	4	3
117	в очень	1	3
118	как он	3	3
119	и почему	2	3
120	ты мне	1	3
121	он и	1	3
122	хотя в	1	3
123	не мог	1	3
124	в их	3	3
125	и его	12	3
126	как будто	4	3
127	встречается в	1	3
128	и это	2	3
129	в себя	1	3
130	так в	2	3
131	роль в	2	3
132	мог бы	1	3
133	о том	6	3
134	после того	2	3
135	если это	1	3
136	же можно	2	3
137	в качестве	5	3
138	по отношению	3	3
139	в дом	1	3
140	в состоянии	1	3
141	в других	2	3
142	одной стороны	2	3
143	как это	4	3
144	предположить что	1	3
145	все это	3	3
146	молодых людей	4	3
147	но если	3	3
148	отношению к	3	3
149	можно привести	2	3
150	царство и	1	3
151	также что	2	2
152	например в	3	2
153	самом деле	1	2
154	так у	1	2
155	из леса	1	2
156	и для	4	2
157	в сущности	1	2
158	хотя бы	2	2
159	они были	1	2
160	своего ребенка	1	2
161	во всех	3	2
162	то мы	1	2
163	но не	3	2
164	не все	1	2
165	не просто	1	2
166	в которой	5	2
167	возможно что	3	2
168	или его	2	2
169	тому же	11	2
170	не могла	1	2
171	на его	1	2
172	главным образом	1	2
173	в силу	2	2
174	и если	2	2
175	человека в	3	2
176	могла бы	3	2
177	а затем	5	2
178	из них	7	2
179	той же	3	2
180	его не	1	2
181	это не	2	2
182	и дает	2	2
183	в жизни	1	2
184	ни в	5	2
185	как и	4	2
186	мы видели	1	2
187	здесь она	1	2
188	они говорят	1	2
189	в эту	1	2
190	ст в	2	2
191	во время	6	2
192	и ее	2	2
193	мне его	1	2
194	бы привести	1	2
195	не столько	1	2
196	представление о	2	2
197	нет необходимости	2	2
198	этого сюжета	1	2
199	и более	1	2
200	их в	1	2
201	отец и	2	2
202	и одной	1	2
203	тем самым	1	2
204	с которой	1	2
205	самого начала	1	2
206	одна из	2	2
207	здесь на	1	2
208	иметь в	1	2
209	можно усмотреть	1	2
210	другой стороны	1	2
211	вместо того	1	2
212	так называемый	1	2
213	здесь нет	1	2
214	других случаях	1	2
215	к себе	1	2
216	и вполне	1	2
217	того чтобы	6	2
218	в виду	2	2
219	с самого	2	2
220	приводит к	1	2
221	что у	4	2
222	о связи	1	2
223	имеется в	1	2
224	одно из	2	2
225	в разных	1	2
226	с другой	2	2
227	а также	1	2
228	что эта	1	2
229	также в	2	2
230	в новой	1	2
231	с ними	2	2
232	одежды и	1	2
233	уже в	4	2
234	является не	2	2
235	а то	1	2
236	на столе	1	2
237	он имеет	1	2
238	и их	3	2
239	тут же	2	2
240	этим же	1	2
241	не было	3	2
242	и из	1	2
243	именно в	1	2
244	здесь в	3	2
245	а с	1	2
246	становится ясным	1	2
247	нет ничего	1	2
248	что весь	1	2
249	в тех	3	2
250	в тот	1	2
251	да и	3	2
252	по существу	1	2
253	показывают что	1	2
254	о его	4	2
255	см ниже	1	2
256	которые были	1	2
257	под названием	2	2
258	более поздние	2	2
259	куда ты	1	2
260	или в	3	2
261	представляли собой	1	2
262	будто бы	1	2
263	в системе	1	2
264	все еще	1	2
265	не знает	1	2
266	сказать что	1	2
267	где как	1	2
268	в северной	1	2
269	для выяснения	1	1
270	говорилось выше	1	1
271	перед лицом	2	1
272	отрывок из	1	1
273	из другого	1	1
274	или по	1	1
275	из его	2	1
276	не имеют	1	1
277	едва ли	14	1
278	и этот	1	1
279	общественных отношений	1	1
280	и за	2	1
281	по его	1	1
282	еще остается	1	1
283	в семье	1	1
284	не слишком	1	1
285	говорить о	2	1
286	все известные	2	1
287	на себя	7	1
288	похожи на	3	1
289	же что	1	1
290	это время	3	1
291	в отличие	2	1
292	не приходит	2	1
293	что его	3	1
294	с его	5	1
295	должна была	2	1
296	его жены	1	1
297	от его	1	1
298	чем это	2	1
299	другой пример	1	1
300	на основе	1	1
301	это видно	1	1
302	достаточно для	1	1
303	у других	2	1
304	только при	1	1
305	ответ на	3	1
306	отличие от	2	1
307	в свои	1	1
308	видит теперь	1	1
309	из таких	1	1
310	отнюдь не	2	1
311	в истории	5	1
312	в течение	2	1
313	как к	1	1
314	из вас	2	1
315	в душу	1	1
316	однако не	1	1
317	он признает	1	1
318	и как	1	1
319	что по	2	1
320	не зная	1	1
321	и к	2	1
322	случаев где	1	1
323	следующим образом	1	1
324	отцу в	1	1
325	в герое	1	1
326	от этого	2	1
327	за собой	2	1
328	для которого	1	1
329	со своей	3	1
330	разве я	1	1
331	в целом	4	1
332	мне не	1	1
333	она занимает	1	1
334	так или	3	1
335	одно время	1	1
336	остановиться на	1	1
337	столе и	1	1
338	друг от	1	1
339	огромное количество	1	1
340	богами по	1	1
341	и позже	1	1
342	мы их	1	1
343	ей в	1	1
344	о смерти	1	1
345	в обратном	1	1
346	никакому сомнению	1	1
347	что ни	2	1
348	с собой	2	1
349	в основу	1	1
350	мы слышим	1	1
351	совпадают с	1	1
352	за то	4	1
353	связанных с	2	1
354	с целью	1	1
355	входит в	1	1
356	это было	4	1
357	обоих случаях	2	1
358	при встрече	1	1
359	без нее	1	1
360	приходит в	1	1
361	уважением и	1	1
362	на характер	1	1
363	но уже	1	1
364	в них	4	1
365	героя или	1	1
366	он же	1	1
367	на второй	1	1
368	соответствии с	1	1
369	можем сказать	1	1
370	как видно	2	1
371	не всегда	2	1
372	несмотря на	1	1
373	к своему	1	1
374	и некоторые	1	1
375	даже те	1	1
376	и страх	1	1
377	на дорогу	1	1
378	в своей	3	1
379	женщин и	1	1
380	на руке	1	1
381	пор в	1	1
382	из которой	1	1
383	с рук	1	1
384	нельзя было	1	1
385	которые в	2	1
386	начнем с	1	1
387	тем не	1	1
388	доказывает что	1	1
389	на разные	1	1
390	со многими	1	1
391	здесь достаточно	1	1
392	бы быть	1	1
393	важно что	4	1
394	по себе	1	1
395	даже в	2	1
396	освободиться от	1	1
397	и очень	1	1
398	сестру и	1	1
399	и необходимость	1	1
400	отце и	1	1
401	власть в	1	1
402	не менее	4	1
403	как можно	1	1
404	этого же	1	1
405	как о	1	1
406	в обоих	3	1
407	что их	2	1
408	в то	6	1
409	что ей	1	1
410	нечто подобное	1	1
411	или еще	1	1
412	однако если	1	1
413	правда в	1	1
414	сына своего	1	1
415	этих двух	1	1
416	ст или	1	1
417	детей и	1	1
418	и после	2	1
419	во фракии	5	1
420	не вполне	2	1
421	что на	3	1
422	в каком	1	1
423	тех случаях	1	1
424	с другом	2	1
425	у нас	1	1
426	сюжета в	2	1
427	сюжета и	1	1
428	со стороны	2	1
429	как ему	1	1
430	вошли в	1	1
431	материнства но	1	1
432	его с	1	1
433	в поле	3	1
434	как человек	1	1
435	они и	1	1
436	своего отца	2	1
437	на это	2	1
438	время он	1	1
439	приходит к	1	1
440	как мы	4	1
441	не делает	1	1
442	то она	1	1
443	от друга	1	1
444	ни одно	1	1
445	всего этого	1	1
446	с каким	1	1
447	с девушкой	1	1
448	в пределах	1	1
449	одного из	1	1
450	видно еще	1	1
451	остается только	1	1
452	отца или	1	1
453	является в	1	1
454	задний план	1	1
455	о котором	1	1
456	с ним	1	1
457	его против	1	1
458	на море	1	1
459	автор не	1	1
460	сводится к	1	1
461	известной под	1	1
462	время в	1	1
463	и большого	1	1
464	там же	1	1
465	ее и	1	1
466	и во	2	1
467	восходит к	4	1
468	из дому	3	1
469	сведения об	1	1
470	гораздо чаще	1	1
471	или иначе	3	1
472	там и	1	1
473	полагали что	1	1
474	нуждается в	1	1
475	быть даже	1	1
476	вслед за	2	1
477	в середине	4	1
478	и следовательно	1	1
