N	2gram	Losev_Dial_3	Myshleni
1	в этом	8	29
2	точки зрения	25	28
3	и в	24	26
4	для себя	2	24
5	не только	23	24
6	то что	14	24
7	таким образом	13	23
8	с точки	14	21
9	для того	3	18
10	в том	5	18
11	и не	27	18
12	том что	8	17
13	потому что	7	16
14	как и	7	15
15	как мы	2	14
16	того что	12	14
17	так как	6	14
18	так же	4	14
19	и его	5	12
20	вместе с	1	12
21	что в	7	12
22	в которой	1	11
23	в слове	3	11
24	только не	10	11
25	но и	9	11
26	не может	19	11
27	слова и	1	10
28	по своей	1	10
29	в сущности	10	9
30	в самом	7	9
31	в себе	2	9
32	тому что	4	9
33	тем что	3	9
34	что мы	8	9
35	по своему	1	9
36	же как	2	8
37	то же	6	8
38	той же	3	8
39	что она	9	8
40	что он	13	8
41	только в	5	8
42	ее в	2	8
43	сказать что	4	8
44	тем самым	3	8
45	и то	4	7
46	мы не	5	7
47	и к	5	7
48	представление о	1	7
49	о природе	1	7
50	к тому	4	7
51	может быть	13	7
52	прежде всего	8	7
53	самом деле	6	6
54	вопрос о	5	6
55	во всех	1	6
56	все же	3	6
57	и слова	1	6
58	что это	12	6
59	все эти	3	6
60	было бы	5	6
61	и тем	2	6
62	в ее	1	6
63	что эта	1	6
64	нас к	2	6
65	в учении	1	6
66	мы могли	1	6
67	и что	15	6
68	учении о	1	6
69	именно в	2	6
70	а не	26	6
71	как бы	3	6
72	в смысле	2	6
73	как на	5	6
74	все что	3	6
75	оно есть	2	5
76	же мере	1	5
77	в силу	3	5
78	и с	6	5
79	что этот	2	5
80	у нее	1	5
81	она не	3	5
82	что с	1	5
83	тогда когда	5	5
84	в процессе	1	5
85	же самое	1	5
86	данном случае	1	5
87	никак не	2	5
88	если бы	6	5
89	в виду	7	5
90	на вопрос	1	5
91	можно сказать	1	5
92	и следовательно	2	5
93	с одной	3	5
94	в качестве	1	5
95	если мы	1	5
96	одно из	5	5
97	одной стороны	3	5
98	как это	5	5
99	в данном	2	5
100	с этой	5	5
101	и для	2	5
102	бы в	2	5
103	только что	4	5
104	едва ли	1	4
105	еще не	2	4
106	с другой	4	4
107	это и	7	4
108	смысловой и	1	4
109	стороны и	1	4
110	целый ряд	2	4
111	но в	2	4
112	не можем	2	4
113	на то	3	4
114	и во	2	4
115	чем в	1	4
116	в такой	1	4
117	в котором	1	4
118	не в	3	4
119	не менее	11	4
120	никогда не	7	4
121	учения о	2	4
122	связи с	1	4
123	не могут	4	4
124	что оно	7	4
125	не есть	54	4
126	имеет место	1	4
127	что у	2	4
128	о том	6	4
129	в его	2	4
130	и только	6	4
131	одной из	1	4
132	так что	8	4
133	то и	3	4
134	друг друга	3	4
135	это есть	8	4
136	о чем	1	4
137	должны быть	3	4
138	и от	3	4
139	то о	1	4
140	и наконец	1	4
141	этой точки	2	4
142	на самом	1	3
143	только потому	2	3
144	в первом	2	3
145	к другому	1	3
146	что эти	1	3
147	мы уже	3	3
148	есть не	9	3
149	из того	2	3
150	из ее	1	3
