N	2gram	Vygotskiy__3	Istorich
1	и т	14	27
2	и в	38	26
3	т д	4	24
4	так же	2	18
5	то что	35	16
6	не только	12	15
7	может быть	19	14
8	что в	20	14
9	же как	1	13
10	между двумя	1	12
11	но и	5	12
12	так и	1	10
13	таким образом	12	10
14	показывает что	2	10
15	и его	6	10
16	что он	11	10
17	при помощи	4	10
18	все же	8	9
19	этот случай	2	9
20	его в	3	9
21	что и	4	9
22	так как	6	9
23	и не	10	9
24	то же	10	8
25	мы знаем	1	8
26	а в	7	8
27	мы имеем	1	7
28	в этом	13	7
29	он не	6	7
30	как и	8	7
31	в этих	2	7
32	знаем что	1	7
33	их в	2	7
34	нас к	1	7
35	как в	4	7
36	мы рассмотрим	2	7
37	что здесь	2	7
38	в качестве	2	7
39	превращается в	1	7
40	и то	8	6
41	еще не	1	6
42	что они	4	6
43	мы видели	6	6
44	таким же	1	6
45	мы можем	7	6
46	мы видим	12	6
47	потому что	14	6
48	а не	7	6
49	не может	7	6
50	вместе с	5	6
51	предположить что	1	6
52	когда он	4	6
53	это и	1	5
54	мы уже	7	5
55	то это	2	5
56	но не	1	5
57	и как	8	5
58	но в	3	5
59	уже не	2	5
60	и только	3	5
61	в силу	2	5
62	и по	2	5
63	но все	1	5
64	в другом	5	5
65	и с	1	5
66	это не	1	5
67	к которым	5	5
68	не в	12	5
69	ничего не	2	5
70	и у	1	5
71	как мы	7	5
72	и здесь	6	5
73	и что	18	5
74	в его	5	5
75	раньше чем	1	5
76	в одном	8	5
77	у него	4	5
78	тем что	3	5
79	до сих	6	5
80	в некоторых	1	5
81	из которых	4	5
82	сих пор	5	5
83	мы должны	1	5
84	к этому	3	5
85	на себя	1	4
86	частный случай	1	4
87	в которых	6	4
88	не просто	2	4
89	он в	2	4
90	но он	2	4
91	интересно что	3	4
92	в своей	5	4
93	но эта	1	4
94	что этот	4	4
95	даже в	1	4
96	того как	3	4
97	указывает на	6	4
98	представляют собой	2	4
99	здесь не	3	4
100	о том	6	4
101	и даже	4	4
102	вовсе не	8	4
103	с другой	7	4
104	такое же	3	4
105	а на	1	4
106	все что	1	4
107	в тех	4	4
108	другой стороны	5	4
109	он получает	1	3
110	например в	2	3
111	и действительно	2	3
112	из этих	3	3
113	видели что	2	3
114	относится к	1	3
115	в одной	2	3
116	вор и	2	3
117	перед нами	8	3
118	его к	2	3
119	все эти	4	3
120	на то	16	3
121	и если	6	3
122	на его	1	3
123	что она	16	3
124	при этом	4	3
125	что у	7	3
126	что ни	1	3
127	а затем	1	3
128	те же	1	3
129	должен был	2	3
130	не мог	4	3
131	том что	14	3
132	от своего	2	3
133	и при	1	3
134	по сравнению	1	3
135	и более	2	3
136	как это	6	3
137	что эта	4	3
138	то чего	1	3
139	не имеет	6	3
140	на него	1	3
141	в русской	2	3
142	к себе	2	3
143	есть только	2	3
144	все еще	1	3
145	и он	1	3
146	она не	6	3
147	данном случае	2	3
148	большей частью	2	3
149	на вопрос	1	3
150	но мы	2	3
151	в другой	1	3
152	в том	25	3
153	мы увидим	12	3
154	только в	4	3
155	или же	1	3
156	и других	1	3
157	а именно	1	3
158	о чем	1	3
159	там где	6	3
160	что мы	1	3
161	к своему	2	3
162	в данном	2	3
163	сравнению с	1	3
164	наряду с	3	3
165	как бы	14	3
166	по существу	2	3
167	с животными	1	3
168	указать на	3	3
169	или в	5	3
170	для нас	8	3
171	всякого рода	1	3
172	но это	3	3
173	только что	2	3
174	же в	2	3
175	между ними	1	3
176	к этой	2	3
177	и другие	2	3
178	что образ	2	2
179	он может	2	2
180	и есть	1	2
181	должна быть	5	2
182	по его	3	2
183	что герой	1	2
184	случаи когда	1	2
185	за это	1	2
186	или от	2	2
187	то мы	1	2
