N	3gram	Losev_Prob_4	Dialekti
1	и т д	3	19
2	с точки зрения	11	12
3	это значит что	7	9
4	ни в каком	5	8
5	сама по себе	2	8
6	в том что	8	7
7	не есть ни	2	6
8	сам по себе	6	6
9	само по себе	1	5
10	можно было бы	4	4
11	по крайней мере	6	4
12	одно и то	1	4
13	с другой стороны	6	4
14	в каком случае	3	4
15	той или другой	3	4
16	несмотря на всю	1	4
17	ничего не говорит	1	4
18	на то что	1	4
19	в то же	2	4
20	потому что он	2	3
21	только потому что	1	3
22	более или менее	2	3
23	имеет ничего общего	2	3
24	в этом смысле	3	3
25	значит что он	1	3
26	только то что	1	3
27	не значит что	1	3
28	в конце концов	1	3
29	иметь в виду	1	3
30	содержит в себе	8	3
31	ничего общего с	2	3
32	не имеет ничего	2	3
33	той или иной	11	3
34	т д и	1	2
35	то это значит	1	2
36	на самом деле	3	2
37	как это мы	1	2
38	до сих пор	1	2
39	и в то	1	2
40	что он не	1	2
41	по себе и	1	2
42	но все это	1	2
43	и т п	1	2
44	тех или других	1	2
45	точно так же	3	2
46	то и другое	3	2
47	и в частности	2	2
48	с одной стороны	1	2
49	несет на себе	1	2
50	по сравнению с	1	2
51	или по крайней	2	2
52	друг к другу	1	2
53	во всяком случае	4	2
54	случае не есть	1	2
55	ни в чем	1	2
56	если иметь в	1	2
57	ничто не мешает	1	2
58	по себе а	1	2
59	д и т	1	2
60	это и есть	1	2
61	о том что	3	2
62	и ни в	3	2
63	каком случае не	3	2
64	даже больше того	1	2
65	по себе но	1	2
66	к тому что	1	2
67	крайней мере в	1	1
68	в себе также	1	1
69	общего ни с	2	1
70	в чем не	1	1
71	в чистом виде	2	1
72	хотя и не	2	1
73	какой мере не	4	1
74	превратилось бы в	1	1
75	в той или	7	1
76	если бы все	1	1
77	сказать что в	1	1
78	здесь не просто	1	1
79	этом смысле есть	1	1
80	в какой мере	4	1
81	в чем же	1	1
82	заключается не в	1	1
83	мы имеем дело	3	1
84	дело в том	1	1
85	то время как	2	1
86	ни в каких	1	1
87	должны сказать что	1	1
88	это было бы	1	1
89	с ним или	1	1
90	о том или	1	1
91	убеждаемся в том	2	1
92	то ясно что	1	1
93	что в данном	2	1
94	он всегда есть	1	1
95	но даже и	4	1
96	так что в	1	1
97	есть сама вещь	1	1
98	а он как	1	1
99	но ясно что	1	1
100	какая-нибудь аллегория то	1	1
101	что же касается	1	1
102	идея и образ	3	1
103	как раз и	1	1
104	отчет в том	3	1
105	и больше ничего	2	1
106	они вовсе не	1	1
107	сами по себе	2	1
108	ни в коем	3	1
109	познания добра и	1	1
110	итак перед нами	1	1
111	есть то что	1	1
112	и каждый раз	2	1
113	не есть нечто	1	1
114	на самом же	2	1
115	только в том	3	1
116	в каком смысле	2	1
117	так как здесь	1	1
118	несмотря на свою	1	1
119	общего и единичного	5	1
120	и даже в	1	1
121	и потому в	1	1
122	в ней не	1	1
123	по себе в	1	1
124	науки не существует	1	1
125	это и значит	1	1
126	и не в	1	1
127	это не имеет	2	1
128	и тем не	3	1
129	это есть символ	2	1
130	отнюдь не является	1	1
131	в отношении идеи	1	1
132	жизни и в	2	1
133	ни в какой	4	1
134	в коем случае	3	1
135	значит что мы	1	1
136	еще не есть	1	1
137	даже если бы	1	1
138	идею и образ	1	1
139	можно сказать о	1	1
140	бы и не	1	1
141	нет никакой мифологии	2	1
142	в том чтобы	2	1
143	том или другом	1	1
144	если бы мы	1	1
145	тоже не есть	1	1
146	все равно не	1	1
147	вовсе не есть	2	1
148	в то время	2	1
149	в символе и	1	1
150	в виде какой-то	1	1
151	прежде всего символ	1	1
152	указанных только что	1	1
153	не в том	1	1
154	уже по одному	2	1
155	в связи с	3	1
156	это не значит	1	1
157	во главе с	1	1
158	в первую очередь	1	1
159	поскольку эта последняя	1	1
160	те или иные	4	1
161	это и не	2	1
162	в новое время	1	1
163	мы все время	2	1
164	достаточно глубоко и	1	1
165	идеей и образом	1	1
166	что это и	1	1
167	но так как	1	1
168	самом же деле	2	1
169	что понятие символа	1	1
170	хотя бы даже	2	1
171	до последней степени	1	1
172	а в том	1	1
173	есть символ что	1	1
174	есть не что	2	1
175	в данном образе	1	1
176	оно во всяком	1	1
177	на идею и	1	1
178	мы убеждаемся в	1	1
179	символ второй степени	1	1
180	коем случае не	1	1
181	а не ее	1	1
182	если и есть	1	1
183	во всем этом	1	1
184	где идея и	1	1
185	то что не	1	1
186	совершенно не существует	1	1
187	с самого начала	1	1
188	к выводу что	1	1
189	но никак не	2	1
190	не существует и	1	1
191	и так и	1	1
192	так всегда и	1	1
193	добра и зла	1	1
194	что иное как	2	1
195	но все же	1	1
196	заметим что для	1	1
197	но она вполне	1	1
198	что это не	1	1
199	взять в толк	1	1
200	символ первой степени	1	1
201	и может быть	1	1
202	не что иное	2	1
203	учения о символе	1	1
204	мы замечаем что	1	1
205	тех или иных	3	1
206	тем не менее	10	1
207	в сравнении с	2	1
208	дело не в	2	1
209	относится не к	1	1
210	для того чтобы	2	1
211	нечего и говорить	1	1
212	и вообще тех	1	1
213	на первый взгляд	1	1
214	к тому же	2	1
215	то же самое	6	1
216	не есть просто	1	1
