N	2gram	Losev_Dial_4	Literetu
1	и не	30	22
2	и в	15	16
3	при этом	2	15
4	в этом	11	14
5	не только	8	14
6	но и	4	14
7	в том	11	12
8	может быть	17	12
9	а не	18	12
10	то что	16	12
11	в частности	2	11
12	я и	1	10
13	не в	8	10
14	то же	9	9
15	так и	5	9
16	в то	6	9
17	того что	13	9
18	в этой	4	8
19	в жизни	5	8
20	том что	10	8
21	не может	11	8
22	к себе	1	8
23	как бы	14	8
24	в своей	3	7
25	тем самым	3	7
26	же время	6	7
27	только в	7	7
28	себя в	2	7
29	со стороны	3	7
30	точки зрения	14	7
31	еще не	4	6
32	с его	5	6
33	в себе	8	6
34	о том	5	6
35	и его	7	6
36	в его	4	6
37	с другой	1	6
38	в отличие	1	5
39	отличие от	2	5
40	субъекта и	5	5
41	как в	3	5
42	лишь в	2	5
43	это не	12	5
44	как и	7	5
45	что я	5	5
46	в основе	10	5
47	в ее	2	5
48	что он	7	5
49	в качестве	2	5
50	именно в	5	5
51	а именно	6	5
52	вместе с	2	5
53	а в	1	5
54	хотя и	6	4
55	и если	3	4
56	входит в	1	4
57	должно быть	2	4
58	место в	1	4
59	однако в	2	4
60	даже в	1	4
61	не говоря	3	4
62	никогда не	2	4
63	говоря уже	3	4
64	данном случае	1	4
65	с одной	1	4
66	из них	2	4
67	одно из	1	4
68	в одном	4	4
69	как будто	2	4
70	в природе	3	4
71	до конца	1	4
72	в данном	3	4
73	по существу	1	4
74	и для	5	4
75	жизни в	1	4
76	отношения к	3	3
77	едва ли	3	3
78	той же	5	3
79	с ее	10	3
80	личности с	3	3
81	отнюдь не	4	3
82	и как	4	3
83	и наконец	3	3
84	но в	3	3
85	то в	5	3
86	бы и	3	3
87	и тем	6	3
88	с точки	9	3
89	только для	3	3
90	потому что	10	3
91	в области	3	3
92	личности в	5	3
93	уже о	4	3
94	в словах	3	3
95	прежде всего	11	3
96	вслед за	1	3
97	все время	1	3
98	совершенно не	3	3
99	уже не	9	3
100	в самом	2	3
101	те кто	1	3
102	и жизни	2	3
103	мира в	1	3
104	как это	2	3
105	тому как	4	3
106	я с	1	3
107	это как	2	3
108	в романе	1	3
109	жизни и	4	3
110	как на	1	3
111	а я	1	3
112	второй из	1	2
113	субъект и	1	2
114	для своего	1	2
115	как мы	1	2
116	вопрос о	2	2
117	так чтобы	3	2
118	я не	5	2
119	из того	1	2
120	то это	1	2
121	и на	5	2
122	не могу	1	2
123	во всех	2	2
124	легко может	1	2
125	отношение к	1	2
126	и вовсе	1	2
127	стороны и	1	2
128	все же	2	2
129	когда он	3	2
130	как таковое	3	2
131	в противоположность	2	2
132	не знает	1	2
133	так или	1	2
134	объекта в	2	2
135	на то	5	2
136	все они	1	2
137	в нем	5	2
138	о которой	1	2
139	не как	4	2
140	и вот	11	2
141	подобно тому	4	2
142	человека в	1	2
143	то ни	4	2
144	и с	4	2
145	в глубине	2	2
146	его в	1	2
147	было бы	9	2
148	и даже	6	2
149	той или	4	2
150	она и	1	2
151	не всегда	3	2
152	мы с	1	2
153	и тогда	2	2
154	со всей	2	2
155	и при	2	2
156	и ее	8	2
157	нас самих	1	2
158	от себя	2	2
159	и другого	1	2
160	вплоть до	1	2
161	быть может	1	2
162	в конце	1	2
163	по себе	13	2
164	не менее	2	2
165	для меня	2	2
166	с которой	1	2
167	как о	2	2
168	свободы и	3	2
169	в нас	1	2
170	того чтобы	5	2
171	как раз	4	2
172	другой стороны	2	2
173	у нас	3	2
174	с образом	1	2
175	то она	1	2
176	здесь как	1	2
177	мира и	1	2
178	если бы	6	2
179	о нем	2	2
180	одного из	1	2
181	мира а	1	2
182	можно сказать	5	2
183	в эстетической	1	2
184	складывается из	1	2
185	во втором	1	2
186	искусство не	1	2
187	что и	6	2
188	во всей	2	2
189	и только	2	2
190	и об	3	2
191	но с	1	2
192	с ними	4	2
193	субъекта в	1	2
194	связи с	1	2
195	за ним	1	2
196	к своим	1	2
197	ни с	4	2
198	тем что	2	2
199	ты для	1	2
200	и вместе	1	2
201	для того	5	2
202	это будет	3	2
203	или иной	1	2
204	или иначе	2	2
205	себя и	3	2
206	что не	3	2
207	выше и	1	2
208	него не	1	2
209	не знаю	1	2
210	я говорю	2	2
211	объекта и	1	2
212	в полном	1	2
213	так же	4	2
214	и потому	3	2
215	к жизни	3	2
216	быть только	1	2
217	если это	1	2
218	на свете	4	2
219	быть не	2	2
220	с этой	2	2
221	художественное произведение	2	2
222	своей жизни	1	2
223	один из	4	2
224	за его	2	2
225	сознания и	3	2
226	что в	7	2
227	в свою	3	2
228	жизни а	1	2
229	оно не	2	2
230	ее в	2	2
231	в своих	1	2
232	к этому	3	2
233	и т	17	1
234	с кем	1	1
235	и то	3	1
236	в сердце	1	1
237	на самом	1	1
238	тех же	2	1
239	исходя из	1	1
240	это и	9	1
241	идет о	1	1
242	и есть	19	1
243	не признает	1	1
244	так уже	1	1
245	исходит из	1	1
246	все те	1	1
247	которое может	1	1
248	мы уже	3	1
249	бы уже	1	1
250	своего существования	1	1
251	изображение и	1	1
252	одних и	2	1
253	из своих	1	1
254	память о	1	1
255	в каждый	1	1
256	говорить о	11	1
257	что иное	8	1
258	кто же	1	1
259	и он	1	1
260	в ней	5	1
261	имя и	1	1
262	он сам	1	1
263	иное как	8	1
264	быть в	5	1
265	в чем	8	1
266	и себе	1	1
267	состояние его	1	1
268	сам собою	2	1
269	к богу	1	1
270	очевидно что	1	1
271	происходить в	1	1
272	не просто	7	1
273	друг от	1	1
274	нет и	2	1
275	складываются в	1	1
276	за пределы	3	1
277	именно миф	1	1
278	сама по	5	1
279	в истории	3	1
280	данный момент	2	1
281	с этим	3	1
282	и объекта	5	1
283	в своем	5	1
284	перед нами	6	1
285	что по	2	1
286	это тоже	1	1
287	ценность и	1	1
288	в этот	2	1
289	и человек	1	1
290	или иную	2	1
291	жизни так	1	1
292	в нашем	1	1
293	бы не	2	1
294	ни одна	2	1
295	исторических событий	1	1
296	уже в	1	1
297	как он	1	1
298	вообще не	1	1
299	личностного бытия	1	1
300	исполнения и	1	1
301	тем не	2	1
302	она становится	1	1
303	он не	1	1
304	как личность	1	1
305	момента в	1	1
306	и еще	1	1
307	сама личность	1	1
308	свою собственную	1	1
309	такого человека	1	1
310	в силу	4	1
311	жизнью и	1	1
312	содержит в	1	1
313	поэзия и	1	1
314	именно такова	1	1
315	людей и	1	1
316	слово есть	3	1
317	прежде чем	2	1
318	не бывает	1	1
319	а то	1	1
320	двух основных	1	1
321	этого они	1	1
322	его не	1	1
323	которой уже	1	1
324	на все	2	1
325	от земли	1	1
326	вопрос как	1	1
327	с другими	1	1
328	все может	1	1
329	поведения или	1	1
330	весь мир	2	1
331	и была	1	1
332	еще одно	1	1
333	я хотел	1	1
334	только одно	1	1
335	в них	2	1
336	о которых	1	1
337	все равно	2	1
338	под собою	1	1
339	и уже	4	1
340	и вне	2	1
341	все моменты	1	1
342	ведет к	1	1
343	на этот	1	1
344	в чистом	1	1
345	но всякая	1	1
346	этом в	1	1
347	же я	1	1
348	был бы	2	1
349	в диалектике	2	1
350	на первый	1	1
351	в первую	1	1
352	взаимоотношение двух	1	1
353	что такая	1	1
354	что такое	5	1
355	на месте	1	1
356	в их	3	1
357	то для	1	1
358	теперь эта	1	1
359	поэзия же	1	1
360	я скажу	1	1
361	но это	4	1
362	такую же	1	1
363	но он	1	1
364	друг другу	1	1
365	что было	2	1
366	свое поведение	1	1
367	что сам	1	1
368	свобода и	1	1
369	не требуется	1	1
370	в предыдущем	3	1
371	образ не	1	1
372	вовсе не	6	1
373	личность в	1	1
374	поведение и	2	1
375	сам он	1	1
376	в отношении	2	1
377	вещей как	2	1
378	она не	4	1
379	тогда когда	5	1
380	чтобы в	1	1
381	и притом	3	1
382	душе и	1	1
383	и сама	1	1
384	в религиозной	1	1
385	в процессе	1	1
386	ибо каждая	1	1
387	и искусство	2	1
388	с и	1	1
389	по порядку	1	1
390	самого по	1	1
391	только не	3	1
392	не имеет	14	1
393	миф как	3	1
394	поэтическое произведение	1	1
395	к поэзии	1	1
396	с нами	1	1
397	что жизнь	1	1
398	в труде	1	1
399	во всем	2	1
400	в чуде	13	1
401	как ни	1	1
402	и теперь	1	1
403	меня с	1	1
404	не по	2	1
405	ему не	1	1
406	у меня	1	1
407	именно оно	1	1
408	кто сам	1	1
409	деятельности и	1	1
410	когда мы	1	1
411	для личности	2	1
412	ему все	1	1
413	сама жизнь	1	1
414	уже заранее	1	1
415	как только	5	1
416	его за	1	1
417	раньше не	1	1
418	она же	1	1
419	ничего общего	4	1
420	слово которое	2	1
421	приходит к	1	1
422	и о	8	1
423	более не	3	1
424	от друга	1	1
425	в виду	9	1
426	свою очередь	2	1
427	откровение само	1	1
428	и от	1	1
429	шла речь	1	1
430	чтобы быть	1	1
431	между искусством	2	1
432	на объект	1	1
433	на том	1	1
434	природе своей	1	1
435	было в	1	1
436	есть конечно	1	1
437	можно только	3	1
438	том как	2	1
439	имеется в	3	1
440	этих последних	1	1
441	жизнь и	2	1
442	таких примеров	1	1
443	для этого	2	1
444	есть чудо	11	1
445	примеры и	1	1
446	о ней	2	1
447	познания и	2	1
448	самой жизни	1	1
449	определенным образом	1	1
450	говорит об	1	1
451	но мы	2	1
452	миф в	1	1
453	но решительно	1	1
454	нужно в	1	1
455	собственно говоря	2	1
456	этой идее	1	1
457	природы в	1	1
458	и ночью	1	1
459	когда оно	1	1
460	эти два	2	1
461	искусства к	1	1
462	бы в	4	1
463	вне меня	1	1
464	чем и	1	1
465	них в	1	1
466	интеллигенции и	2	1
467	и всякое	1	1
468	мы находимся	1	1
469	человека как	1	1
470	и она	1	1
471	на высоте	1	1
472	к нему	1	1
473	но так	1	1
474	одной из	2	1
475	миф и	3	1
476	явления в	1	1
477	жизнь из	1	1
478	не само	1	1
479	вещь которая	1	1
