N	2gram	Vygotskiy__4	Istorich
1	и т	6	27
2	и в	33	26
3	т д	2	24
4	так же	13	18
5	то что	44	16
6	не только	7	15
7	может быть	22	14
8	что в	21	14
9	же как	3	13
10	между двумя	2	12
11	но и	3	12
12	связь с	5	12
13	так и	3	10
14	таким образом	13	10
15	и его	5	10
16	что он	20	10
17	при помощи	4	10
18	все же	5	9
19	его в	3	9
20	что и	3	9
21	так как	12	9
22	и не	13	9
23	то же	9	8
24	мы знаем	2	8
25	а в	4	8
26	мы имеем	2	7
27	в этом	28	7
28	он не	11	7
29	об этом	4	7
30	как и	5	7
31	в этих	1	7
32	во время	6	7
33	знаем что	4	7
34	их в	3	7
35	как в	3	7
36	превращается в	1	7
37	и то	2	6
38	еще не	1	6
39	что они	6	6
40	как он	5	6
41	мы можем	5	6
42	в дальнейшем	1	6
43	к нему	1	6
44	мы видим	6	6
45	потому что	24	6
46	а не	6	6
47	не может	10	6
48	вместе с	8	6
49	когда он	7	6
50	это и	5	5
51	мы уже	5	5
52	то это	3	5
53	но не	3	5
54	и как	5	5
55	но в	2	5
56	и только	7	5
57	с собой	1	5
58	но все	2	5
59	в другом	1	5
60	и с	2	5
61	это не	6	5
62	не в	2	5
63	точно так	3	5
64	ничего не	2	5
65	и у	1	5
66	как мы	4	5
67	и здесь	3	5
68	и что	25	5
69	в его	10	5
70	в одном	3	5
71	у него	6	5
72	тем что	3	5
73	до сих	3	5
74	и др	1	5
75	в некоторых	1	5
76	из которых	3	5
77	сих пор	3	5
78	мы должны	6	5
79	к этому	4	5
80	вопрос о	2	4
81	в которых	3	4
82	не просто	4	4
83	дает нам	1	4
84	в этот	1	4
85	но он	6	4
86	не годится	1	4
87	в своей	4	4
88	что этот	3	4
89	даже в	2	4
90	того как	1	4
91	указывает на	3	4
92	представляют собой	1	4
93	в могиле	1	4
94	так в	1	4
95	о том	20	4
96	и даже	1	4
97	вовсе не	5	4
98	с другой	2	4
99	а на	2	4
100	в тех	2	4
101	другой стороны	2	4
102	например в	3	3
103	что иное	1	3
104	и действительно	1	3
105	из этих	2	3
106	к своей	3	3
107	относится к	1	3
108	в одной	2	3
109	перед нами	6	3
110	все эти	6	3
111	на то	10	3
112	и если	9	3
113	на его	1	3
114	что она	10	3
115	при этом	2	3
116	он должен	1	3
117	что у	4	3
118	что ни	2	3
119	те же	2	3
120	должен был	3	3
121	том что	22	3
122	в связь	1	3
123	и более	1	3
124	как это	14	3
125	что эта	6	3
126	не имеет	2	3
127	на него	4	3
128	в русской	2	3
129	во всем	2	3
130	связи с	2	3
131	есть только	2	3
132	и он	3	3
133	она не	3	3
134	большей частью	2	3
135	иное как	1	3
136	но мы	2	3
137	а также	1	3
138	в другой	1	3
139	в том	21	3
140	мы увидим	2	3
141	только в	4	3
142	и других	4	3
143	в руки	2	3
144	не на	2	3
145	там где	1	3
146	что мы	6	3
147	как бы	25	3
148	по существу	2	3
149	или в	1	3
150	для нас	7	3
151	но это	1	3
152	только что	15	3
153	же в	1	3
154	на поле	1	3
155	своего отца	1	3
156	не что	1	3
157	он всегда	1	3
158	к этой	3	3
159	и другие	1	3
160	начинается с	1	2
161	он может	2	2
162	в средние	1	2
163	и есть	4	2
164	не хочет	1	2
165	и за	3	2
166	а как	2	2
167	связана с	1	2
168	случаи когда	1	2
169	то мы	1	2
170	в этой	9	2
171	в истории	1	2
172	с этим	5	2
173	вот как	3	2
174	в своем	7	2
175	этой стороны	1	2
176	указывают на	1	2
177	говорит что	10	2
178	увидим что	3	2
179	конечно не	3	2
180	что это	13	2
181	в целом	5	2
182	представляет собой	2	2
183	он делает	1	2
184	в себе	6	2
185	другом случае	1	2
186	в нем	7	2
187	его от	1	2
188	на этом	3	2
189	так например	4	2
190	такого же	1	2
191	в одну	1	2
192	здесь мы	3	2
193	главным образом	1	2
194	или просто	1	2
195	хотя бы	2	2
196	что эту	1	2
197	было бы	12	2
198	в свой	1	2
199	из них	4	2
200	он же	1	2
201	ни одной	3	2
202	с тем	4	2
203	можно считать	1	2
204	этот материал	4	2
205	и их	1	2
206	можно найти	2	2
207	указать что	1	2
208	бы мы	3	2
209	все это	13	2
210	по себе	9	2
211	что есть	1	2
212	здесь на	1	2
213	к этим	1	2
214	не по	2	2
215	это мы	1	2
216	так много	1	2
217	одна из	4	2
218	показывает как	1	2
219	что на	1	2
220	у нас	4	2
221	случайно и	1	2
222	во все	3	2
223	его с	1	2
224	на могилу	1	2
225	формы и	1	2
226	совершенно ясно	8	2
227	никогда не	5	2
228	том как	3	2
229	и на	5	2
230	основана на	2	2
231	если бы	10	2
232	мы читаем	2	2
233	это обычно	1	2
234	другими словами	1	2
235	три раза	1	2
236	и во	1	2
237	видим что	2	2
238	того что	4	2
239	с той	2	2
240	показывают что	1	2
241	играет роль	1	2
242	себя в	4	2
243	так что	7	2
244	уже в	2	2
245	чтобы он	2	2
246	в виде	3	2
247	есть в	1	2
248	его и	2	2
249	вводится в	1	2
250	ни в	3	2
251	могло бы	3	2
252	с этими	1	2
253	только с	2	2
254	в особенности	1	2
255	самые отдаленные	1	2
256	которое однако	1	2
257	дают в	1	2
258	а когда	1	2
259	говорит о	4	2
260	на этот	3	2
261	совершенно одинаково	3	2
262	то здесь	1	2
263	надо еще	1	2
264	в частности	4	2
265	мы опять	1	2
266	он говорит	3	2
267	и вот	6	2
268	этого слова	3	2
269	такого рода	1	2
270	смысле этого	3	2
271	в отдельности	1	2
272	с этой	4	2
273	же самое	6	2
274	но для	1	2
275	это уже	1	2
276	только одна	2	2
277	становится понятным	1	2
278	в связи	1	2
279	от него	1	2
280	и все	12	2
281	в лице	1	2
282	на языке	1	2
283	и целый	1	2
284	этот вопрос	4	2
285	сказать что	13	2
286	средние века	1	2
287	на это	1	2
288	к другой	2	1
289	говоря о	1	1
290	с кем	1	1
291	силы и	2	1
292	поле битвы	1	1
293	показать что	7	1
294	играющие роль	1	1
295	почти не	1	1
296	полагают что	1	1
297	к другому	1	1
298	из его	2	1
299	что эти	2	1
300	не имеют	1	1
301	все те	2	1
302	к созданию	1	1
303	века в	1	1
304	той же	4	1
305	его своей	1	1
306	полагает что	5	1
307	есть не	1	1
308	это совершенно	3	1
309	мы не	5	1
310	при анализе	2	1
311	что если	3	1
312	и тут	1	1
313	и наш	1	1
314	ответить на	1	1
315	не была	1	1
316	могилы и	1	1
317	он как	1	1
318	нее он	1	1
319	так чтобы	2	1
320	время как	2	1
321	принадлежит к	2	1
322	этом так	1	1
323	но даже	1	1
324	так называемые	1	1
325	себе что	1	1
326	в ней	6	1
327	не от	1	1
328	когда речь	2	1
329	видеть не	1	1
330	раза когда	1	1
331	он сам	1	1
332	в чем	1	1
333	так если	2	1
334	стороны она	1	1
335	во всех	2	1
336	только после	5	1
337	его так	1	1
338	совершенно прав	1	1
339	от его	1	1
340	этих предположений	1	1
341	о смерти	5	1
342	мы будем	5	1
343	но как	1	1
344	к которой	3	1
345	не все	2	1
346	если в	1	1
347	наконец достиг	1	1
348	а он	1	1
349	себе и	2	1
350	материал который	1	1
351	анализ этого	1	1
352	и я	1	1
353	как говорит	2	1
354	себя за	1	1
355	независимо от	1	1
356	общего с	1	1
357	что именно	3	1
358	расположение этого	1	1
359	как к	1	1
360	что нет	2	1
361	однако не	2	1
362	есть что-то	1	1
363	всей этой	2	1
364	целый ряд	5	1
365	вопросом о	1	1
366	и наконец	2	1
367	и к	2	1
368	это просто	2	1
369	имеет в	1	1
370	же нельзя	1	1
371	ясно и	1	1
372	и хотя	1	1
373	и говорит	3	1
374	ход действия	3	1
375	ходу действия	1	1
376	та же	3	1
377	нам как	1	1
378	короля в	2	1
379	он наконец	1	1
380	думать что	2	1
381	на могиле	1	1
382	им в	1	1
383	нами в	2	1
384	говорят о	1	1
385	и те	1	1
386	точно как	1	1
387	почти всегда	2	1
388	не могла	1	1
389	вообще не	1	1
390	не следует	1	1
391	он все	3	1
392	встречаются на	1	1
393	в нашей	2	1
394	и почему	2	1
395	всех этих	3	1
396	есть та	1	1
397	второй раз	1	1
398	том чтобы	4	1
399	воду в	1	1
400	является тот	1	1
401	из него	1	1
402	легко показать	3	1
403	подобно тому	1	1
404	никому не	2	1
405	к такого	1	1
406	когда говорит	1	1
407	он убивает	4	1
408	каком они	1	1
