N	2gram	Tiupa_Anal_1	Hudozhes
1	и в	18	28
2	в рассказе	1	21
3	том что	12	19
4	в ее	1	18
5	и не	21	18
6	своего рода	3	16
7	в том	27	15
8	а не	17	14
9	в этом	13	13
10	не в	14	13
11	о том	5	12
12	перед нами	1	11
13	не только	15	11
14	при этом	12	11
15	как и	13	11
16	в его	13	11
17	уже не	4	10
18	не случайно	3	10
19	в себе	11	9
20	но и	17	9
21	чеховского рассказа	1	9
22	так и	4	8
23	между тем	5	8
24	что он	3	8
25	себя в	6	8
26	в душе	1	8
27	может быть	29	8
28	о чем	1	8
29	я не	1	7
30	по отношению	6	7
31	тогда как	14	7
32	состоит в	11	7
33	в мире	8	7
34	к тому	7	7
35	в частности	19	7
36	как это	1	7
37	и все	3	7
38	с ним	4	7
39	жизни в	1	7
40	отношению к	5	7
41	я и	6	6
42	в котором	3	6
43	то же	9	6
44	не было	1	6
45	и с	2	6
46	в своей	6	6
47	в то	9	6
48	для себя	2	6
49	если бы	3	6
50	сводится к	5	6
51	можно сказать	2	6
52	это не	6	6
53	человеческой жизни	1	6
54	а в	9	6
55	то что	6	6
56	жизни и	1	6
57	с его	3	5
58	в этой	5	5
59	как в	1	5
60	в самом	6	5
61	что это	1	5
62	не менее	1	5
63	у него	1	5
64	никогда не	2	5
65	к чужой	1	5
66	ничего не	1	5
67	в тексте	5	5
68	и его	5	5
69	и сам	2	5
70	его жизни	1	5
71	только на	1	5
72	для него	2	5
73	художественного целого	10	5
74	как бы	5	5
75	да и	1	5
76	что в	5	5
77	и т	3	4
78	но не	10	4
79	в художественном	3	4
80	то в	2	4
81	наш взгляд	6	4
82	подобно тому	3	4
83	на наш	6	4
84	он не	3	4
85	и уже	1	4
86	тому что	1	4
87	человеческого я	2	4
88	же время	6	4
89	как будто	3	4
90	и о	2	4
91	того чтобы	3	4
92	в конечном	4	4
93	вслед за	1	4
94	только в	6	4
95	в качестве	31	4
96	что и	3	4
97	как раз	1	4
98	для того	4	4
99	говорит о	1	4
100	превращается в	1	4
101	то и	1	4
