N	2gram	Tiupa_Disk_2	Problema
1	то есть	12	46
2	в его	3	43
3	и не	15	42
4	и в	16	38
5	эстетического объекта	1	37
6	не может	9	27
7	может быть	16	26
8	как бы	4	22
9	по отношению	4	21
10	отнюдь не	6	19
11	отношению к	4	19
12	и с	2	17
13	и его	3	16
14	в этом	16	15
15	в нем	7	15
16	только в	3	13
17	прежде всего	7	13
18	но не	7	12
19	за пределы	1	12
20	в искусстве	1	12
21	художественного произведения	1	11
22	во всех	1	11
23	в области	2	11
24	ни в	7	11
25	и для	2	11
26	отношение к	2	10
27	таким образом	1	10
28	не только	10	9
29	в поэзии	1	9
30	его в	3	9
31	но и	11	9
32	и как	3	8
33	входит в	2	8
34	точки зрения	4	8
35	место в	2	8
36	для нее	1	8
37	произведения как	2	8
38	в том	8	8
39	и др	1	8
40	то что	5	8
41	еще не	6	7
42	в самом	1	7
43	как и	16	7
44	не в	3	7
45	с другой	5	7
46	между тем	2	7
47	объекта и	2	7
48	в своей	6	7
49	что в	5	7
50	самом деле	1	6
51	там где	1	6
52	и наконец	3	6
53	в пределах	4	6
54	не к	2	6
55	с точки	2	6
56	не есть	1	6
57	можно только	1	6
58	ничего не	1	6
59	содержания и	1	6
60	все же	6	6
61	а в	2	6
62	себя как	1	5
63	тем как	1	5
64	отличие от	12	5
65	в своем	5	5
66	все эти	3	5
67	при этом	17	5
68	то же	6	5
69	это не	3	5
70	в них	3	5
71	далеко не	2	5
72	в отличие	12	5
73	так и	9	5
74	произведения в	1	5
75	в основе	4	5
76	никогда не	2	5
77	не нужно	2	5
78	с ним	1	5
79	может иметь	2	5
80	и прежде	2	5
81	большинстве случаев	1	5
82	в большинстве	2	5
83	не на	2	5
84	а не	14	5
85	могут быть	3	5
86	должно быть	2	5
87	формы и	1	5
88	на границах	1	5
89	имеет место	1	5
90	должна быть	2	4
91	в ней	2	4
92	конечном счете	1	4
93	как в	8	4
94	но в	11	4
95	в нашем	1	4
96	в себе	19	4
97	в данном	7	4
98	объект и	1	4
99	с миром	1	4
100	не менее	7	4
101	но они	1	4
102	тем самым	6	4
103	в то	5	4
104	чтобы стать	1	4
105	известной степени	1	4
106	здесь не	2	4
107	в ее	1	4
108	данном случае	6	4
109	не с	2	4
110	о том	4	4
111	в конечном	1	4
112	каждый момент	1	4
113	принципиально не	1	4
114	в других	1	4
115	в форме	1	4
116	и только	1	4
117	в романе	1	4
118	более того	1	4
119	себя самого	1	4
120	может и	2	4
121	между ними	1	4
122	сказать что	1	4
123	другой стороны	2	4
124	также и	3	3
125	например в	3	3
126	на материале	1	3
127	говорить о	2	3
128	бы то	1	3
129	точка зрения	1	3
130	произведение не	1	3
131	из важнейших	2	3
132	связи и	1	3
133	в целом	2	3
134	вследствие этого	2	3
135	к миру	1	3
136	он не	3	3
137	то ни	1	3
138	в мире	11	3
139	несмотря на	1	3
140	том что	10	3
141	тем не	1	3
142	на него	1	3
143	имеем дело	1	3
144	же время	5	3
145	все то	1	3
146	акустики и	1	3
147	слова но	1	3
148	в применении	1	3
149	и это	2	3
150	хотя и	1	3
151	и от	1	3
152	приводит к	3	3
153	мы в	1	3
154	но здесь	2	3
155	и должно	1	3
156	основе своей	2	3
157	на почве	2	3
158	иных случаях	1	3
159	но с	1	3
160	одной из	1	3
161	как нечто	1	3
162	с одной	4	3
163	слова не	2	3
164	как такового	1	3
165	и даже	1	3
166	бытия в	1	3
167	оно не	1	3
168	себя и	1	3
169	одной стороны	4	3
170	его как	1	3
171	на фоне	1	3
172	в иных	1	3
173	применении к	1	3
174	и на	5	3
175	да и	1	3
176	слова и	1	3
177	но это	3	3
178	все это	2	3
179	не является	4	3
180	с содержанием	1	3
181	и все	3	3
182	ни было	1	3
183	не знает	3	3
184	можно говорить	1	2
185	и есть	1	2
186	в котором	3	2
187	проникает в	1	2
188	др в	1	2
189	его не	1	2
190	есть не	1	2
191	мы имеем	2	2
192	совпадает с	2	2
193	но она	3	2
194	не вполне	1	2
195	я не	1	2
196	столь же	3	2
197	в чем	1	2
198	с его	6	2
199	с совершенно	1	2
200	в истории	1	2
201	от содержания	1	2
202	себе не	1	2
203	к чему	1	2
204	их исторической	1	2
205	бы не	1	2
206	ни одна	1	2
207	лица и	1	2
208	а к	2	2
209	не имеют	1	2
210	не следует	3	2
211	в лирике	7	2
212	он должен	1	2
213	на этом	1	2
214	человека в	4	2
215	лишь в	1	2
216	не совпадает	1	2
217	форму и	1	2
218	сделать предметом	1	2
219	на первый	2	2
220	где на	1	2
221	и более	1	2
222	том же	1	2
223	случае мы	1	2
224	в таких	1	2
225	она не	1	2
226	дело в	2	2
227	одна из	1	2
228	и именно	1	2
229	чем не	2	2
230	эстетический характер	1	2
231	во всем	1	2
232	этом отношении	4	2
233	к себе	1	2
234	не могут	1	2
235	отличается от	1	2
236	может представиться	1	2
237	должен быть	1	2
238	события так	1	2
239	в себя	2	2
240	поэтому в	1	2
241	движения и	1	2
242	и здесь	1	2
243	в другом	3	2
244	и что	1	2
245	в значительной	1	2
246	от них	1	2
247	и во	1	2
248	к личности	1	2
249	мир в	1	2
250	и мир	1	2
251	того что	1	2
252	в современной	1	2
253	что он	2	2
254	в какой	1	2
255	и ее	3	2
256	на мир	1	2
257	себя в	6	2
258	не дает	1	2
259	что и	2	2
260	вовсе не	1	2
261	содержание и	1	2
262	в некоторых	1	2
263	случае не	1	2
264	тем что	1	2
265	в особенности	1	2
266	или иной	3	2
267	здесь в	3	2
268	не было	3	2
269	именно поэтому	1	2
270	человек в	1	2
271	в частности	12	2
272	как это	1	2
273	в строгом	3	2
274	все моменты	1	2
275	и оценки	1	2
276	из которых	1	2
277	к своему	2	2
278	нет а	1	2
279	тенденцию к	1	2
280	можно сказать	3	2
281	того или	1	2
282	в культуре	1	2
283	двух миров	1	2
284	той или	3	2
285	не более	2	2
286	я нахожу	1	2
287	ни к	5	2
288	в этих	3	2
289	в равной	1	2
290	в новый	1	2
291	слово в	1	2
292	к его	4	2
293	или иного	2	2
294	в своих	6	2
295	к этому	4	2
296	а между	1	1
297	полагается в	1	1
298	тех же	1	1
299	это и	1	1
300	мере в	1	1
301	к данному	1	1
302	чего не	3	1
303	в первом	1	1
304	к другому	1	1
305	том какое	1	1
306	к созданию	1	1
307	и могут	1	1
308	и композиционного	1	1
309	общих чертах	2	1
310	вопрос о	1	1
311	высказывания в	1	1
312	жизненной позиции	3	1
313	нет дела	1	1
314	с ее	2	1
315	жизни как	2	1
316	целого в	1	1
317	основе этого	1	1
318	целого не	1	1
319	время в	2	1
320	роман и	1	1
321	по своему	1	1
322	во внешнем	1	1
323	отказ от	1	1
324	в противовес	5	1
325	одном и	1	1
326	в новом	1	1
327	идет о	2	1
328	и выражения	1	1
329	своем творчестве	1	1
330	стороны и	2	1
331	ней в	1	1
332	им в	1	1
333	в полном	2	1
334	как уже	2	1
335	может получить	1	1
336	в противоположность	5	1
337	то в	1	1
338	лежит на	2	1
339	ни один	1	1
