N	3gram	Bakhtin_KF_1	Myshleni
1	с точки зрения	9	18
2	для того чтобы	1	15
3	в том что	2	15
4	по отношению к	22	7
5	вместе с тем	1	5
6	в целом и	2	5
7	не может быть	11	5
8	смысле этого слова	1	3
9	на то что	1	3
10	то же самое	1	3
11	к тому что	1	3
12	во всяком случае	1	3
13	в свою очередь	1	3
14	и тем самым	1	3
15	он должен быть	1	2
16	влечет за собой	1	2
17	в известном смысле	1	2
18	как если бы	1	2
19	в зависимости от	1	2
20	независимо от того	1	2
21	то же время	2	2
22	по своей структуре	1	2
23	в значительной степени	1	2
24	я не могу	1	2
25	вместо того чтобы	1	2
26	что может быть	1	2
27	оставить в стороне	1	2
28	в то же	2	2
29	только тогда когда	1	2
30	а следовательно и	1	1
31	то что и	1	1
32	там где его	1	1
33	во всей полноте	1	1
34	время от времени	1	1
35	того что в	1	1
36	единство сознания и	1	1
37	дело в том	1	1
38	по самому своему	1	1
39	на самом деле	3	1
40	в этом смысле	3	1
41	лишь постольку поскольку	1	1
42	в том же	1	1
43	во всех своих	3	1
44	и в то	1	1
45	может возникнуть и	1	1
46	и именно в	1	1
47	тогда когда он	1	1
48	и как бы	1	1
49	точки зрения той	1	1
50	и то что	1	1
51	здесь то же	1	1
52	ту или иную	1	1
53	бы и не	2	1
54	том что мы	1	1
55	и не быть	2	1
56	и в этом	3	1
57	в ту или	1	1
58	точки зрения теоретической	1	1
59	не может возникнуть	1	1
60	на этом пути	1	1
61	и пр и	1	1
62	то что я	2	1
63	но для того	1	1
64	мы не можем	1	1
65	в соответствии с	2	1
66	само по себе	1	1
67	по всей своей	1	1
68	он не имеет	1	1
69	потому что в	1	1
70	в конечном счете	1	1
71	мы будем говорить	1	1
72	часть нашего исследования	1	1
73	когда мы говорим	1	1
74	к совершенно другому	1	1
75	тем не менее	2	1
76	во всем его	2	1
77	а именно в	1	1
78	и включает в	1	1
79	могло бы и	1	1
80	той или иной	2	1
